iter	M_lnTg(1)	M_lnSULT_Km_apap(1)	M_lnSULT_VmaxC(1)	M_lnUGT_Km(1)	M_lnUGT_VmaxC(1)	M_lnKm_AG(1)	M_lnVmax_AG(1)	M_lnKm_AS(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	M_lnQCC(1)	M_lnBP_APAP(1)	M_lnPF_APAP(1)	M_lnPL_APAP(1)	M_lnPM_APAP(1)	Var_lnTg(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnKm_AG(1)	Var_lnVmax_AG(1)	Var_lnKm_AS(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Var_lnQCC(1)	Var_lnBP_APAP(1)	Var_lnPF_APAP(1)	Var_lnPL_APAP(1)	Var_lnPM_APAP(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnSULT_VmaxC(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnKm_AG(1.1)	lnVmax_AG(1.1)	lnKm_AS(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnQCC(1.1)	lnBP_APAP(1.1)	lnPF_APAP(1.1)	lnPL_APAP(1.1)	lnPM_APAP(1.1)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnSULT_VmaxC(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnKm_AG(1.2)	lnVmax_AG(1.2)	lnKm_AS(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnQCC(1.2)	lnBP_APAP(1.2)	lnPF_APAP(1.2)	lnPL_APAP(1.2)	lnPM_APAP(1.2)	lnTg(1.3)	lnSULT_Km_apap(1.3)	lnSULT_VmaxC(1.3)	lnUGT_Km(1.3)	lnUGT_VmaxC(1.3)	lnKm_AG(1.3)	lnVmax_AG(1.3)	lnKm_AS(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnQCC(1.3)	lnBP_APAP(1.3)	lnPF_APAP(1.3)	lnPL_APAP(1.3)	lnPM_APAP(1.3)	lnTg(1.4)	lnSULT_Km_apap(1.4)	lnSULT_VmaxC(1.4)	lnUGT_Km(1.4)	lnUGT_VmaxC(1.4)	lnKm_AG(1.4)	lnVmax_AG(1.4)	lnKm_AS(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnQCC(1.4)	lnBP_APAP(1.4)	lnPF_APAP(1.4)	lnPL_APAP(1.4)	lnPM_APAP(1.4)	lnTg(1.5)	lnSULT_Km_apap(1.5)	lnSULT_VmaxC(1.5)	lnUGT_Km(1.5)	lnUGT_VmaxC(1.5)	lnKm_AG(1.5)	lnVmax_AG(1.5)	lnKm_AS(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnQCC(1.5)	lnBP_APAP(1.5)	lnPF_APAP(1.5)	lnPL_APAP(1.5)	lnPM_APAP(1.5)	lnTg(1.6)	lnSULT_Km_apap(1.6)	lnSULT_VmaxC(1.6)	lnUGT_Km(1.6)	lnUGT_VmaxC(1.6)	lnKm_AG(1.6)	lnVmax_AG(1.6)	lnKm_AS(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnQCC(1.6)	lnBP_APAP(1.6)	lnPF_APAP(1.6)	lnPL_APAP(1.6)	lnPM_APAP(1.6)	lnTg(1.7)	lnSULT_Km_apap(1.7)	lnSULT_VmaxC(1.7)	lnUGT_Km(1.7)	lnUGT_VmaxC(1.7)	lnKm_AG(1.7)	lnVmax_AG(1.7)	lnKm_AS(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnQCC(1.7)	lnBP_APAP(1.7)	lnPF_APAP(1.7)	lnPL_APAP(1.7)	lnPM_APAP(1.7)	lnTg(1.8)	lnSULT_Km_apap(1.8)	lnSULT_VmaxC(1.8)	lnUGT_Km(1.8)	lnUGT_VmaxC(1.8)	lnKm_AG(1.8)	lnVmax_AG(1.8)	lnKm_AS(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	lnQCC(1.8)	lnBP_APAP(1.8)	lnPF_APAP(1.8)	lnPL_APAP(1.8)	lnPM_APAP(1.8)	LnPrior	LnData	LnPosterior
24640	-0.618496	6.21134	5.42972	9.01903	8.52766	10.0533	10.3801	9.87673	12.7688	10.791	9.81138	-5.91737	-1.55169	-1.8323	2.71466	-0.081791	-0.707268	-0.155048	0.537254	0.12047	0.150019	0.144008	0.112033	0.084691	0.115983	0.121597	0.21348	0.168841	0.0864566	0.127822	0.12022	0.0651089	0.0503657	0.814773	0.20373	0.141515	0.0309787	0.207648	0.0135748	0.0229085	0.0130931	-0.490058	6.20937	5.151	8.71712	8.48574	10.1084	10.4273	10.0021	12.9598	10.8193	9.65345	-5.57525	-1.54842	-1.87322	3.68933	-0.655723	-1.44619	0.245918	0.326915	-0.548529	6.45289	5.54305	8.91404	9.11579	9.79924	9.87123	9.89187	12.6222	10.1033	9.57446	-5.40628	-1.68456	-2.01518	2.32837	-0.350976	-0.0212174	-0.00371566	-0.12132	-0.513867	6.38156	5.12156	8.75754	8.16336	9.86726	10.5833	10.2985	12.4132	10.8875	9.45574	-5.98313	-1.9107	-1.51304	1.89794	-0.466109	-0.995122	0.0937437	0.476894	-0.00512099	6.48709	5.40286	8.81822	8.84265	10.1142	10.7554	9.5465	12.6268	10.3557	9.84609	-5.38548	-1.83366	-2.02667	3.75942	-0.110755	-1.21345	-0.127269	0.517356	-0.749743	6.32166	5.76557	8.80925	8.81966	9.67233	10.526	10.1431	13.1659	11.1818	9.82453	-5.95452	-1.54643	-1.34784	2.96452	-0.43022	-1.13001	-0.0592166	0.423793	-0.706352	6.08443	5.06007	8.92752	8.53831	10.0676	10.4575	9.85787	12.7559	11.1484	9.94441	-5.92464	-1.63176	-1.89727	2.19098	-0.2248	-0.678447	0.0546985	-0.193042	-0.841133	6.71797	5.63108	8.96213	8.90173	10.4168	10.5305	9.56722	12.3496	10.5285	10.161	-5.84217	-1.50206	-1.92109	2.79836	-0.215893	-0.217176	-0.0711613	-0.141832	-0.6623	5.57673	5.14878	8.77723	8.45995	9.82071	10.3806	9.7527	13.083	10.502	9.80938	-5.54955	-2.15633	-1.78936	2.64839	-0.0713614	-0.964405	-0.182965	0.024079	-1.650521e+01	1.581788e+02	1.416736e+02
24800	-0.616978	6.55404	5.3065	8.89384	8.81987	10.3039	10.5927	10.1856	13.5334	11.9137	9.67284	-5.23853	-1.75982	-1.85977	2.57015	-0.00760041	-1.12471	0.209204	0.0369292	0.101743	0.0653043	0.0739907	0.0835429	0.214786	0.195837	0.130518	0.335688	0.0999422	0.057595	0.178277	0.0386789	0.0669682	0.0763529	0.476553	0.0757807	0.0604496	0.179989	0.147877	0.0181736	0.0212784	0.0134636	-0.346585	6.39073	5.17522	8.867	8.48657	10.0316	10.3788	9.98568	14.0395	11.7654	9.48993	-5.08345	-1.64226	-1.95134	3.49957	-0.628852	-1.67618	0.329173	0.245738	-0.549467	6.43284	5.53962	8.3483	8.60498	10.3974	10.5181	10.4718	14.1239	11.8477	9.67455	-5.68694	-1.72825	-2.10351	2.23453	-0.263147	-1.04056	-0.176342	-0.229833	-0.534296	6.01156	4.97532	8.81025	8.74114	9.59741	10.2191	10.3466	13.2613	11.6557	8.98342	-5.1687	-1.61684	-1.59953	2.11873	-0.384273	-0.908083	0.0226177	-0.0620032	-0.00424034	5.8576	4.89312	9.15876	9.1014	9.29713	10.2164	10.3906	13.5566	12.0714	9.27967	-5.29154	-1.9361	-1.98025	3.56302	-0.00323956	-1.38829	-0.14249	0.253232	-0.52953	6.5714	5.74712	8.91341	8.87746	9.94065	10.3834	10.4792	13.3576	11.6805	9.12741	-5.08417	-1.93892	-1.98652	1.79365	-0.0985941	-0.898624	-0.247807	-0.891698	-0.808649	6.44998	5.35422	9.0226	8.95674	10.215	10.3595	10.0808	13.3715	11.8384	9.68032	-4.9681	-1.65858	-1.85614	2.28156	-0.312715	-1.34138	-0.12708	-0.00942232	-1.10723	6.49139	5.60742	8.67863	8.7409	10.3023	10.8771	10.1261	13.1541	11.8786	9.68035	-5.51813	-1.55137	-1.90709	2.91413	-0.173892	-1.00227	-0.243249	0.13837	-0.143008	6.44523	5.30423	9.26092	8.34985	10.4024	10.2331	10.5418	13.2885	11.4666	9.29492	-5.49224	-1.9633	-2.04694	1.78555	-0.207966	-1.01958	0.554958	-0.289396	-1.863480e+01	1.454234e+02	1.267886e+02
24960	-0.300521	6.09402	5.50354	9.1369	8.59938	10.2503	10.5501	9.87483	12.8233	11.985	11.0006	-4.80027	-1.86555	-2.09166	2.80793	-0.248408	-0.122829	-0.233845	-0.157582	0.127333	0.0440851	0.0822292	0.138128	0.12388	0.116548	0.0812201	0.163315	0.0454232	0.153047	0.111253	0.0772485	0.0781111	0.139953	1.3543	0.0649493	0.117338	0.0853988	0.191478	0.0184629	0.0191868	0.011062	-0.105558	6.14938	5.17541	9.03555	8.52414	9.84985	10.685	9.19741	13.0972	11.9467	10.3052	-4.96844	-1.83583	-1.78896	3.22747	-0.528252	-0.71336	0.262755	-0.103517	-0.646212	6.19881	5.30619	8.26923	8.34735	10.2442	10.4974	9.61506	12.9908	11.9381	10.032	-4.52191	-1.92174	-2.04398	2.4939	-0.243957	-0.0221876	-0.0623005	-0.233638	-0.567557	6.51688	5.18965	9.02637	8.74765	10.0586	10.845	9.71924	13.0163	11.9432	11.1338	-4.88067	-1.67775	-1.75879	1.84224	-0.279905	-0.505349	-0.141766	-0.549344	-0.0525365	6.06259	5.22609	9.03816	9.00308	9.26893	10.2679	10.0106	12.8078	12.0002	11.2064	-4.75268	-1.96206	-1.97274	3.63961	-0.0147821	-0.414254	-0.238658	0.138361	-0.608465	6.42662	5.68083	8.96628	8.85376	9.92275	10.6867	9.59982	12.7659	11.8116	10.8791	-4.90826	-1.85457	-1.72557	2.29869	-0.284363	-0.199295	-0.175731	0.0989895	-0.778181	6.12371	5.45627	8.9656	8.74274	9.71805	10.8711	9.47581	13.1004	12.179	11.2155	-4.98989	-1.91083	-1.69116	2.63437	-0.139179	-0.160094	-0.220973	-0.545176	-0.71134	5.95332	5.27693	8.64404	8.72159	10.2412	10.2374	9.78252	12.9644	11.7757	11.0079	-4.61899	-1.54873	-1.78495	2.4386	-0.23627	0.0364109	-0.280989	0.063356	-0.808528	6.46367	5.17055	8.59575	8.62276	10.1771	10.3096	9.35229	12.6719	10.8318	11.2065	-5.16167	-1.66888	-2.20562	3.40206	-0.374214	-0.172607	-0.104486	0.346563	-1.476856e+01	1.577650e+02	1.429964e+02
25120	-0.341126	6.24313	5.27818	8.72397	8.3905	10.018	10.722	9.96481	12.7807	8.22537	12.6369	-4.14195	-1.94493	-1.91504	2.77978	-0.125915	-0.848069	0.0810434	0.0256012	0.128361	0.113094	0.0725602	0.121609	0.164567	0.0731843	0.0403819	0.0830383	0.0808815	0.591268	0.0748102	0.227057	0.150254	0.0659491	0.171307	0.100892	0.400423	0.0952004	0.18093	0.0157181	0.018881	0.0125719	-0.0805052	6.25704	5.39684	8.84538	8.46211	10.2115	10.7401	10.1668	12.6128	9.09898	12.5516	-4.47401	-1.74229	-1.68119	3.2732	-0.691944	-0.374093	0.343354	0.333983	-0.457282	6.20723	5.46803	8.33325	8.71376	10.396	10.6457	10.3273	12.8651	9.79947	12.6502	-4.94962	-1.7465	-1.9535	2.43338	-0.347718	-0.552776	-0.233533	0.0780982	-0.780886	6.37137	5.20189	9.15354	8.84272	10.2256	10.8643	10.3813	12.6629	8.95427	12.9054	-4.31145	-1.8375	-1.64136	1.99422	-0.351449	-0.832023	-0.108131	0.091103	-0.00920764	6.51692	5.18268	8.43106	7.93381	9.79357	10.763	10.1477	13.0177	8.93438	12.9168	-4.13445	-1.85726	-1.93918	3.69317	-0.0718629	-0.391313	0.221423	0.239421	-0.605505	6.30004	5.54135	8.6678	8.82938	10.2023	10.5863	9.67112	12.7418	8.89803	12.8551	-3.85707	-1.83048	-1.96388	1.83565	-0.197167	-0.315898	-0.36543	-0.435838	-0.834018	6.50933	5.38167	8.82893	8.75734	10.1029	10.5628	9.79396	12.825	8.40643	12.3503	-3.82483	-1.58348	-1.92162	2.44202	-0.386255	-1.2804	-0.0240728	0.279818	-0.895325	6.39577	5.34638	8.45085	8.14361	9.79552	10.4523	9.75168	12.9326	8.02844	12.494	-4.03506	-1.74882	-1.86028	2.52826	-0.128973	-0.0139273	0.0139268	-0.373158	-0.573128	6.40442	5.29181	8.4328	8.34274	10.3004	10.7059	9.79048	12.8725	9.61257	12.9837	-4.09216	-1.85801	-2.16966	3.06394	-0.248713	-0.974885	-0.200639	0.231303	-1.439203e+01	1.631427e+02	1.487507e+02
25280	-0.416332	6.44553	5.37296	8.60185	8.62417	10.055	10.9509	10.0458	13.0987	7.87695	11.7472	-4.22443	-1.5308	-2.22543	2.90487	-0.183379	-0.270827	0.102063	-0.41344	0.103154	0.0936556	0.0826235	0.0793593	0.0488188	0.135147	0.13436	0.031668	0.129492	0.304152	0.0966752	0.116756	0.106843	0.214961	1.57059	0.148083	0.074663	0.139987	0.460701	0.0140941	0.0184051	0.0120963	-0.116491	6.26893	5.35641	8.79364	8.44374	10.0135	10.5959	9.65705	13.3793	7.58084	11.6008	-3.76419	-1.65761	-1.69653	3.4212	-0.672706	-0.0596037	0.270312	0.151424	-0.341804	6.20212	5.13824	8.70725	8.7319	10.4717	11.0109	10.2999	12.857	7.8128	11.9213	-4.06517	-1.84117	-2.06122	2.07186	-0.24385	0.151972	0.138434	-0.593949	-0.547256	6.56819	5.22924	8.77978	8.68397	10.0738	11.0661	9.9965	13.741	8.13803	11.5725	-4.46393	-1.52762	-1.74084	2.36702	-0.417024	0.147525	0.00280539	-0.481536	-0.0965325	6.82425	5.51738	8.92529	8.61233	10.2394	11.1289	10.2686	12.5663	7.25609	11.4273	-4.17412	-1.9565	-1.9659	3.73235	-0.0621404	-0.477246	0.234701	0.280759	-0.653503	5.852	5.5998	8.43786	8.9152	9.96647	10.9084	9.97995	13.5547	8.7349	11.5741	-4.39481	-1.7915	-1.80763	2.46411	-0.252844	0.157743	-0.679666	-0.54171	-0.651305	6.14047	5.07836	9.16419	8.68769	9.93631	11.1459	9.98835	13.5179	8.44271	11.5668	-4.1133	-1.4402	-1.48171	2.972	-0.44845	-0.471899	0.315871	0.021815	-0.593558	6.51576	4.82403	8.27233	8.46024	10.1378	10.5937	10.3658	13.3938	7.49255	11.4982	-4.6189	-1.29857	-2.19147	2.15039	-0.345702	-0.788028	0.356692	0.369878	-0.599467	6.13261	4.88788	8.9046	8.55148	9.96912	10.7282	10.0424	12.9544	8.98363	11.6769	-3.67531	-1.88948	-2.04892	3.39236	-0.361719	-0.392819	0.237146	0.25488	-3.131166e+01	1.585574e+02	1.272458e+02
25440	-0.226004	6.12835	5.08978	8.33642	8.78617	10.1517	10.969	10.1428	13.4138	7.6485	12.2306	-5.19627	-1.59841	-1.92242	2.7676	-0.125829	-0.865557	0.0309782	0.420022	0.460137	0.162158	0.0711106	0.232683	0.100839	0.126429	0.115633	0.0658602	0.109347	0.25888	0.283562	0.0569478	0.0875557	0.181163	0.125298	0.218994	0.127011	0.0704798	0.0740624	0.0173921	0.018894	0.0101126	-0.104026	5.96527	5.3401	8.60039	8.65665	10.5021	10.9068	10.4919	13.239	8.01329	12.5669	-4.85846	-1.76901	-1.94828	2.87539	-0.477657	 -1.2	-0.169808	-0.11825	-0.832813	5.97544	5.26223	8.7442	9.36568	9.92472	11.1022	10.1328	13.2111	7.2134	12.0253	-4.83764	-1.78859	-1.9623	2.74775	-0.296063	-1.2047	-0.211937	0.547974	-0.664832	6.47245	5.41118	8.39906	8.95069	9.85694	10.4062	9.8767	13.0873	8.02119	11.6777	-5.06453	-1.14865	-1.62709	2.79593	-0.695015	-0.465682	-0.286207	0.388145	-0.0388367	6.28367	5.18557	8.48641	8.53472	10.2228	11.1195	9.83052	13.6172	7.06631	11.7485	-5.42849	-1.9193	-1.9805	3.64243	-0.0019848	-0.755919	-0.0624826	0.183975	-0.699669	6.29005	5.5756	8.40434	8.74278	9.79618	10.7125	10.2973	13.8575	8.48776	12.5834	-5.23114	-1.62008	-1.72512	2.72171	-0.376406	-0.614099	-0.138295	0.307408	-1.05562	6.02235	4.96508	9.13119	8.42853	9.79972	10.6205	10.3881	13.7382	8.03396	12.2211	-5.19999	-1.70667	-1.47181	2.66764	-0.330717	-0.628394	0.55522	0.294463	-0.995385	6.0713	4.93346	7.95202	8.24008	10.152	11.014	10.0938	13.3863	7.42461	12.1641	-5.35877	-1.35968	-1.99535	2.26467	-0.232505	-1.14264	0.019146	0.342824	-0.394753	6.171	4.88487	8.73823	9.08205	10.254	10.8577	10.3294	13.3939	8.40725	12.443	-5.57396	-1.52004	-2.15667	2.60851	-0.425868	-0.986731	0.224992	0.554404	-1.670546e+01	1.575035e+02	1.407980e+02
25600	-0.238655	6.02905	5.40241	8.36009	8.41621	10.3907	10.8149	9.93139	13.4412	8.51221	12.1499	-5.58171	-1.63825	-2.00569	2.40171	-0.407193	-0.348621	-0.193783	0.458376	0.126965	0.0925858	0.142245	0.115547	0.084946	0.113253	0.0901472	0.980449	0.0927023	0.508354	0.106539	0.0869252	0.0526649	0.123662	0.145847	0.0499773	0.22416	0.0722994	0.194123	0.0135845	0.015863	0.0126996	-0.332783	5.9796	5.29278	8.66822	8.74768	10.4085	10.7106	9.4337	13.0641	8.36181	12.7091	-5.64225	-1.55319	-1.90847	3.56344	-0.651012	-0.71263	-0.0717291	0.32181	-0.371881	6.04229	5.04237	8.5324	8.6721	10.3614	10.8915	9.28495	13.5665	8.11727	12.3156	-5.7502	-1.58813	-1.93659	2.74273	-0.413212	-0.62237	0.190216	0.196836	-0.386799	6.55402	5.26372	8.44304	8.62818	10.4505	10.9776	10.3718	13.9967	9.40454	12.2919	-5.1909	-1.60912	-1.91979	2.00678	-0.512537	-1.12941	-0.348472	0.601181	-0.00416401	6.24723	5.07342	8.45443	8.27608	9.83676	10.6559	9.67474	13.7191	10.0606	12.5102	-5.74603	-1.89524	-2.03998	3.70171	-0.0168549	-0.562811	0.00929804	0.118268	-0.76676	5.83618	5.39051	 8.59	8.67285	9.82347	10.6811	9.50829	13.963	10.3759	12.5586	-5.43373	-1.78158	-1.66228	2.57109	-0.272674	-0.562072	-0.254393	-0.015354	-0.87999	6.39659	5.36541	8.42045	8.03081	10.1861	11.1932	10.4802	13.4593	8.28858	12.1245	-5.52191	-1.87718	-1.75142	2.39157	-0.118737	-0.624116	0.0812861	-0.338491	-0.622568	6.19758	5.0297	8.2086	8.21644	10.1685	10.7794	9.30508	13.8851	7.50183	11.8917	-5.32134	-1.4598	-1.84474	2.42361	-0.282091	-0.4868	0.272602	0.280292	-0.381616	5.86504	4.86542	8.46525	8.65499	10.2753	10.698	10.0214	13.7171	9.06095	12.2311	-5.19064	-1.86939	-2.23579	2.79555	-0.274556	-0.0111605	-0.271651	-0.0108659	-2.997137e+01	1.676592e+02	1.376878e+02
25760	-0.177856	6.22438	5.06291	8.55758	8.51263	10.0651	10.8242	10.059	13.3047	8.44616	12.0573	-5.17442	-1.74366	-2.14628	2.48895	-0.040852	-0.412622	0.264336	0.101331	0.174193	0.117678	0.126851	0.0712173	0.0840551	0.137705	0.172908	1.22736	0.277785	0.267615	0.12916	0.347694	0.176198	0.246227	0.613494	0.187779	0.115003	0.685897	0.087054	0.0113401	0.0190661	0.011279	-0.193608	5.42362	5.07626	8.50498	8.63824	10.2552	10.8367	9.82384	13.7832	7.85365	12.6388	-5.33914	-1.58855	-1.65203	3.7334	-0.664966	-0.470936	-0.245793	0.258862	-0.504216	5.94023	4.9672	8.01305	8.3001	10.1798	10.5487	9.65097	12.9771	7.80429	12.3969	-4.44173	-1.46281	-1.82061	2.85531	-0.535704	-0.305953	0.17004	0.515305	-0.683581	6.49263	5.08343	8.39771	8.00092	9.85058	10.7426	10.1824	13.1301	8.25836	12.0944	-5.07662	-1.43657	-1.40994	2.38386	-0.537208	-0.818764	0.320292	0.296632	-0.0320708	5.91146	5.16339	8.1394	8.27572	10.2785	11.207	10.1661	13.919	8.54047	12.2021	-3.9803	-1.92792	-2.00624	3.74061	-0.00631866	-0.77575	-0.361435	0.300784	-0.443031	6.10659	5.35952	8.2673	8.41793	9.62438	11.0516	9.97553	13.0663	7.96669	12.7548	-5.28067	-1.71943	-1.75744	2.32066	-0.27858	0.050952	-0.0784887	-0.269011	-1.11287	5.87138	5.26301	8.80419	8.47461	9.5076	10.6081	10.3355	13.2699	8.29743	11.6224	-4.81969	-1.97566	-1.58438	2.53786	-0.155009	-0.498405	-0.152081	-0.247464	-0.720144	6.65272	5.02722	8.61309	8.13156	10.2788	10.886	10.1804	13.6374	7.67648	12.1068	-4.72472	-1.49304	-1.91392	2.36418	-0.240132	-0.49988	0.621711	0.141017	-0.797263	6.00244	4.95024	8.24245	8.37165	10.4186	10.5852	9.5563	12.6339	9.36876	11.4619	-5.97861	-1.86293	-2.26868	2.84211	-0.284856	-0.295251	-0.254752	0.0251497	-5.645246e+01	1.659380e+02	1.094855e+02
25920	-0.68364	5.85659	5.05146	8.46178	8.24216	10.1866	10.9128	10.3945	12.6635	9.62743	12.1164	-4.33755	-1.63405	-1.78899	3.14734	-0.160538	-0.742527	0.428868	0.476844	0.563996	0.0648354	0.0849	0.20563	0.0477946	0.0743914	0.0659974	0.411093	0.1172	0.118323	0.151687	0.33311	0.120858	0.04424	0.150235	0.126482	0.250277	0.268694	0.0525535	0.0217071	0.0181455	0.0101825	-0.267013	5.76028	4.89066	8.64135	8.36718	10.1853	10.4852	10.2005	12.9562	10.0027	12.0012	-4.1163	-1.63685	-1.70471	3.56761	-0.703983	-0.867097	0.254392	0.34825	-1.41007	6.12256	5.42463	7.95973	8.29381	10.3958	10.6097	10.5081	12.4691	9.37493	11.4149	-4.41253	-1.66848	-1.73528	3.5285	-0.444789	-1.0929	-0.143996	0.613439	-0.692385	6.27767	4.79061	8.39216	7.74255	10.0207	10.7988	10.2527	13.0835	9.61401	12.0821	-4.47098	-1.73495	-1.55391	2.25563	-0.488244	-0.870072	0.464515	0.412405	-0.0305345	5.75142	4.79443	7.98756	7.92626	10.4194	11.0614	10.2468	13.046	9.47195	11.8121	-4.81171	-1.89666	-1.91194	3.66038	-0.0712789	-0.749472	-0.0220345	0.457157	-0.770062	6.02725	5.21666	8.04974	8.06399	10.2389	10.9613	9.77111	12.939	9.40554	12.8568	-4.98521	-1.53799	-1.5997	2.9213	-0.470007	-0.0468044	0.192888	0.571328	-1.66103	5.85978	5.04925	9.14958	8.58959	10.1092	10.576	10.2845	11.9792	9.92981	12.0387	-4.55046	-1.68738	-1.41607	2.84059	-0.381681	-0.191914	0.258673	0.316289	-1.44447	5.78512	4.92826	8.5996	8.01263	10.1407	10.3483	9.6032	11.7529	9.99153	12.3232	-4.13842	-1.63474	-1.48284	3.11679	-0.265567	-0.494378	0.316437	0.321091	-1.08783	5.67505	4.87053	8.61728	8.67224	10.3765	10.8473	9.80651	13.0053	9.64284	12.2638	-4.72242	-1.89564	-2.16254	3.66328	-0.206282	-0.808082	-0.233188	0.379898	-2.872555e+01	1.551329e+02	1.264073e+02
26080	-0.540243	6.21825	4.89504	8.2372	8.25424	10.2895	10.5912	9.89483	13.2838	11.9575	12.1785	-4.51268	-1.8107	-1.69414	3.2174	-0.195422	-0.288975	0.121966	0.306204	0.151747	0.138446	0.0587818	0.170824	0.140792	0.150802	0.179469	0.183791	0.0875345	0.524167	0.213778	0.308626	0.0533009	0.0591407	0.535325	0.112942	0.0717304	0.101257	0.0679735	0.0144668	0.0226477	0.0147405	-0.128186	5.67387	4.84958	8.48956	8.21871	10.1729	10.4489	10.0418	12.7817	12.0913	10.6671	-4.13753	-1.61026	-1.71207	3.61656	-0.730441	-0.668738	0.274011	0.192247	-0.778106	5.68325	4.99905	7.97071	8.10408	9.95673	10.9787	10.0051	13.6781	11.5428	11.7845	-4.68841	-1.69271	-1.81489	3.1865	-0.368466	-0.276775	-0.0394512	0.370627	-0.496032	6.25795	5.30416	8.12312	8.10166	10.1543	10.8775	10.3781	13.2256	12.8033	11.862	-4.81631	-1.89703	-1.72221	2.02557	-0.409062	-0.0658638	-0.401558	0.136447	-0.0048107	5.67246	4.45353	8.45777	8.13365	10.3571	11.2403	9.45168	12.9975	11.6176	11.4645	-4.26671	-1.79882	-1.92656	3.77591	-0.129904	-0.570152	0.238554	0.524482	-1.07998	5.76427	5.30006	8.03186	8.00224	9.99004	11.1881	9.2646	13.4175	12.3246	12.0794	-4.00959	-1.69169	-1.47459	3.49042	-0.422303	-0.348633	-0.0768349	0.385019	-0.796667	5.62969	4.97272	9.03385	8.71367	9.66268	10.71	10.3021	13.3464	11.578	12.3118	-4.2757	-1.62024	-1.3508	3.45312	-0.446003	0.0383737	0.12101	0.361102	-0.88606	5.73971	5.10485	8.63117	8.1973	10.1949	11.0931	9.77816	13.7876	11.2355	12.7776	-3.76901	-1.76887	-1.64898	3.01526	-0.161446	-0.208926	-0.0520854	-0.0427457	-0.606175	6.01252	4.91409	8.87167	8.45376	10.0129	10.4332	10.2309	13.4222	12.0407	12.4085	-4.1875	-1.88339	-2.02503	3.18761	-0.28579	-0.544564	0.16966	0.205344	-3.350058e+01	1.557676e+02	1.222670e+02
