iter	M_lnTg(1)	M_lnCYP_VmaxC(1)	M_lnSULT_Km_apap(1)	M_lnSULT_VmaxC(1)	M_lnUGT_Km(1)	M_lnUGT_VmaxC(1)	M_lnKm_AG(1)	M_lnVmax_AG(1)	M_lnKm_AS(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	M_lnQCC(1)	M_lnBP_APAP(1)	M_lnPF_APAP(1)	M_lnPL_APAP(1)	M_lnPM_APAP(1)	Var_lnTg(1)	Var_lnCYP_VmaxC(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnKm_AG(1)	Var_lnVmax_AG(1)	Var_lnKm_AS(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Var_lnQCC(1)	Var_lnBP_APAP(1)	Var_lnPF_APAP(1)	Var_lnPL_APAP(1)	Var_lnPM_APAP(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnCYP_VmaxC(1.1)	lnSULT_Km_apap(1.1)	lnSULT_VmaxC(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnKm_AG(1.1)	lnVmax_AG(1.1)	lnKm_AS(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnQCC(1.1)	lnBP_APAP(1.1)	lnPF_APAP(1.1)	lnPL_APAP(1.1)	lnPM_APAP(1.1)	lnTg(1.2)	lnCYP_VmaxC(1.2)	lnSULT_Km_apap(1.2)	lnSULT_VmaxC(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnKm_AG(1.2)	lnVmax_AG(1.2)	lnKm_AS(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnQCC(1.2)	lnBP_APAP(1.2)	lnPF_APAP(1.2)	lnPL_APAP(1.2)	lnPM_APAP(1.2)	lnTg(1.3)	lnCYP_VmaxC(1.3)	lnSULT_Km_apap(1.3)	lnSULT_VmaxC(1.3)	lnUGT_Km(1.3)	lnUGT_VmaxC(1.3)	lnKm_AG(1.3)	lnVmax_AG(1.3)	lnKm_AS(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnQCC(1.3)	lnBP_APAP(1.3)	lnPF_APAP(1.3)	lnPL_APAP(1.3)	lnPM_APAP(1.3)	lnTg(1.4)	lnCYP_VmaxC(1.4)	lnSULT_Km_apap(1.4)	lnSULT_VmaxC(1.4)	lnUGT_Km(1.4)	lnUGT_VmaxC(1.4)	lnKm_AG(1.4)	lnVmax_AG(1.4)	lnKm_AS(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnQCC(1.4)	lnBP_APAP(1.4)	lnPF_APAP(1.4)	lnPL_APAP(1.4)	lnPM_APAP(1.4)	lnTg(1.5)	lnCYP_VmaxC(1.5)	lnSULT_Km_apap(1.5)	lnSULT_VmaxC(1.5)	lnUGT_Km(1.5)	lnUGT_VmaxC(1.5)	lnKm_AG(1.5)	lnVmax_AG(1.5)	lnKm_AS(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnQCC(1.5)	lnBP_APAP(1.5)	lnPF_APAP(1.5)	lnPL_APAP(1.5)	lnPM_APAP(1.5)	lnTg(1.6)	lnCYP_VmaxC(1.6)	lnSULT_Km_apap(1.6)	lnSULT_VmaxC(1.6)	lnUGT_Km(1.6)	lnUGT_VmaxC(1.6)	lnKm_AG(1.6)	lnVmax_AG(1.6)	lnKm_AS(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnQCC(1.6)	lnBP_APAP(1.6)	lnPF_APAP(1.6)	lnPL_APAP(1.6)	lnPM_APAP(1.6)	lnTg(1.7)	lnCYP_VmaxC(1.7)	lnSULT_Km_apap(1.7)	lnSULT_VmaxC(1.7)	lnUGT_Km(1.7)	lnUGT_VmaxC(1.7)	lnKm_AG(1.7)	lnVmax_AG(1.7)	lnKm_AS(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnQCC(1.7)	lnBP_APAP(1.7)	lnPF_APAP(1.7)	lnPL_APAP(1.7)	lnPM_APAP(1.7)	lnTg(1.8)	lnCYP_VmaxC(1.8)	lnSULT_Km_apap(1.8)	lnSULT_VmaxC(1.8)	lnUGT_Km(1.8)	lnUGT_VmaxC(1.8)	lnKm_AG(1.8)	lnVmax_AG(1.8)	lnKm_AS(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	lnQCC(1.8)	lnBP_APAP(1.8)	lnPF_APAP(1.8)	lnPL_APAP(1.8)	lnPM_APAP(1.8)	LnPrior	LnData	LnPosterior
0	-1.71251	3.12942	7.42417	11.0218	8.05626	1.76683	9.94391	12.4136	10.4139	14.4756	2.6916	10.734	-3.46296	-2.94224	-1.25641	1.92837	-1.45253	-0.571557	-0.416664	-0.332242	0.126613	0.107477	0.144636	0.274775	0.874619	0.102103	0.206085	0.0976461	0.191311	0.0805648	0.302347	0.634139	0.121529	0.281245	0.375883	0.128738	0.162389	0.217955	0.490024	0.278955	0.224162	0.045528	0.489281	-1.4499	3.14524	7.25025	11.3031	8.78518	1.42017	10.1043	12.5898	10.3928	14.1668	2.33576	11.4156	-3.57515	-2.67984	-1.7613	2.21034	-1.54565	-0.249118	0.222118	-1.09801	-1.77608	3.00793	7.41315	11.4402	8.59848	1.92955	10.0398	12.081	10.2792	14.6835	2.04499	8.52197	-3.0746	-2.68781	-0.727609	2.25357	-2.19588	-0.876484	-0.147833	-0.00588505	-1.38219	3.07706	7.51712	10.3743	8.26335	2.02058	10.2972	12.3749	10.4792	14.2713	1.62522	11.4322	-3.60827	-2.15869	-1.09358	2.20507	-1.29353	0.148805	-1.22456	-0.599998	-2.28066	3.1723	7.10825	12.0425	8.87235	1.88472	9.78591	12.443	10.5075	14.4472	1.97202	10.4114	-3.71565	-3.13177	-1.83211	1.90275	-1.41932	-1.21979	-1.01406	-0.241257	-1.85853	3.61103	7.48836	10.5092	7.77681	1.99663	9.86797	12.8723	10.4039	13.8121	1.66171	10.5221	-3.15067	-3.17135	-1.15641	2.21864	-0.916653	-0.885243	-0.814092	-0.408163	-1.63821	3.54442	7.0664	11.3888	8.42325	1.68736	9.84321	11.9729	9.33238	14.6929	3.29097	10.7546	-3.60824	-3.03582	-1.40697	2.44029	-1.50465	-0.797565	-0.539273	-0.555495	-1.99162	2.82986	7.6731	11.1236	7.84169	1.99018	10.184	12.1176	9.34643	14.0948	2.90385	11.1262	-3.50038	-1.84163	-0.749951	2.30296	-1.52505	-0.852056	-0.724741	-0.352537	-2.39071	2.77774	6.80088	10.5282	9.07702	2.08806	10.4906	12.5564	9.89953	14.457	2.28957	11.6713	-3.36425	-3.23368	-1.28519	2.04364	-1.64068	-0.0583395	-1.05872	-0.251491	-8.304646e+01	-4.795482e+04	-4.803787e+04
160	-0.49259	2.48144	7.37757	7.75058	7.74882	7.2897	10.2432	11.4849	10.0759	12.7741	8.7382	6.90026	-5.76676	-2.45367	-1.06099	2.508	-0.394517	0.0651943	-0.12214	0.29551	0.193671	0.0466147	0.437782	0.157915	0.112515	0.121189	0.115751	0.0673382	0.133438	0.198679	0.246574	0.159258	0.288107	0.100261	0.168338	0.868927	0.100125	0.113016	0.117324	0.125824	0.0183693	0.0253047	0.0112015	-0.357562	2.37001	7.04715	7.44458	7.61929	7.965	10.3049	11.5123	9.97536	12.2526	8.46674	6.83763	-5.67875	-1.93229	-1.33869	3.78313	-0.68112	0.00236289	-0.713863	0.28307	-0.347035	2.69473	7.19832	8.26698	7.62867	7.6911	10.2874	11.0595	10.0548	12.9992	7.64924	6.53595	-5.35588	-2.23932	-1.09139	2.41901	-0.43653	-0.0749398	-0.348615	0.333062	-0.257275	2.12799	7.26752	7.60108	8.25393	7.51697	10.2888	11.3231	10.3721	12.4857	8.51055	6.44981	-4.97574	-2.27225	-0.678554	1.84949	-0.678245	0.0692858	-0.106457	0.492321	-0.0647436	2.47237	7.62683	7.13075	7.67588	7.65217	10.3003	11.8698	10.3459	12.8379	9.5397	7.10548	-5.37691	-2.12893	-1.73285	3.75697	-0.00263614	-0.166875	-0.359329	0.302869	-0.319573	2.8805	7.38584	8.11926	7.82514	6.96228	10.0081	11.5062	10.0356	12.9417	8.74705	6.84487	-5.30881	-2.24552	-0.75543	2.34003	-0.530964	-0.186589	0.278326	0.510205	-0.460989	2.48845	6.45893	7.76968	8.0188	7.44054	9.80446	11.142	9.736	13.1356	9.48063	6.70236	-5.51075	-2.41056	-0.818528	2.23201	-0.462905	0.0319135	-0.240957	0.372334	-0.659883	1.83895	7.12256	7.22263	7.78825	7.13389	10.2958	11.4316	10.1348	13.0599	8.66633	6.80877	-4.19614	-1.89335	-0.947832	2.94017	-0.408681	-0.47574	0.00121302	0.361282	-0.418901	2.19972	7.11402	8.13055	7.66245	7.40108	10.3594	11.1039	10.3894	11.7047	8.9361	7.25334	-5.31592	-2.22236	-1.24259	2.5948	-0.320209	0.0454231	-0.115855	0.155065	-3.783658e+01	1.443436e+02	1.065071e+02
320	-0.25739	1.86228	7.05074	7.02691	7.62984	7.68903	10.1832	10.7515	9.96335	12.7134	9.94446	6.60676	-4.99629	-1.96654	-1.34493	2.8346	-0.299998	-0.799422	-0.112264	0.20055	0.125991	0.153824	0.143884	0.135846	0.079062	0.0759367	0.133326	0.171377	0.316377	0.117082	0.146998	0.174443	0.167169	0.0933279	0.253787	0.31046	0.16328	0.24788	0.0627519	0.0618761	0.0199992	0.0277899	0.0121869	-0.036464	2.3984	6.76668	6.06916	7.83186	7.67727	9.96822	10.3627	9.55236	12.8614	10.4091	7.0589	-4.46536	-1.83153	-1.86703	3.14043	-0.608437	-0.770359	-0.0284106	0.0724929	-0.447426	1.48311	7.31632	7.32816	7.75094	8.04884	10.3056	10.3462	9.96502	13.0329	10.4975	6.54375	-4.9384	-1.8183	-1.69305	2.09722	-0.368843	-1.25478	-0.28638	0.273328	-0.901292	1.39022	7.27409	6.77861	7.6236	7.60369	10.4823	10.9096	9.39981	11.8733	10.3843	6.48357	-4.78053	-1.48054	-1.35396	2.39446	-0.510182	-0.473064	-0.184092	0.24334	-0.010985	1.81268	7.77199	7.12205	7.98928	7.92561	10.459	11.4505	10.3223	12.763	10.0197	6.60413	-4.59858	-2.10863	-1.81877	3.78386	-0.0251959	-0.602613	-0.234471	0.295546	-0.537559	2.24912	6.99543	7.30473	7.81344	7.3455	9.90454	11.0612	9.4607	12.7428	9.73416	6.8934	-4.48413	-1.96142	-0.972199	2.5489	-0.512091	-0.826712	0.0403335	0.562234	-0.30244	2.30585	6.9317	7.62704	7.68762	7.4388	9.85206	10.7866	9.86693	13.3136	10.2344	6.77239	-4.68503	-1.99312	-0.962448	2.24511	-0.480762	-0.285141	-0.298701	0.447916	-0.746954	2.11608	6.65746	7.06599	7.96734	7.38592	10.2102	10.4468	9.98619	12.5767	10.5752	6.79033	-5.09713	-2.00327	-1.07312	2.22991	-0.275298	-1.48904	-0.186524	0.208244	-0.400532	2.61227	7.06091	7.13443	7.84617	7.69616	10.114	10.3907	9.97094	12.416	9.93186	6.96227	-5.17119	-1.95703	-1.72469	2.59768	-0.286158	-1.20905	-0.115315	0.267748	-2.669500e+01	1.625365e+02	1.358415e+02
480	-0.743172	0.464359	7.14274	6.46995	7.65899	7.41636	9.80159	10.5782	10.0829	13.1711	9.09856	6.81605	-5.89216	-1.83464	-1.32588	2.74109	-0.17306	-0.868194	0.281699	0.0672415	0.117159	0.595784	0.346996	0.221262	0.090043	0.0904666	0.0631657	0.0747125	0.374324	0.244627	0.389204	0.173447	0.0557432	0.0733734	0.139904	1.40107	0.198705	0.105013	0.09633	0.108356	0.0181913	0.0206929	0.0113817	-0.0763879	1.0407	6.89783	5.82734	8.04647	7.50489	9.92792	10.3674	9.48807	12.7514	9.29791	6.65146	-5.87616	-1.78448	-1.79632	3.15769	-0.622894	-0.868828	0.377257	0.0570884	-0.646387	0.875148	7.39914	7.29646	7.67724	7.84559	10.2087	10.5778	10.3388	13.2342	8.95813	6.44428	-5.72934	-1.86668	-1.6564	2.66029	-0.34269	-0.586242	-0.15299	0.0412702	-0.772958	1.58807	7.78137	6.52987	7.87783	7.55423	10.052	10.4519	10.5096	13.4306	9.22163	6.52238	-5.38478	-1.54864	-1.67481	2.00702	-0.519446	-0.520887	0.204534	0.332307	-0.0112722	0.716943	7.99807	6.73998	7.97932	7.63106	9.71602	10.7252	9.70096	13.5368	9.69155	6.80963	-5.88571	-1.84389	-1.96182	3.78196	-0.0183305	-1.20373	0.216245	0.321179	-0.25181	0.972244	7.10341	7.32905	8.14679	7.90981	9.35286	10.1967	10.406	12.8523	8.57924	6.84942	-5.99394	-1.79752	-1.08341	2.0566	-0.422169	-0.691238	0.109013	0.326728	-0.613905	1.05991	6.94935	6.80885	7.98238	7.68704	9.6304	10.4717	9.56286	13.3653	9.10671	6.896	-5.98723	-2.01676	-1.37968	2.2393	-0.231303	-0.982103	-0.157093	-0.077286	-1.03544	-0.945398	7.4582	7.04219	8.05457	7.60531	9.72655	10.6049	10.2051	12.562	9.62704	7.08128	-5.83624	-1.79912	-1.40931	2.74855	-0.146727	-0.798353	0.0219752	0.301821	-0.479503	1.0028	6.739	6.65924	8.08201	7.38951	9.82733	10.3006	9.70497	12.8587	9.38962	7.06752	-5.54154	-1.93879	-1.56051	2.57706	-0.268631	-0.668738	0.593999	0.176141	-3.936692e+01	1.532866e+02	1.139197e+02
640	-0.490419	-1.25074	7.18828	6.52713	8.09047	7.73612	9.97575	10.2495	10.021	13.6663	10.3366	6.79827	-5.24544	-1.6859	-1.58791	2.50643	-0.317209	-0.84121	0.22649	0.153848	0.253658	0.141291	0.0577655	0.163751	0.172225	0.142076	0.133177	0.100945	0.159174	0.0622248	0.214946	0.117827	0.186403	0.0510511	0.116356	0.884299	0.0550041	0.178724	0.0417751	0.296568	0.0169023	0.0203221	0.0125913	-0.0536569	-1.33546	7.36485	6.08489	8.2023	7.71075	10.2119	10.4437	10.4794	13.3537	9.91492	6.88883	-4.80407	-1.60276	-1.82663	3.11812	-0.634328	-0.718005	0.564002	0.212739	-0.562061	-0.992637	6.9806	6.45849	8.07214	7.59956	9.76727	9.84074	10.3813	13.6299	10.8743	6.41748	-4.85519	-1.90982	-1.5938	2.31381	-0.408374	-0.0955498	0.600492	0.286136	-0.794966	-1.28739	7.56294	6.12523	7.87283	7.48401	9.71486	10.5258	10.2606	14.1489	9.99492	6.84897	-5.08481	-1.51646	-1.4916	2.67613	-0.572253	-0.950168	0.230448	0.549604	-0.00780858	-1.19984	7.24389	6.21586	8.09079	7.95659	10.0015	10.6819	10.3499	13.6279	10.982	6.67372	-5.33348	-1.87941	-1.95729	3.64724	-0.00575987	-0.77196	0.00346388	0.295025	-0.585491	-0.867501	7.19409	7.05454	8.18675	8.02504	9.56058	10.3045	9.97213	13.638	10.0299	6.92042	-5.72864	-1.6909	-1.25627	2.49986	-0.45115	-1.13351	-0.00115469	0.376375	-0.785728	-1.1267	6.75936	6.76926	8.02291	7.83866	9.58601	10.2638	9.60384	14.1023	10.5603	6.67198	-5.1155	-1.69727	-1.24658	2.96544	-0.435185	-0.430628	-0.0756264	0.323419	-1.46881	-0.940138	7.55365	6.85766	7.81311	7.40426	10.3139	10.4665	9.56576	13.8816	9.97664	6.87802	-5.00347	-1.52794	-1.46561	3.13558	-0.320497	-1.02499	0.171323	0.359878	-0.119138	-0.733398	7.14565	7.17725	8.06098	7.57479	10.0775	10.2072	9.53969	13.9104	10.5437	6.82986	-5.63146	-1.87902	-1.71811	2.27616	-0.28495	-0.935801	0.335129	0.31534	-2.490044e+01	1.584039e+02	1.335034e+02
800	-0.804624	-1.16853	7.5264	6.63554	7.94537	7.93007	10.1536	10.4509	9.79583	13.0239	11.5515	7.33297	-5.28478	-1.42782	-1.31321	3.15462	-0.413863	-0.503522	0.283591	0.564474	0.112701	0.117285	0.239391	0.235391	0.0921073	0.0840811	0.182371	0.126735	0.109748	0.157711	0.0918749	0.12673	0.539615	0.186204	0.223832	0.581709	0.0678196	0.189683	0.160478	0.480615	0.0143953	0.0180024	0.0144331	-0.392897	-1.34915	7.43739	6.23188	8.18999	7.90439	10.2622	10.4287	9.54882	12.9659	12.1333	7.21583	-5.94606	-1.42926	-1.84951	3.43408	-0.700183	-0.642936	0.433453	0.443216	-0.785253	-0.718313	7.31811	6.75564	8.02717	7.90471	10.1078	10.2606	9.79408	12.9784	11.7528	6.87582	-4.1135	-1.98738	-1.8052	2.42215	-0.268497	-1.47281	-0.00125427	0.151826	-0.711483	-0.804568	7.47219	5.84118	8.13874	7.49517	9.6679	10.3777	9.45286	12.5322	11.6922	7.20578	-5.94027	-1.50078	-1.50106	2.4563	-0.542043	-1.3613	0.53187	0.524644	-0.0568388	-1.34503	7.62534	6.47725	8.19201	7.71686	9.86598	10.9476	9.69693	12.8253	11.801	7.00521	-5.18826	-1.97132	-1.8653	3.77901	-0.0210887	-0.207028	0.233646	0.0830006	-0.74865	-1.14785	7.75849	7.34829	7.95236	8.17908	9.66555	10.4898	9.8048	12.8271	11.6044	7.34959	-5.03744	-1.54367	-1.60637	2.91103	-0.457511	-0.225678	-0.210704	0.337281	-0.584087	-0.604505	7.05945	6.47237	8.18422	8.25297	9.75784	10.2384	9.16535	12.9839	11.8957	7.38712	-5.90864	-1.63034	-1.74209	2.12843	-0.264405	-0.382445	-0.328815	-0.406738	-0.877139	-1.42748	7.54168	6.82882	8.05777	7.54265	9.87446	10.4363	9.85584	12.8064	11.6176	7.02588	-4.32951	-1.60547	-1.3953	2.93832	-0.307466	-0.434413	0.221666	0.37625	-0.778433	-1.12864	7.50086	6.18769	8.10751	7.72902	10.3095	10.4606	10.0669	12.8147	11.8648	7.18438	-5.22884	-1.76559	-2.19204	3.13306	-0.304917	-0.336644	0.277128	0.196251	-4.163021e+01	1.593294e+02	1.176991e+02
960	-0.70308	-0.0886096	7.86766	6.12158	7.74935	7.65321	10.2546	10.5563	10.0313	14.2309	11.5698	7.05029	-5.05171	-1.77186	-1.95111	2.92226	-0.066029	-0.280432	0.249054	0.0168945	0.238876	0.199235	0.115401	0.447106	0.143262	0.0914682	0.115769	0.299499	0.343275	0.397944	0.375938	0.144206	0.163165	0.0966858	0.107759	0.414957	0.269724	0.0969503	0.130155	0.357068	0.0148522	0.0167181	0.0137003	-0.234347	0.0495085	7.37653	6.39047	7.84909	7.34524	9.58336	10.3036	9.80733	13.7286	11.6022	8.05172	-5.32629	-1.69739	-1.67661	3.72117	-0.660493	0.0797615	0.30487	-0.0919996	-0.736616	0.133219	7.7537	6.38147	7.92856	7.42776	9.66358	10.3474	9.56069	13.7469	12.4614	7.51394	-5.13111	-1.92312	-2.03239	2.82433	-0.200178	0.0394137	0.453334	-0.364171	-0.598717	0.172878	7.95323	6.07058	8.29474	7.73294	10.3441	10.8716	9.93179	14.3539	11.4214	7.09479	-5.04832	-1.32823	-1.72262	2.3648	-0.699105	0.00220505	0.507956	0.395643	-0.00498458	-0.280212	7.34545	6.29516	7.72606	7.65407	10.2573	11.2856	10.0553	13.3781	11.6551	6.711	-4.9107	-1.73205	-2.01653	3.7466	-0.0163664	-0.293214	-0.141	0.165767	-0.620639	-0.163616	7.74611	6.82955	7.92448	7.64476	10.438	11.2475	9.56698	14.5337	11.9876	7.02734	-4.97978	-1.61199	-1.61876	2.72711	-0.453976	0.0855742	0.321639	0.268867	-0.508655	0.013934	7.55895	6.69022	7.96892	7.89358	9.70104	10.1827	9.3475	12.6515	11.1103	7.30965	-5.16474	-1.67248	-1.85178	2.31133	-0.215781	-0.447864	-0.130335	-0.586663	-1.06703	0.642607	7.89996	6.98426	8.20794	7.85908	10.0997	10.1046	9.82787	14.4761	11.2522	6.69036	-5.51586	-1.45155	-1.74	2.67864	-0.255123	0.0292583	0.103734	-0.265923	-0.908172	0.0575571	7.75005	6.19067	8.1736	7.64866	9.53723	9.72791	10.0512	13.9055	12.031	6.88869	-5.57731	-1.73139	-2.2062	3.16453	-0.325456	-0.266125	0.465447	0.147688	-5.084170e+01	1.613929e+02	1.105512e+02
1120	-0.952538	-0.450525	7.70721	6.48194	7.93699	8.0538	9.93272	10.2599	10.1085	13.9137	10.486	7.44885	-4.94395	-1.53305	-1.74581	3.3867	-0.056172	-0.334401	0.157845	0.174862	0.687598	0.0853515	0.114909	0.0965054	0.0794166	0.152211	0.0849454	0.150353	0.13156	0.880225	0.0838756	0.157519	0.59888	0.0939776	0.0828617	0.153579	0.122465	0.133422	0.232686	0.062338	0.0151865	0.0190809	0.0110463	-0.215692	-0.657659	7.67425	6.25996	8.08484	7.6118	10.3547	10.5185	10.388	14.4479	10.5531	7.80462	-5.12458	-1.35177	-1.78845	3.59257	-0.782994	-0.245386	0.603372	0.368416	-0.82665	-0.489467	7.5945	6.32149	7.85368	7.75567	10.0185	10.3159	10.3901	14.098	10.8965	7.48993	-4.5193	-1.56881	-1.91705	3.15126	-0.505452	-0.427528	0.298159	0.298253	-1.16069	-0.233442	7.9652	6.46369	8.21983	7.5479	10.0427	10.4826	10.4883	12.8677	10.3333	6.65319	-5.1564	-1.58382	-1.48001	2.60744	-0.540717	-0.651305	0.616862	0.333298	-0.0668358	-0.431719	7.67589	6.43703	8.19592	7.75707	9.70494	10.538	10.272	13.4652	10.29	7.2118	-4.09697	-1.97606	-1.94778	3.75007	-0.0177827	-0.256235	0.114182	0.0791331	-0.982279	-0.409017	7.40393	6.67458	7.86802	7.90019	10.2044	10.9078	10.1098	13.1855	10.7163	7.48478	-5.77212	-1.40798	-1.55214	3.14155	-0.532694	-0.668947	0.109804	0.577607	-0.836268	-0.532042	7.85311	6.9277	8.04207	7.72939	9.68167	11.1316	9.78179	12.8178	10.5379	7.67194	-4.40267	-1.59384	-1.52295	3.16348	-0.375742	-0.196781	0.125711	0.16395	-1.67831	-0.705022	7.62146	6.65952	8.08268	8.13923	10.1212	10.0651	 9.83	13.3762	10.7352	7.18061	-3.99329	-1.36444	-1.90389	3.21445	-0.340223	0.0330497	-0.15292	0.114429	-1.18285	-0.545226	7.65838	6.42782	7.95137	7.92465	9.64411	10.3524	9.89783	14.2854	9.8382	7.02178	-5.20407	-1.8034	-2.28026	3.56454	-0.215505	-0.275523	-0.177893	0.223598	-2.704616e+01	1.611488e+02	1.341026e+02
1280	-0.786763	-0.543467	7.72718	6.36057	7.87675	7.91142	10.2707	10.0556	10.4119	13.8351	9.96046	7.00071	-4.96213	-1.69839	-1.72942	3.27708	-0.390415	-0.479471	0.248833	0.452204	0.411571	0.403939	0.204492	0.142267	0.0910454	0.258499	0.0715682	0.312012	0.0968795	0.048906	0.0762273	0.0771594	0.872614	0.151987	0.0599212	0.155028	0.250798	0.393315	0.194281	0.0626422	0.0177523	0.0133783	0.0124979	-0.155654	-0.146662	7.35941	6.18282	8.03221	7.72653	10.2799	10.3044	10.3684	13.6391	9.89702	6.77085	-4.8442	-1.45034	-1.84207	3.1776	-0.778011	-0.285652	0.434216	0.256632	-1.44093	-0.640888	7.41044	6.54944	7.80859	7.99395	10.2842	10.4722	10.5012	14.1039	10.052	6.85582	-5.94242	-1.48011	-1.68789	3.73787	-0.570697	0.131878	0.175473	0.603212	-1.21347	-0.905337	7.48512	6.16285	8.41246	8.24368	10.1175	10.8487	10.4124	13.9515	9.79161	7.10312	-3.63869	-1.35015	-1.46482	3.41148	-0.70195	-0.085159	0.252959	0.543435	-0.0124516	-0.411786	7.48779	6.45696	7.95203	8.00257	10.3023	11.2428	10.1762	13.7226	10.2276	7.43908	-5.61156	-1.84846	-2.01203	3.69729	-0.0524951	0.00471788	-0.166936	0.308956	-1.35043	0.702281	7.55787	6.78382	8.03013	7.83379	10.0042	10.7147	10.0944	13.7231	9.84675	7.24554	-5.39456	-1.54421	-1.44519	3.36232	-0.465691	-0.0207626	0.280953	0.458327	-1.07859	0.273208	7.76023	6.79442	7.69659	7.52918	10.1931	11.0189	10.4053	13.8988	9.94795	7.14496	-5.23968	-1.4278	-1.55561	3.67361	-0.47885	0.0232448	0.200471	0.440343	-1.23482	-0.98234	7.70391	6.86846	7.80885	7.87781	10.4177	10.1413	10.2685	13.7624	10.1146	6.77606	-4.65993	-1.25681	-1.78449	2.83496	-0.437959	-0.815385	-0.0221475	0.577352	-0.790542	0.294106	7.71434	6.646	8.03448	7.84028	10.0668	10.7918	10.2829	13.8046	10.1892	7.15848	-4.505	-1.88616	-2.04369	3.67441	-0.237487	-0.960742	-0.0699127	0.260779	-2.927234e+01	1.634328e+02	1.341605e+02
