iter	M_lnTg(1)	M_lnSULT_Km_apap(1)	M_lnSULT_VmaxC(1)	M_lnUGT_VmaxC(1)	M_lnVmax_AG(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	Var_lnTg(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_VmaxC(1)	Var_lnVmax_AG(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnSULT_VmaxC(1.1)	lnUGT_VmaxC(1.1)	lnVmax_AG(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnSULT_VmaxC(1.2)	lnUGT_VmaxC(1.2)	lnVmax_AG(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnTg(1.3)	lnSULT_Km_apap(1.3)	lnSULT_VmaxC(1.3)	lnUGT_VmaxC(1.3)	lnVmax_AG(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnTg(1.4)	lnSULT_Km_apap(1.4)	lnSULT_VmaxC(1.4)	lnUGT_VmaxC(1.4)	lnVmax_AG(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnTg(1.5)	lnSULT_Km_apap(1.5)	lnSULT_VmaxC(1.5)	lnUGT_VmaxC(1.5)	lnVmax_AG(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnTg(1.6)	lnSULT_Km_apap(1.6)	lnSULT_VmaxC(1.6)	lnUGT_VmaxC(1.6)	lnVmax_AG(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnTg(1.7)	lnSULT_Km_apap(1.7)	lnSULT_VmaxC(1.7)	lnUGT_VmaxC(1.7)	lnVmax_AG(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnTg(1.8)	lnSULT_Km_apap(1.8)	lnSULT_VmaxC(1.8)	lnUGT_VmaxC(1.8)	lnVmax_AG(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	LnPrior	LnData	LnPosterior
8640	-1.04142	6.78535	5.96746	8.71305	10.2627	13.0906	11.7812	12.5042	-5.87992	-2.01838	-2.26411	0.614692	0.0412109	0.159891	0.0676655	0.2742	0.711689	0.137397	0.189072	0.069943	0.081079	0.208275	0.0742326	0.0392429	0.0157049	-0.697535	6.85269	6.30111	8.59497	10.6249	13.1193	11.6865	11.982	-5.90782	-2.22609	-2.10929	-1.25479	6.40832	5.96918	8.79783	10.0734	12.6512	12.0757	12.6541	-5.81751	-2.00503	-1.82674	-1.47919	6.86698	6.23288	8.59289	10.8889	12.3063	11.8079	12.4473	-5.93582	-2.00305	-1.38816	-0.475089	6.95936	5.63301	8.88498	9.41992	11.4387	11.5631	12.7594	-5.98098	-1.59153	-2.22714	-1.53392	6.56634	5.91036	8.81879	10.6802	13.1177	11.5861	12.7072	-5.56457	-1.8126	-1.88028	-1.04793	7.0973	6.41053	8.66988	10.4645	13.2384	11.5699	11.7646	-5.62248	-1.81122	-1.84191	-1.45603	6.63557	5.68754	8.73603	10.2365	12.9277	11.1302	12.0122	-5.95646	-1.58083	-1.99009	-0.551866	6.89148	5.41753	8.73299	10.1857	14.0223	11.6355	12.8998	-5.92978	-1.97818	-2.63863	-2.677934e+01	6.811414e+01	4.133479e+01
8800	-0.79865	6.71028	5.72372	8.83084	10.7613	14.5035	11.2924	11.9365	-5.52075	-1.74144	-2.1047	0.573421	0.0482067	0.144615	0.0549911	0.192031	1.85012	0.373455	0.0706571	0.380834	0.0850787	0.0392316	0.0876494	0.0284518	0.0205717	-0.470452	6.5035	6.10308	8.82171	10.3498	12.757	11.5046	11.9095	-5.09476	-2.17407	-2.1353	-1.19216	6.41108	5.71625	8.8542	10.8075	13.1613	11.3303	11.5131	-5.57567	-2.06797	-2.04423	-1.32885	6.7202	5.84897	8.87836	10.6367	14.7746	10.4111	11.7577	-5.21771	-2.0992	-1.8728	-0.463829	6.94506	5.64501	8.95655	9.35084	11.4296	11.3001	11.825	-5.1936	-1.60452	-2.2743	-1.09733	6.53912	5.89962	8.70042	10.892	14.914	12.3638	12.6328	-4.63821	-2.0311	-1.83734	-0.970727	6.57211	5.81247	8.82503	10.6709	14.4806	12.0114	11.834	-5.74015	-1.68055	-2.03421	-1.02856	6.74769	5.6649	8.72545	10.3549	14.9615	11.0705	11.7991	-4.89238	-1.54423	-2.04714	-0.70254	6.79641	5.43296	8.58859	10.5423	14.7106	11.285	12.0363	-4.4987	-1.84182	-2.41762	-3.869801e+01	6.140211e+01	2.270410e+01
8960	-1.3153	6.77493	5.96438	8.73159	10.3551	12.5904	12.4177	12.6478	-5.7154	-1.70963	-2.06037	0.352165	0.0452878	0.0651086	0.0680741	0.125759	0.111903	0.0766	0.118523	0.549071	0.0905263	0.0737453	0.0857606	0.0321247	0.0122026	-0.581184	6.75624	6.39129	8.85591	10.446	12.2825	12.4736	12.7216	-5.60605	-2.18948	-2.19128	-1.24907	6.69133	5.95666	8.99308	10.318	12.6624	12.608	12.7562	-5.57514	-2.06813	-2.13626	-1.58619	6.83555	5.969	8.85449	10.7614	12.7474	12.5096	12.2809	-5.91275	-1.77807	-1.87263	-0.470169	6.8203	5.6182	8.92658	9.45633	11.5187	11.991	12.3979	-5.10816	-1.6807	-2.28001	-1.6613	6.98958	6.3917	8.78384	10.3143	12.6131	12.5575	12.2745	-5.32646	-1.84617	-1.87579	-1.49605	6.69857	5.84197	8.80507	10.3419	12.6216	12.5355	12.6278	-4.71396	-1.74908	-2.13654	-1.73222	6.83528	5.81506	8.66851	10.1327	12.6079	12.3312	12.3938	-5.37486	-1.60137	-2.04323	-1.23061	6.86779	5.48773	8.5181	10.1232	12.5381	12.0204	12.3797	-5.17266	-2.00429	-2.35006	-8.839639e+00	6.562841e+01	5.678877e+01
9120	-1.17173	7.06021	6.05654	8.89408	10.2334	12.3264	11.183	12.9378	-5.15468	-1.76868	-2.15413	0.558957	0.0609473	0.0606367	0.0894136	0.16944	0.259691	0.0859692	0.186561	0.204408	0.0489256	0.125311	0.0793458	0.0576045	0.0124995	-0.723053	6.75209	6.27855	8.59952	10.535	12.1408	11.4071	12.6128	-4.87793	-2.2002	-2.14003	-1.65443	7.21322	6.4478	8.95256	10.095	12.9549	11.5554	12.9505	-5.56549	-1.84826	-2.15863	-1.50925	6.66884	5.839	8.6557	10.8287	12.3455	11.248	12.7383	-5.54297	-1.97409	-1.69235	-0.482799	7.21877	5.7984	8.80981	9.72626	11.9404	10.9856	12.7955	-5.0824	-1.68559	-2.29792	-1.9923	6.69147	5.90545	8.8258	10.1513	12.9566	10.913	12.5746	-5.02433	-1.84066	-2.01545	-1.31606	7.04197	6.13635	8.7576	10.7762	13.5391	10.8449	12.8717	-5.12842	-1.92463	-2.0344	-1.09526	7.24781	6.37028	8.75635	9.96344	13.0245	10.9207	12.226	-5.01159	-1.65626	-1.95959	-0.908903	7.11253	5.58011	8.86703	9.6971	12.8478	11.0648	12.7772	-4.77732	-1.79473	-2.69869	-1.891449e+01	5.984454e+01	4.093005e+01
9280	-1.1388	6.71014	5.9275	8.55312	10.4707	12.7878	11.6598	12.0536	-5.56567	-2.05587	-1.80229	0.317149	0.255933	0.124592	0.135239	0.220396	0.289912	0.197831	0.25733	0.24232	0.0846882	0.119001	0.0829948	0.0333967	0.018007	-0.824603	6.23436	5.70518	8.72885	10.15	12.5925	10.8065	12.023	-5.88425	-2.13715	-2.20461	-1.05659	7.02922	6.32821	8.8337	10.8628	12.4968	11.4137	11.9569	-4.98997	-1.96423	-1.99039	-1.12398	6.87005	6.01349	8.86402	10.9635	14.1197	11.691	11.8461	-5.84183	-2.15772	-1.82429	-0.520383	7.06863	5.78323	8.85674	9.57032	11.2854	11.8246	11.9236	-5.37571	-1.69386	-2.27336	-1.45262	6.85995	6.00773	8.81773	10.7316	13.1632	11.0486	11.5554	-5.145	-1.66818	-2.03897	-1.46689	6.76835	6.06427	8.41994	11.2805	13.0699	12.2927	12.7095	-5.74914	-2.05928	-1.69757	-1.50609	7.42977	6.42425	8.76843	9.84289	12.657	12.4699	12.1515	-5.69521	-1.52237	-2.00213	-0.765352	6.76483	5.46113	8.52717	10.4995	12.5684	12.0301	12.4777	-5.20938	-1.8754	-2.37058	-4.340556e+01	6.371249e+01	2.030692e+01
9440	-0.772268	7.2034	6.23334	8.545	10.5258	13.7396	10.8749	10.532	-5.15241	-1.89026	-2.12035	0.322334	0.123661	0.0620359	0.0670411	0.0767922	1.88565	0.233099	0.620313	0.210633	0.0488768	0.0860862	0.0705679	0.0306344	0.0138872	-0.670412	6.54589	5.98848	8.77141	10.2953	13.1907	11.3972	9.72143	-4.93821	-2.13306	-2.28229	-1.32733	6.69782	6.13092	8.87471	10.2498	12.3191	11.1444	11.2631	-4.78836	-1.98136	-2.03864	-1.50169	7.18311	6.19858	8.64348	10.6065	12.7296	11.0217	10.0627	-4.82397	-1.94832	-1.8186	-0.4614	7.18336	6.03439	8.70996	9.68818	11.0802	10.7861	11.3375	-5.34094	-1.67368	-2.06061	-1.06681	7.12351	6.50666	8.75966	10.8257	13.3177	10.8333	11.6898	-4.71786	-1.96133	-1.91449	-1.48533	7.04013	6.21428	8.58782	10.5859	12.9957	10.0454	11.8038	-5.26402	-1.86315	-1.90662	-1.3584	7.13066	6.01349	8.53043	10.291	12.8699	10.484	11.4493	-4.8278	-1.60204	-1.99383	-0.508615	7.45522	5.82183	8.64163	10.3563	13.7328	10.4544	10.5927	-4.8685	-1.98149	-2.56505	-4.135086e+01	6.537240e+01	2.402154e+01
9600	-1.27437	7.0672	6.09722	8.95857	9.83873	12.3989	9.7923	9.006	-5.78666	-1.87597	-2.0684	0.285827	0.0942941	0.0666997	0.0680827	0.453405	0.426421	0.201456	0.113624	0.240358	0.0565418	0.145653	0.0895708	0.0338109	0.0142801	-0.709957	6.68668	6.21078	8.75142	10.3876	12.377	9.44032	8.69102	-5.9117	-2.1694	-2.09999	-1.30758	6.93756	6.07082	8.8173	10.563	12.3704	9.31759	8.76684	-4.88285	-2.004	-2.136	-1.25872	7.05249	6.33627	8.70706	10.9591	13.169	9.88792	9.02324	-5.76876	-1.869	-1.72458	-0.487809	6.90338	5.67671	9.04226	9.45784	11.2328	9.32028	9.01029	-5.52527	-1.6521	-2.3341	-1.43717	6.67292	6.08276	8.67627	10.8468	12.2449	9.92808	9.74754	-5.71026	-1.91469	-1.91887	-1.06908	7.09114	6.34768	8.59261	11.0271	12.455	9.17558	8.64506	-5.57289	-1.82588	-1.81646	-1.61235	6.81111	5.97018	8.76467	10.0071	12.0117	10.3312	8.49955	-5.14141	-1.62094	-1.92571	-0.603697	7.65661	6.00348	8.86683	10.1037	13.3343	9.66256	8.76571	-5.46078	-1.97158	-2.76371	-3.318008e+01	5.927724e+01	2.609715e+01
9760	-0.719406	7.31394	6.37399	8.80774	10.7051	13.0916	9.9803	9.67328	-5.54948	-1.87495	-2.10006	0.123174	0.0558803	0.380566	0.0627123	0.4605	0.289883	0.26985	0.083689	0.911575	0.0469546	0.233336	0.0653196	0.0314304	0.0235275	-0.827625	6.92379	6.34512	8.60094	10.4455	12.7675	9.77357	9.64268	-5.74053	-2.13457	-2.22232	-0.951881	7.12119	6.34864	8.91729	10.5906	13.8217	9.30497	9.69901	-5.84951	-2.00957	-2.05328	-1.38461	7.21884	6.32389	8.77845	10.7307	13.0718	9.89518	10.2328	-5.52546	-1.84603	-1.75095	-0.455454	7.10025	5.64207	9.02413	9.46367	11.4214	9.04309	9.82481	-5.74475	-1.54043	-2.53921	-1.43109	7.19118	6.44034	8.77086	10.8733	13.7541	9.83866	9.10693	-5.90065	-1.7441	-1.85422	-0.877495	6.99324	6.49691	8.55061	11.2266	13.8773	9.74503	9.2016	-5.60774	-1.981	-1.64705	-1.31612	7.31231	6.27348	8.59827	10.2983	13.8191	9.36401	9.68581	-4.77296	-1.6335	-1.94654	-0.889512	7.8575	6.11532	8.68651	10.0205	12.5249	10.359	9.18203	-4.34434	-1.85085	-2.69017	-5.141463e+01	6.988273e+01	1.846810e+01
9920	-1.1741	6.9665	6.06908	8.76309	10.1577	12.8174	10.4529	7.86815	-5.05729	-1.88703	-1.84997	0.181237	0.0641411	0.173329	0.0999932	0.238916	1.09941	0.0990044	0.155055	0.220547	0.0918081	0.169281	0.0701809	0.0488965	0.0218607	-0.751384	6.84732	6.38512	8.60926	10.3505	13.098	10.4656	8.08285	-5.14277	-2.3678	-2.14396	-1.24363	6.99624	6.28297	8.94767	10.0176	13.0009	10.7189	7.50556	-5.33084	-1.94164	-2.14901	-1.27493	6.61304	5.97256	8.59171	11.1057	12.5765	10.6262	7.93808	-4.80495	-2.00367	-1.46933	-0.534614	6.94606	5.72568	9.06682	9.13756	11.4719	9.74385	8.13123	-4.43303	-1.71656	-2.43043	-1.03001	6.9847	6.46864	8.82528	10.9458	13.0657	10.2111	8.0816	-5.0415	-1.96237	-1.72447	-1.33537	7.19783	6.40298	8.75117	10.5248	14.5835	9.70641	8.2016	-4.7309	-1.68051	-2.01749	-1.91833	7.19158	6.57179	8.45531	10.2686	12.7439	10.812	7.37804	-5.58044	-1.76764	-1.74241	-0.779574	7.01406	5.81614	8.65695	10.2884	12.5338	10.4955	7.98644	-5.0726	-2.19165	-2.50595	-3.792310e+01	5.103390e+01	1.311080e+01
10080	-0.674751	7.28714	6.21554	8.73316	10.1325	14.0821	10.0607	9.19749	-5.8002	-1.82921	-1.96372	0.446549	0.309604	0.198523	0.0409591	0.283829	2.30986	0.0721974	0.483775	0.131047	0.160439	0.144272	0.0720374	0.0287511	0.0156447	-0.516172	7.06371	6.57422	8.62687	10.4491	13.7803	10.3226	7.84501	-5.66729	-2.1647	-2.08591	-1.0405	7.32325	6.48366	9.00022	10.5482	14.1853	10.3456	9.62848	-5.79978	-1.95898	-2.20919	-1.36827	6.87191	6.05047	8.77786	10.8586	13.6964	10.3389	8.80793	-5.26472	-1.63725	-1.67038	-0.461953	7.27345	6.03259	8.71693	9.60462	11.5168	10.3283	8.56994	-5.23726	-1.70838	-2.09971	-0.963982	7.56552	6.87276	8.78998	11.0395	14.4371	9.94585	9.15211	-5.77507	-1.92802	-1.9386	-1.5153	7.4608	6.5743	8.65962	10.7875	14.0736	10.1443	9.66765	-5.83053	-1.82509	-1.91699	-1.10383	7.45097	6.6511	8.60523	10.2024	14.7152	10.17	8.90331	-5.87894	-1.62302	-1.76508	-1.03854	6.54455	5.25333	8.6177	10.2544	13.3923	10.1135	10.6417	-5.69023	-1.99255	-2.39734	-4.548137e+01	6.760665e+01	2.212528e+01
10240	-0.611505	7.39086	6.83266	8.88125	10.4939	12.648	9.36641	10.0433	-4.89877	-1.88477	-2.13169	0.424482	0.0799794	0.561405	0.079754	0.237087	0.214143	0.405541	0.173048	0.100072	0.0577183	0.177871	0.079892	0.0423704	0.0184363	-0.657125	7.182	6.63064	8.68278	10.5288	12.4834	9.75832	9.46874	-4.50045	-2.18587	-2.20851	-1.05525	7.10618	6.45646	8.98132	10.2204	12.7746	9.74849	10.7628	-5.40769	-2.01849	-2.07589	-1.03603	7.96266	7.20332	8.93022	11.0626	13.0973	9.76114	10.2379	-4.89961	-1.84759	-1.7339	-0.485586	7.10575	5.73812	8.87402	9.55392	11.6555	10.0868	9.70244	-4.79877	-1.68744	-2.29133	-1.69273	7.53041	6.47173	8.8537	10.647	13.4649	9.3617	10.3183	-4.85032	-1.71976	-2.18206	-0.943504	7.39583	6.57513	8.70651	11.3861	12.9207	8.55524	8.92931	-5.46486	-2.10362	-1.80681	-1.74756	7.95467	6.92593	8.63019	10.1021	11.6893	9.11393	10.1888	-4.20066	-1.66253	-2.01075	-1.38143	7.29021	5.59662	9.10489	10.3539	12.8145	8.93547	9.40905	-4.99161	-1.80516	-2.81972	-5.282944e+01	6.052025e+01	7.690808e+00
10400	-0.844374	7.38324	6.46638	8.72678	10.552	12.4709	10.6851	11.0635	-5.1715	-1.902	-2.13927	0.0929825	0.0670559	0.371374	0.0729051	0.168947	0.153556	0.0724531	0.154427	0.121373	0.0726112	0.116347	0.0949125	0.0355704	0.0162576	-0.807108	6.88797	6.35121	8.62672	10.3078	12.4363	10.8326	10.7465	-5.14554	-2.25853	-2.13456	-1.0171	7.42759	6.63367	8.95206	10.508	13.4851	10.4049	10.7452	-5.82862	-1.99593	-2.15153	-1.46245	6.95945	6.28596	8.81207	11.0585	12.4473	10.5252	10.7671	-5.17802	-1.78696	-1.6411	-0.465406	7.42763	6.11717	8.84704	9.77523	11.8439	10.4618	11.0216	-5.29097	-1.74924	-2.26896	-1.48847	7.08866	6.52713	8.74455	10.7281	12.3142	10.292	10.9239	-5.01244	-1.74873	-1.78843	-0.810095	7.27913	6.45061	8.70041	11.0997	12.399	10.2209	10.5303	-5.4659	-1.84491	-1.94352	-0.786013	7.52467	6.73982	8.53209	10.7922	12.5257	10.8142	11.1329	-4.9487	-1.67926	-1.73688	-1.03613	7.45278	5.93575	8.66862	10.0435	12.4585	10.77	10.8979	-5.85206	-1.96233	-2.50539	-1.860160e+01	5.862261e+01	4.002101e+01
10560	-1.19658	7.56114	6.36686	8.63184	10.2408	12.0556	11.0262	11.4367	-4.99724	-1.89464	-2.00875	0.122878	0.401838	0.0376286	0.0585516	0.306218	0.069822	0.316053	0.201122	0.156225	0.0334061	0.118336	0.0752237	0.035439	0.0144978	-0.864546	6.6216	6.07635	8.73793	10.3378	12.016	11.1731	10.4838	-5.38905	-2.19216	-2.198	-1.27489	7.02075	6.41918	8.8678	10.2956	12.2175	10.8137	11.3834	-5.62282	-1.97711	-1.98541	-1.85463	7.38598	6.46376	8.78204	10.499	12.0183	11.6761	11.966	-5.57845	-2.07119	-1.70959	-0.562165	7.65184	6.28767	9.03435	9.24351	11.4693	10.013	11.7532	-5.32073	-1.61572	-2.40097	-1.77757	6.87157	6.36593	8.79988	10.4937	11.9204	10.0023	11.1496	-5.64048	-2.00262	-1.82434	-1.37145	7.07616	6.2581	8.65848	10.5493	11.6903	11.7552	11.4403	-4.76644	-1.99349	-1.93188	-1.25078	7.32323	6.43758	8.73377	10.0879	12.1885	10.8991	11.4268	-5.10878	-1.61626	-1.91907	-0.765598	7.81484	6.06409	8.77254	10.0792	12.205	11.2517	11.6693	-4.66667	-2.0033	-2.81541	-3.386546e+01	6.707141e+01	3.320595e+01
10720	-0.349231	7.13597	6.31908	8.68632	10.86	12.8715	11.1067	12.4977	-5.84052	-1.93888	-2.04489	0.504779	0.222512	0.131841	0.0654201	0.208206	0.29884	0.514496	0.442079	0.127068	0.0879394	0.101426	0.0653106	0.0392709	0.0178132	-0.653862	6.60176	6.09524	8.72603	10.214	13.1867	11.8243	12.3709	-5.50064	-2.13502	-2.17676	-1.32483	7.13865	6.32758	8.82776	10.4025	12.7126	10.5052	12.4845	-5.79801	-1.96898	-2.05939	-1.25447	6.96186	6.17142	8.75067	11.0515	12.8413	10.6812	12.3947	-5.71406	-2.06377	-1.67311	-0.477745	7.45774	6.09219	8.87312	9.57196	11.5289	10.7124	11.7076	-5.21114	-1.82911	-2.31901	-1.22493	6.83907	6.28812	8.69891	11.2541	13.0411	12.3634	12.9918	-5.53272	-2.02978	-1.78936	-0.789977	7.09474	6.34824	8.74011	11.0844	12.8259	11.8356	12.8316	-5.8551	-1.77855	-1.98092	-0.826082	7.16695	6.44493	8.54942	10.6492	13.2802	11.505	12.8329	-5.88963	-1.74112	-1.71709	-1.25181	7.13149	5.67138	8.47161	10.2026	12.4312	12.0335	12.8686	-5.83235	-1.97858	-2.3978	-3.435421e+01	6.600095e+01	3.164674e+01
10880	-1.10762	7.04156	6.01555	8.8042	10.1979	12.271	12.0664	12.7417	-5.63953	-1.88929	-2.15747	0.126525	0.116287	0.101676	0.075128	0.205018	0.116783	0.28714	0.351134	0.187016	0.0825395	0.100873	0.0921138	0.0442933	0.0137876	-0.657254	6.49631	6.05078	8.65988	10.4209	12.7972	12.7796	12.4564	-5.50819	-2.11194	-2.13179	-1.01255	6.87872	6.33137	8.92026	10.8584	12.1685	11.9807	12.123	-5.77478	-2.05097	-1.95216	-1.40966	6.85812	5.96943	8.70313	10.8606	12.8575	11.9214	12.2192	-5.93668	-2.17787	-1.72508	-0.497774	7.10675	5.70074	8.96483	9.27304	11.6991	11.6908	12.0284	-5.3753	-1.59645	-2.41827	-1.35514	6.90556	6.23477	8.87597	10.7717	12.7953	11.917	12.2389	-5.27842	-1.93912	-2.00334	-1.48516	7.06199	6.20879	8.63946	10.5841	12.1465	12.5734	12.2605	-5.64587	-1.8734	-1.94948	-1.8729	7.07753	6.02402	8.7819	9.73675	12.5573	11.3977	12.3614	-5.29266	-1.51251	-2.13508	-1.0703	7.45722	5.7533	8.84884	9.63707	12.4018	11.651	11.9923	-5.3299	-1.94663	-2.78793	-2.381712e+01	7.002074e+01	4.620362e+01
11040	-0.948057	7.00459	5.99272	8.75071	10.5518	13.1218	12.5216	11.3378	-5.63507	-1.82297	-1.97228	0.131516	0.0463969	0.0719741	0.0818753	0.314772	0.429937	0.139109	0.231205	0.103923	0.175471	0.162497	0.0536798	0.036701	0.016183	-0.840913	6.71062	6.12169	8.57327	10.6056	13.4469	12.1461	11.0126	-5.60022	-2.23649	-2.08168	-0.8852	7.06246	6.49701	8.76356	11.1334	13.556	12.5665	11.3473	-5.75265	-2.09875	-1.91021	-1.29729	6.76438	6.01782	8.78204	11.0184	12.9321	12.7547	12.43	-5.52454	-1.7113	-1.66963	-0.467367	6.83467	5.51642	9.10785	9.38301	11.4194	12.6107	11.1229	-5.58838	-1.65494	-2.40634	-1.11088	6.85027	6.25054	8.67882	11.022	12.8186	12.2138	11.5333	-5.89412	-1.8818	-1.70366	-1.34833	7.10089	6.32443	8.62666	10.2605	13.4498	12.3082	10.8844	-5.66241	-1.85426	-1.8828	-1.12584	6.87407	5.93017	8.6802	10.216	13.6866	12.1786	11.7582	-5.05075	-1.59998	-1.98503	-0.848598	7.36949	5.80104	8.65769	10.0677	12.4422	11.9307	10.96	-5.14431	-1.98978	-2.60202	-2.730871e+01	7.083772e+01	4.352901e+01
11200	-0.865077	6.83799	6.01921	8.60736	10.1605	12.2934	12.4014	11.2746	-5.29995	-2.13163	-1.95605	0.666836	0.0913674	0.120681	0.0459	0.608781	0.223528	0.817659	0.113827	0.305238	0.227787	0.0667405	0.105404	0.0360876	0.0120011	-0.945099	6.76856	6.27402	8.65361	10.2857	11.5263	11.4467	11.4988	-5.90937	-2.03762	-2.07372	-1.22562	6.73229	6.01398	8.85141	10.2164	12.1022	12.533	11.1806	-5.53815	-2.06447	-2.0504	-1.47611	6.81808	6.13901	8.82645	10.7062	12.4017	12.8044	10.7303	-5.48338	-1.87347	-1.69716	-0.526371	6.81746	5.59838	8.84653	9.43261	11.4269	11.6628	11.4027	-5.89606	-1.64662	-2.1554	-1.32979	6.78705	6.26686	8.58818	10.846	12.6831	12.7859	11.3963	-5.47438	-2.07253	-1.69723	-1.64109	6.84093	5.99525	8.60016	10.7116	13.0866	11.8241	11.3334	-5.70508	-1.80675	-1.8711	-1.64832	6.63994	5.75013	8.82893	9.71351	11.6211	11.1249	11.1164	-5.96905	-1.52201	-2.04576	-0.903287	6.9246	5.5236	8.74431	10.0553	11.9345	12.9013	10.8711	-5.04528	-1.87978	-2.60744	-4.106378e+01	6.477948e+01	2.371571e+01
11360	-1.19086	6.71173	5.96137	8.60977	10.2539	13.0989	12.0716	9.74724	-5.90652	-1.805	-1.97059	0.124595	0.0624508	0.0600533	0.0742348	0.297776	0.718032	0.10763	0.175269	0.195264	0.0502474	0.0906917	0.0474127	0.0359218	0.0194243	-0.719675	6.96373	6.2554	8.62573	10.4362	13.7083	12.6828	9.93655	-5.50244	-2.14965	-2.29074	-1.46511	6.5386	5.87253	8.8122	10.2121	13.0017	11.8786	10.3087	-5.75114	-1.94798	-1.99725	-1.36731	7.01956	6.12945	8.74898	11.0778	14.3908	12.3502	9.80756	-5.89516	-1.9487	-1.7835	-0.492452	6.96906	5.81501	8.83963	9.63559	11.172	12.1263	9.42291	-5.90474	-1.70094	-2.16909	-1.20865	6.82762	6.12556	8.77274	10.9929	14.2102	12.2867	9.7176	-5.48322	-1.92639	-1.98825	-1.19023	6.49812	5.85503	8.6112	10.6192	13.1711	12.2752	9.0325	-5.52619	-1.86083	-1.85175	-0.865127	6.77573	5.91479	8.6946	10.2983	12.679	12.5365	9.40122	-5.29937	-1.60401	-1.90519	-0.681269	7.09267	5.63008	8.75175	10.3878	14.0121	12.0104	9.92746	-5.66206	-1.98686	-2.53428	-2.062562e+01	6.769866e+01	4.707305e+01
11520	-0.863386	6.78247	5.99433	8.82292	10.4881	13.0185	11.4038	10.6328	-4.81149	-1.9811	-2.16018	0.118852	0.181193	0.265377	0.0909432	0.221775	0.349192	0.147867	0.166945	0.0724218	0.0831176	0.0905691	0.084485	0.0434665	0.0166616	-0.747041	7.05937	6.62706	8.82711	10.1723	12.5399	11.7649	9.82121	-4.85919	-2.1795	-2.26249	-1.03124	6.46629	5.85824	8.85061	10.5438	12.6706	11.4297	10.8736	-4.70216	-1.96354	-1.97175	-1.24017	6.86536	6.06824	8.8002	10.838	13.4402	11.5404	10.3281	-4.84073	-1.80927	-1.78186	-0.464235	7.24145	5.71874	8.71971	9.55269	11.8182	11.5749	10.0264	-4.79809	-1.64491	-2.33094	-1.01729	7.64584	6.89215	8.84875	10.9775	13.5115	11.2811	9.91259	-4.65698	-1.82341	-1.89297	-1.26625	7.35428	6.53004	8.60465	11.0647	13.5256	11.3349	10.3169	-4.95916	-1.80588	-1.84364	-1.449	7.24685	6.17381	8.68218	9.99725	13.4518	11.1681	10.6249	-4.57288	-1.57214	-2.01862	-0.537086	7.06907	5.62241	8.90504	10.0743	12.7946	11.1691	10.1172	-4.92586	-1.93347	-2.62635	-2.851552e+01	6.663605e+01	3.812053e+01
