iter	M_lnTg(1)	M_lnSULT_Km_apap(1)	M_lnSULT_VmaxC(1)	M_lnUGT_Km(1)	M_lnUGT_VmaxC(1)	M_lnKm_AG(1)	M_lnVmax_AG(1)	M_lnKm_AS(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	M_lnQCC(1)	M_lnBP_APAP(1)	M_lnPF_APAP(1)	M_lnPL_APAP(1)	M_lnPM_APAP(1)	Var_lnTg(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnKm_AG(1)	Var_lnVmax_AG(1)	Var_lnKm_AS(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Var_lnQCC(1)	Var_lnBP_APAP(1)	Var_lnPF_APAP(1)	Var_lnPL_APAP(1)	Var_lnPM_APAP(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnSULT_VmaxC(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnKm_AG(1.1)	lnVmax_AG(1.1)	lnKm_AS(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnQCC(1.1)	lnBP_APAP(1.1)	lnPF_APAP(1.1)	lnPL_APAP(1.1)	lnPM_APAP(1.1)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnSULT_VmaxC(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnKm_AG(1.2)	lnVmax_AG(1.2)	lnKm_AS(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnQCC(1.2)	lnBP_APAP(1.2)	lnPF_APAP(1.2)	lnPL_APAP(1.2)	lnPM_APAP(1.2)	lnTg(1.3)	lnSULT_Km_apap(1.3)	lnSULT_VmaxC(1.3)	lnUGT_Km(1.3)	lnUGT_VmaxC(1.3)	lnKm_AG(1.3)	lnVmax_AG(1.3)	lnKm_AS(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnQCC(1.3)	lnBP_APAP(1.3)	lnPF_APAP(1.3)	lnPL_APAP(1.3)	lnPM_APAP(1.3)	lnTg(1.4)	lnSULT_Km_apap(1.4)	lnSULT_VmaxC(1.4)	lnUGT_Km(1.4)	lnUGT_VmaxC(1.4)	lnKm_AG(1.4)	lnVmax_AG(1.4)	lnKm_AS(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnQCC(1.4)	lnBP_APAP(1.4)	lnPF_APAP(1.4)	lnPL_APAP(1.4)	lnPM_APAP(1.4)	lnTg(1.5)	lnSULT_Km_apap(1.5)	lnSULT_VmaxC(1.5)	lnUGT_Km(1.5)	lnUGT_VmaxC(1.5)	lnKm_AG(1.5)	lnVmax_AG(1.5)	lnKm_AS(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnQCC(1.5)	lnBP_APAP(1.5)	lnPF_APAP(1.5)	lnPL_APAP(1.5)	lnPM_APAP(1.5)	lnTg(1.6)	lnSULT_Km_apap(1.6)	lnSULT_VmaxC(1.6)	lnUGT_Km(1.6)	lnUGT_VmaxC(1.6)	lnKm_AG(1.6)	lnVmax_AG(1.6)	lnKm_AS(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnQCC(1.6)	lnBP_APAP(1.6)	lnPF_APAP(1.6)	lnPL_APAP(1.6)	lnPM_APAP(1.6)	lnTg(1.7)	lnSULT_Km_apap(1.7)	lnSULT_VmaxC(1.7)	lnUGT_Km(1.7)	lnUGT_VmaxC(1.7)	lnKm_AG(1.7)	lnVmax_AG(1.7)	lnKm_AS(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnQCC(1.7)	lnBP_APAP(1.7)	lnPF_APAP(1.7)	lnPL_APAP(1.7)	lnPM_APAP(1.7)	lnTg(1.8)	lnSULT_Km_apap(1.8)	lnSULT_VmaxC(1.8)	lnUGT_Km(1.8)	lnUGT_VmaxC(1.8)	lnKm_AG(1.8)	lnVmax_AG(1.8)	lnKm_AS(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	lnQCC(1.8)	lnBP_APAP(1.8)	lnPF_APAP(1.8)	lnPL_APAP(1.8)	lnPM_APAP(1.8)	LnPrior	LnData	LnPosterior
7040	-0.707313	6.12156	5.03173	8.84237	8.47183	9.80842	10.0935	9.90724	13.6139	11.6527	11.6778	-4.21824	-1.71761	-1.69767	2.92713	-0.35511	-0.52438	0.251493	0.327604	0.109186	0.105226	0.0643313	0.0962683	0.039586	0.119353	0.662262	0.13408	0.291438	0.294511	0.89696	0.102487	0.0441795	0.0782895	0.136906	0.136884	0.154259	0.0511852	0.116239	0.0204233	0.0245863	0.0131317	-0.197536	6.29845	5.49748	8.41378	8.50139	9.34349	9.69153	9.61401	13.6457	11.2449	12.5222	-4.63412	-1.50872	-1.80772	3.55784	-0.727554	-0.239232	0.0724995	0.246413	-0.71159	5.90225	4.77469	8.66021	8.22519	9.84333	10.635	10.1611	13.2413	12.309	12.2188	-4.20229	-1.85279	-1.80344	2.7048	-0.288863	-0.615983	0.513902	0.242171	-0.77424	6.43479	4.93027	9.32238	8.70083	9.19252	9.81885	9.57112	12.0234	12.3217	11.9344	-4.38354	-1.71874	-1.63282	2.19475	-0.509946	-0.679746	0.317867	0.468371	-0.0072425	6.04953	4.78432	8.84638	8.20812	9.45992	10.5103	9.60096	12.8335	10.9535	10.2117	-4.08635	-1.8612	-1.87669	3.54458	-0.0210459	-0.813769	0.2984	0.201989	-0.851242	5.78051	4.90996	9.05516	8.58075	9.93793	10.7441	9.50921	13.9374	11.922	11.4326	-4.5188	-1.74689	-1.65783	2.56389	-0.245155	0.00361407	0.322666	-0.33238	-1.38493	5.92073	5.09518	8.87529	8.43396	9.60969	10.7611	9.91255	13.2013	11.6196	11.1641	-3.96419	-1.75258	-1.49252	3.36484	-0.401436	-0.749325	0.0752764	0.272775	-1.17103	5.94654	4.83252	9.27538	8.47452	9.45685	9.58903	10.0258	13.6386	11.989	12.4029	-4.44948	-1.67411	-1.62562	2.50694	-0.17391	-1.03454	0.443078	0.0402066	-1.06203	5.28193	4.87518	8.68245	8.13418	9.7042	9.70511	9.56525	13.3871	10.9934	11.7884	-4.05212	-1.68505	-1.69531	3.15671	-0.392555	-1.64476	0.395683	0.556996	-4.277182e+01	1.465950e+02	1.038232e+02
7200	-0.774945	6.15987	4.8718	8.57576	8.39463	9.798	10.0361	9.55478	12.8371	11.9278	11.2222	-5.3307	-1.65409	-1.65996	3.14076	-0.12467	-1.28879	0.396293	0.174267	0.354101	0.0436463	0.0857654	0.129082	0.191905	0.0433704	0.204813	0.068256	0.0921458	0.393856	0.96778	0.272951	0.144016	0.175155	0.287703	0.102516	0.128132	0.21216	0.14269	0.013413	0.0184921	0.0101163	-0.234458	6.05698	5.03541	8.62779	8.51368	10.0594	10.1289	9.8019	12.7864	11.1349	11.1953	-5.26313	-1.44541	-1.79191	3.69372	-0.784433	-0.832138	0.338675	0.584274	-0.841441	6.32461	5.04224	8.63572	8.18081	9.86866	10.4234	9.67921	12.7203	11.4263	10.281	-5.47956	-1.8299	-1.92299	2.79352	-0.275916	-0.722091	0.50297	0.0713811	-0.946485	6.31276	4.92606	9.29381	8.9964	9.73502	10.2129	9.57935	12.3452	12.0049	10.8635	-5.47943	-1.31154	-1.38164	3.00911	-0.642712	-1.53073	0.403444	0.551765	-0.0544932	6.41309	4.81823	8.88279	8.38684	9.64755	10.2206	9.11419	12.4234	12.1053	11.2009	-4.77369	-1.86775	-2.11584	3.48596	-0.0325004	-0.329797	0.303812	0.173876	-0.780524	5.4327	4.85014	8.78526	8.30847	9.47216	10.4267	9.60263	13.0177	11.4538	10.3873	-5.26382	-1.54483	-1.20133	3.10909	-0.53036	-0.979144	0.408173	0.515853	-1.03547	5.93319	5.0852	8.30769	8.28596	9.71468	9.98313	9.73051	12.8416	12.0995	11.373	-5.62546	-1.50767	-1.71515	2.77672	-0.374048	-1.1794	-0.110849	0.268903	-1.13674	6.16447	4.87088	8.22371	7.74551	10.041	9.77341	9.81725	13.1173	11.3806	9.84042	-4.99175	-1.49763	-1.88487	2.39991	-0.245634	-1.21847	0.32935	-0.0379909	-0.629728	5.99715	5.07054	9.00016	8.5229	9.3612	10.3456	9.80605	12.8745	11.3455	10.851	-5.40057	-1.8781	-1.88896	3.69095	-0.240169	-1.17453	0.110768	0.199969	-4.345277e+01	1.690270e+02	1.255742e+02
7360	-0.552919	5.90289	4.9601	8.84209	8.42637	 9.91	10.4794	10.0555	12.4969	12.9205	10.65	-5.19786	-1.6264	-1.52144	3.20636	-0.113938	-0.327427	0.0450168	0.430751	0.29326	0.160673	0.0494462	0.153692	0.127377	0.117203	0.162685	0.448306	0.274026	0.0829251	0.0997819	0.228053	0.0531888	0.196603	0.123679	0.157059	0.0691767	0.0961916	0.114927	0.019044	0.0192114	0.0152575	-0.30223	5.90025	5.00077	8.52259	8.37183	10.2871	10.3806	10.3495	12.5573	12.2693	10.32	-5.1537	-1.46157	-1.62822	3.61549	-0.857385	-0.0707427	0.301492	0.557345	-0.667346	6.304	5.38012	8.48503	8.38262	10.1224	10.816	9.72762	12.0848	12.9933	10.409	-5.2109	-1.72822	-1.68542	2.98201	-0.38483	-0.672526	0.223022	0.413441	-0.804399	5.99742	4.85391	9.028	8.87748	10.2945	10.5908	10.4803	12.6007	12.931	10.9136	-5.05983	-1.45115	-1.35571	2.6381	-0.641095	-0.974878	0.150779	0.416604	-0.0498938	5.68353	4.80183	9.27199	8.95651	9.95289	10.9683	9.4061	11.6595	12.8584	10.234	-4.5637	-1.97494	-1.75508	3.7763	-0.0667897	-0.181615	0.049779	0.268247	-0.975224	5.64936	5.13291	8.4739	8.35807	9.86764	10.9304	9.44234	13.2305	12.7374	10.2931	-5.67484	-1.53677	-1.33215	3.2782	-0.419908	-0.541521	-0.00895459	0.476008	-0.842695	6.11225	5.04421	8.63044	8.31163	9.66784	10.3536	10.2792	13.4805	12.775	10.5771	-4.88053	-1.45412	-1.68587	3.27236	-0.380354	-0.250714	0.216295	0.172897	-1.17191	5.85906	5.05669	8.37234	7.94773	10.4428	10.5325	10.1785	12.9994	12.2703	10.8493	-4.50552	-1.55172	-1.57796	3.05254	-0.275589	-0.368671	0.124144	0.0954852	-0.795228	5.69215	5.12186	9.04127	8.49224	10.4294	10.7028	10.1943	12.6931	12.9804	10.0187	-5.47872	-1.83736	-1.50355	2.86204	-0.31998	-0.841153	0.141869	0.43087	-2.029492e+01	1.521215e+02	1.318266e+02
7520	-0.668554	6.00647	4.97756	8.73305	8.30698	10.2527	10.6848	9.95647	13.6577	12.1132	10.88	-5.25551	-1.60249	-1.77022	3.08069	-0.409645	-0.252347	0.143775	0.29139	0.11563	0.235804	0.191418	0.0638152	0.104533	0.114309	0.0995839	0.497691	0.108815	0.117527	0.047891	0.179284	0.106628	0.167362	0.392702	0.102531	0.156305	0.099239	0.202314	0.0164179	0.0242918	0.0111398	-0.0235851	5.82276	4.95564	8.62361	8.53135	10.4507	10.7495	9.69761	13.5474	12.4542	11.2449	-5.24756	-1.48137	-1.69847	3.29143	-0.807376	0.00901415	0.200645	0.3047	-0.900922	5.6513	4.89423	8.34515	8.33467	10.3625	10.7627	9.85456	13.3454	11.9441	11.0283	-5.30632	-1.73644	-1.69882	3.25608	-0.392514	0.0546046	0.107011	0.162458	-0.624979	6.55455	5.17861	8.73693	8.59054	10.4257	10.6141	9.88043	13.171	11.6847	10.7453	-4.94889	-1.36198	-1.59715	2.3007	-0.528765	-0.0359913	0.0852108	0.137951	-0.00349114	6.28671	5.33741	8.82753	9.13302	10.1996	10.7533	9.94618	13.1539	11.9198	11.0234	-5.02278	-1.5802	-1.92536	3.76493	-0.200821	-0.326638	-0.310568	0.454292	-1.12195	5.63321	4.9449	8.71893	8.49752	10.2795	10.9616	9.142	13.7592	12.2736	10.9677	-5.40903	-1.58794	-1.48775	3.2621	-0.462604	-0.649802	0.2481	0.449171	-1.27636	6.2896	5.26849	8.367	8.23257	9.82994	10.3936	10.526	13.5283	11.9418	10.7529	-5.70525	-1.70494	-1.95137	2.88189	-0.248265	0.136792	-0.0768923	-0.199907	-1.15653	5.84175	4.81755	8.70754	8.14351	10.3157	10.4526	10.3653	13.5385	11.9787	10.967	-4.69838	-1.70986	-1.78776	2.57168	-0.16603	0.0828585	0.229719	-0.217983	-0.610647	5.47013	4.72717	8.7119	8.38992	10.2475	10.5844	9.88035	13.3726	12.2561	11.009	-4.96306	-1.66226	-1.76662	3.24415	-0.445503	-0.12662	0.218392	0.476264	-1.094620e+01	1.545306e+02	1.435844e+02
7680	-0.536855	5.81355	5.02395	8.70906	8.42854	10.1957	10.6031	10.1918	13.2335	11.6025	11.559	-3.99633	-1.69541	-1.63565	2.74915	-0.284861	-0.520929	0.280124	0.381097	0.304271	0.122811	0.0754333	0.302868	0.0835526	0.0549768	0.140681	0.0639141	0.0748629	0.533451	0.159716	0.431472	0.0497419	0.106676	0.536283	0.144162	0.884952	0.182874	0.138099	0.0140331	0.0276188	0.0111014	-0.262503	5.49027	4.80155	8.47131	8.28655	9.86588	10.3212	10.059	12.6894	11.404	11.3939	-4.56343	-1.59935	-1.61302	3.71765	-0.749102	-1.10636	0.141951	0.511185	-1.00898	6.15711	5.27061	8.2277	8.27121	10.4067	10.5972	10.319	13.8467	11.7292	11.8648	-3.97	-1.79066	-2.04037	2.67759	-0.258953	-1.35658	-0.085294	0.354806	-0.839063	5.87846	4.72502	9.11974	8.55037	10.1875	11.0588	10.2512	12.8623	11.4578	11.6515	-3.06418	-1.55365	-1.13756	2.95768	-0.730803	0.191031	0.345132	0.497806	-0.00538334	6.19577	5.25817	8.53856	8.6452	10.1957	10.9332	10.4397	13.1995	11.7081	11.626	-4.2387	-1.8656	-1.97895	3.72254	-0.11875	0.177766	-0.249921	0.293898	-0.906602	5.99538	5.28137	8.01271	8.00992	10.0746	10.6672	10.0494	13.248	11.4524	11.4349	-4.45539	-1.6503	-1.72542	2.64403	-0.31911	-1.32362	-0.0536633	0.212614	-0.768398	5.75102	5.20894	8.61077	8.80335	9.9404	10.5351	10.4513	13.169	11.9448	12.3466	-3.90944	-1.79187	-1.86668	2.55336	-0.240162	-0.871276	-0.497341	0.0395483	-1.06383	5.65065	5.08772	8.85113	8.32171	9.83319	10.7603	10.4261	13.2448	12.0584	11.1355	-4.53297	-1.73732	-1.37885	3.29345	-0.240806	-1.02926	0.0850538	0.445045	-1.20334	5.21853	5.07376	9.0668	8.2847	10.2321	11.1484	10.0974	13.3517	11.4147	11.2891	-4.57329	-1.94458	-1.36712	3.42225	-0.298921	-0.121731	0.253607	0.399118	-3.466262e+01	1.577034e+02	1.230408e+02
7840	-0.709346	5.69119	5.23296	8.88259	8.54188	10.1351	10.4136	9.87709	12.3149	11.1421	12.8996	-5.12289	-1.42997	-1.33774	3.25975	-0.273807	-0.711187	0.216814	0.614625	0.140803	0.0817141	0.11522	0.0822936	0.0928615	0.217143	0.517404	0.196974	0.182212	0.31742	0.140624	0.0979176	0.131735	0.204294	0.139294	0.196653	0.0955415	0.066193	0.0763488	0.0215073	0.0213937	0.011773	-0.17735	5.70078	5.11629	8.53453	8.29971	10.0581	10.4411	10.2208	11.7277	11.7464	12.8239	-5.31439	-1.61532	-1.40638	3.50515	-0.800588	-0.848285	0.198445	0.606908	-0.650217	5.96822	5.00327	8.57618	8.38104	9.98457	10.2203	9.31257	11.7046	10.8193	12.9716	-5.21768	-1.66558	-1.70495	2.92163	-0.464309	-1.09894	0.412455	0.483933	-0.871562	5.83991	4.74109	8.90538	8.5867	10.3493	10.8335	9.58894	12.025	11.4967	12.7907	-5.1632	-1.34607	-1.20261	2.95589	-0.682253	-1.36246	0.333075	0.598231	-0.0816727	6.14293	5.29914	8.97153	8.86829	9.80534	10.4678	10.1015	12.2681	10.5436	12.4658	-5.58875	-1.90689	-1.85616	3.42891	-0.0414138	-0.717727	-0.0826596	0.545211	-1.10837	5.83171	5.36736	8.25084	8.19228	10.0051	10.8097	9.5378	12.6921	10.9119	12.2412	-5.42332	-1.69019	-1.40097	3.21947	-0.457035	-1.17443	-0.0382425	0.617062	-0.793735	5.70493	5.14241	8.92772	8.93411	10.1762	10.4713	9.40702	11.5721	11.2062	12.255	-5.03464	-1.66051	-1.53812	2.83444	-0.390708	-0.271522	-0.14161	0.282686	-1.06054	5.46595	4.98963	8.76467	8.22354	10.2565	10.9985	9.54094	12.2057	11.5158	12.5406	-4.93355	-1.52628	-1.09116	3.63203	-0.402911	-0.719477	0.213664	0.567066	-0.449634	5.74042	4.57039	8.64115	8.50722	10.236	10.0998	9.63192	12.9396	11.9753	12.5253	-5.08272	-1.44215	-2.02543	3.36594	-0.585237	0.000460884	0.263424	0.554851	-2.225084e+01	1.523346e+02	1.300837e+02
8000	-1.10999	6.06311	5.11198	8.8714	8.48199	9.99677	10.4879	10.2294	12.9117	11.6427	12.0268	-5.17533	-1.71578	-1.63604	3.43424	-0.375753	-0.162177	0.272816	0.144231	0.148378	0.138289	0.0336679	0.155395	0.0873414	0.0740876	0.0674119	0.096943	0.0807722	0.105871	0.0862315	0.0731842	0.0500683	0.0866347	0.217538	0.0451512	0.158201	0.0790042	0.0494429	0.0162336	0.0157184	0.010169	-0.501994	6.1193	5.29534	8.45701	8.35517	10.2909	10.5187	9.84809	12.7777	11.6572	11.9192	-5.29283	-1.58113	-1.82436	3.53556	-0.639686	-0.507238	0.0250153	0.187458	-0.637605	6.05087	4.93437	8.69157	8.35933	9.74211	10.1851	10.163	12.8554	11.7135	11.7528	-4.96748	-1.59487	-1.6907	2.99789	-0.448826	0.00539072	0.521602	0.289653	-1.20721	5.98583	4.6757	8.84577	8.37387	9.87529	10.2737	10.1904	12.9901	11.9257	11.9078	-5.13928	-1.34142	-1.29485	3.03102	-0.67154	0.0426666	0.527544	0.407342	-0.00558448	6.14465	4.87117	8.97081	8.6476	9.77967	10.5403	10.1521	12.9395	10.9161	11.9966	-5.59507	-1.80711	-1.96332	3.74793	-0.0837057	-0.278496	0.184835	0.238034	-1.27378	6.0184	5.12776	8.9575	8.55145	9.70613	10.6402	9.7094	13.2262	11.7722	11.8538	-5.1644	-1.50624	-1.40381	3.33987	-0.475441	-0.135237	0.43727	0.410491	-1.69555	6.10481	5.20846	8.68003	8.26843	10.1274	10.6515	10.2179	12.6089	11.452	12.1383	-5.01406	-1.50595	-1.50061	3.41132	-0.425486	-0.393607	0.199008	0.370169	-0.94688	5.98235	4.88955	8.79696	8.13253	9.68542	9.99108	9.56158	12.6192	11.3219	12.2164	-4.71632	-1.53975	-1.58129	2.91828	-0.293117	-1.31131	0.421685	0.408246	-0.637641	5.42018	4.94258	8.93154	8.3297	9.68129	10.2168	10.2348	12.5997	11.364	12.3265	-5.12373	-1.74213	-1.57094	3.46984	-0.400859	0.193199	0.413742	0.354319	2.535981e+00	1.719854e+02	1.745214e+02
8160	-0.695006	6.13358	5.10301	8.97822	8.51068	10.1461	10.7825	10.06	13.1144	12.7962	12.3013	-5.92655	-1.67347	-1.58035	2.93984	-0.391996	-0.838992	0.45665	0.554926	0.2203	0.0588446	0.121279	0.150743	0.12051	0.0971847	 0.18	0.0764572	0.110439	0.408662	0.281804	0.111379	0.0457531	0.147183	0.27513	0.107495	0.0467013	0.0577227	0.129326	0.0157182	0.0148341	0.0132699	-0.154284	6.11931	5.05665	8.74682	8.48396	10.215	10.406	9.88096	13.112	12.2963	12.3001	-5.67412	-1.45829	-1.74616	3.3791	-0.766818	-0.688803	0.41512	0.41175	-0.54892	5.76281	4.64653	8.47953	8.211	9.89116	10.2442	9.86364	12.7661	12.7851	12.4056	-5.91914	-1.67207	-1.80515	2.563	-0.398162	-0.746867	0.421155	0.400288	-0.528223	6.08727	4.69623	8.93102	8.32802	10.3576	10.9797	10.1529	13.4974	12.2884	12.3142	-5.53998	-1.45994	-1.35476	2.33132	-0.578065	-0.678466	0.53065	0.384925	-0.0411273	6.16166	5.14839	9.10506	8.82085	9.72628	10.6167	9.76091	12.4871	12.2832	12.1756	-5.66364	-1.90079	-1.83739	3.63932	-0.031297	-0.821546	-0.0280653	0.248664	-0.582253	6.06457	5.0368	9.34564	8.96944	10.1358	10.7117	9.53821	13.3488	12.4475	11.9326	-5.7946	-1.56929	-1.7401	2.26675	-0.367	-0.713985	0.379383	0.215533	-0.731172	5.86994	5.17151	8.83644	8.3431	10.1085	10.8455	10.2329	12.8957	12.8399	12.2831	-5.93139	-1.62494	-1.25165	3.06107	-0.460094	-0.344755	0.308494	0.364421	-1.13338	5.5836	4.75075	9.23286	8.24773	10.2861	10.8391	10.3967	13.685	12.6608	12.3584	-5.192	-1.73299	-1.41019	2.82286	-0.187085	-1.22256	0.455308	0.127248	-0.509844	6.04201	5.00698	8.92914	8.32172	10.0878	10.5664	9.90711	12.6407	11.7474	12.6048	-5.39661	-1.80559	-1.8039	3.29258	-0.315171	-1.36049	0.357515	0.465993	-6.935378e+00	1.675658e+02	1.606305e+02
8320	-0.584026	5.91674	5.25396	8.70978	8.70501	9.99136	10.4026	10.2913	13.7382	12.8975	12.3997	-5.99575	-1.75753	-1.54681	3.33027	-0.508534	-0.244078	0.312481	0.041031	0.241958	0.126464	0.423692	0.29918	0.150728	0.35952	0.0395703	0.387351	0.206461	0.0798665	0.217941	0.267654	0.164227	0.0573951	0.450965	0.11783	0.170188	0.238064	0.136033	0.0104834	0.0150224	0.0118771	-0.267793	6.46497	5.79099	8.62301	8.80834	9.98855	10.2729	9.74793	13.6541	12.9127	12.0508	-5.56156	-1.51314	-1.77281	3.75798	-0.724616	-0.307577	-0.105477	0.275639	-0.377593	5.93346	4.94729	8.0536	7.90947	10.2188	10.3673	10.2757	13.0437	12.5344	12.757	-5.94973	-1.66178	-1.79119	2.59921	-0.459377	-0.00833988	0.379192	0.0980298	-0.8192	5.4329	4.31622	8.26656	7.97358	9.88808	10.2231	10.4749	13.8262	12.2655	11.9147	-5.9131	-1.51828	-1.42375	2.3849	-0.54533	0.00951976	0.19523	-0.148737	-0.0258476	6.47693	5.06467	9.09961	8.26133	9.2035	10.5926	10.5234	13.322	12.9965	12.5664	-5.80014	-1.93066	-1.72861	3.75571	-0.00112219	-0.04587	0.498054	0.0631462	-0.740957	6.19114	5.57443	8.53464	8.59753	9.61317	10.5376	9.57638	13.6096	12.8765	12.7986	-5.76852	-1.59479	-1.52651	3.02679	-0.495544	-0.100964	-0.0856404	0.37638	-0.799949	6.06982	5.08361	9.20976	8.49758	9.57696	10.632	9.73752	12.5729	12.6496	12.1363	-5.81373	-1.79019	-1.42774	2.77345	-0.244882	-0.0792562	0.349178	-0.270558	-0.990503	5.48309	4.79779	8.90941	8.71728	10.2969	10.1748	10.0363	13.4838	12.9448	11.7406	-5.87144	-1.5131	-1.64101	2.5605	-0.299761	-0.0046323	-0.0251572	0.0572325	-0.841024	5.46112	5.0398	8.79276	8.03545	10.1709	10.3536	10.0187	13.9547	12.193	11.9024	-5.98358	-1.77788	-1.46099	3.33277	-0.399977	-0.0199879	0.591409	0.326934	-3.656296e+01	1.652314e+02	1.286685e+02
8480	-0.609209	5.90848	4.93787	8.65826	8.43006	9.7856	10.3557	10.0077	13.1466	10.9889	12.1486	-5.97923	-1.56999	-1.40766	3.07232	-0.181161	-0.910942	0.267096	0.461238	0.107994	0.160575	0.0501293	0.0785898	0.0509997	0.0397989	0.136761	0.566534	0.146325	0.126438	0.0871191	0.283094	0.0594251	0.1674	0.163641	0.0577572	0.117827	0.111874	0.0814484	0.0123363	0.0165802	0.0125053	-0.383666	5.98182	5.0646	8.66686	8.63298	9.77218	10.1673	9.5547	13.5709	10.5158	12.3043	-5.66635	-1.54914	-1.88824	3.60298	-0.678407	-1.1409	0.0795972	0.378997	-0.541688	5.2432	4.50493	8.21066	8.43049	9.55795	9.65436	10.2641	12.9277	11.1594	11.7963	-5.78711	-1.47284	-1.77745	2.98496	-0.579864	-1.42072	0.147294	0.573742	-0.880619	6.06291	4.73979	9.0624	8.45186	9.8823	10.5608	10.2873	13.0977	10.9473	11.9245	-5.79423	-1.50967	-1.23538	2.75325	-0.545935	-1.34577	0.547513	0.413193	-0.0154	6.20351	4.75336	8.79805	8.20034	9.79699	10.5116	10.509	13.1979	11.4309	12.2456	-5.94495	-1.71383	-1.78286	3.77987	-0.158667	-0.87377	0.56768	0.618021	-0.79626	6.26474	5.43676	8.49411	8.31656	9.87252	10.6176	9.98056	13.5964	11.1882	11.9654	-5.83921	-1.60368	-1.61769	2.58988	-0.329228	-0.564304	0.0678024	0.148017	-1.07023	5.77902	4.89923	8.7777	8.20675	9.61229	10.112	9.21685	13.5783	11.0524	12.0724	-5.65914	-1.71742	-1.53236	2.6563	-0.309565	-1.11653	0.25973	0.187548	-1.23578	5.60687	4.87381	8.43527	8.44701	9.84076	9.82743	10.4873	13.167	11.4216	12.2429	-5.56679	-1.3404	-1.71616	3.1476	-0.333538	-1.10521	-0.0590328	0.437791	-0.82874	5.86353	4.98847	8.78256	8.3696	9.85105	10.0528	9.9024	13.1845	11.1568	12.182	-5.86983	-1.78032	-1.82562	3.31452	-0.330428	-0.745314	0.201116	0.527949	5.156380e-01	1.728115e+02	1.733272e+02
