iter	M_lnTg(1)	M_lnSULT_Km_apap(1)	M_lnSULT_VmaxC(1)	M_lnUGT_Km(1)	M_lnUGT_VmaxC(1)	M_lnKm_AG(1)	M_lnVmax_AG(1)	M_lnKm_AS(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	Var_lnTg(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnKm_AG(1)	Var_lnVmax_AG(1)	Var_lnKm_AS(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnSULT_VmaxC(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnKm_AG(1.1)	lnVmax_AG(1.1)	lnKm_AS(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnSULT_VmaxC(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnKm_AG(1.2)	lnVmax_AG(1.2)	lnKm_AS(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnTg(1.3)	lnSULT_Km_apap(1.3)	lnSULT_VmaxC(1.3)	lnUGT_Km(1.3)	lnUGT_VmaxC(1.3)	lnKm_AG(1.3)	lnVmax_AG(1.3)	lnKm_AS(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnTg(1.4)	lnSULT_Km_apap(1.4)	lnSULT_VmaxC(1.4)	lnUGT_Km(1.4)	lnUGT_VmaxC(1.4)	lnKm_AG(1.4)	lnVmax_AG(1.4)	lnKm_AS(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnTg(1.5)	lnSULT_Km_apap(1.5)	lnSULT_VmaxC(1.5)	lnUGT_Km(1.5)	lnUGT_VmaxC(1.5)	lnKm_AG(1.5)	lnVmax_AG(1.5)	lnKm_AS(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnTg(1.6)	lnSULT_Km_apap(1.6)	lnSULT_VmaxC(1.6)	lnUGT_Km(1.6)	lnUGT_VmaxC(1.6)	lnKm_AG(1.6)	lnVmax_AG(1.6)	lnKm_AS(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnTg(1.7)	lnSULT_Km_apap(1.7)	lnSULT_VmaxC(1.7)	lnUGT_Km(1.7)	lnUGT_VmaxC(1.7)	lnKm_AG(1.7)	lnVmax_AG(1.7)	lnKm_AS(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnTg(1.8)	lnSULT_Km_apap(1.8)	lnSULT_VmaxC(1.8)	lnUGT_Km(1.8)	lnUGT_VmaxC(1.8)	lnKm_AG(1.8)	lnVmax_AG(1.8)	lnKm_AS(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	LnPrior	LnData	LnPosterior
0	-1.41475	5.70042	3.237	7.73433	12.8276	9.99853	14.3508	10.0067	7.74235	7.61076	7.07497	-0.0843216	-2.19267	-3.18366	0.138563	0.0591551	3.36691	0.515217	0.882841	0.207968	0.101129	0.191836	1.14622	0.0922688	0.149233	0.0860714	0.179427	1.01835	0.0935858	0.131471	0.451458	-1.22875	5.721	6.84637	8.90786	12.101	10.059	14.8219	9.36144	8.03809	7.96051	6.75607	0.552011	-2.58145	-3.15451	-1.66877	5.97874	1.86089	8.45251	12.981	9.65512	14.508	9.87724	8.72229	7.27281	7.57791	-0.241744	-1.51969	-3.73563	-1.40236	6.22362	2.35209	8.48455	12.5521	10.0922	14.0054	9.61022	7.37142	7.5888	6.89806	-0.0380429	-1.74531	-4.88995	-1.88925	5.75777	4.85516	8.30415	11.5305	10.2763	14.1961	10.0985	8.10923	7.36525	7.03781	-0.47517	-1.92732	-1.5742	-0.730055	5.58686	4.71099	7.91917	13.0154	9.79132	14.6272	10.3673	8.84807	7.16492	7.95145	0.314706	-2.14335	-0.993145	-1.27952	6.09684	3.13961	7.86248	13.9918	10.3747	14.7864	9.2841	7.63188	7.572	7.27404	-0.378493	-2.48541	-3.75311	-1.64744	5.69509	5.72602	8.01622	14.5257	10.0528	14.871	9.73322	8.37088	7.26155	7.96205	-0.332392	-1.7933	-2.70484	-1.14634	5.22169	2.51785	8.20219	12.4038	9.66539	14.6934	9.98075	8.10658	7.52104	6.70642	0.307578	-1.93852	-4.12107	-9.797245e+01	-1.769798e+04	-1.779596e+04
80	-1.45357	5.25232	5.2254	9.3382	9.46989	9.82193	13.9466	10.066	13.4992	8.02821	7.76301	-4.0993	-2.00707	-1.84386	0.797046	0.169992	0.277746	0.0875597	0.282054	0.131835	0.827932	0.302124	0.100242	0.505689	0.217643	0.217414	0.0928589	0.0795626	0.053774	0.121014	0.0419173	-0.736953	5.93463	5.43355	9.18219	9.11799	10.1297	14.9254	9.27164	13.5312	7.42482	7.62519	-4.943	-2.06608	-2.04044	-1.3455	5.32064	5.0802	9.35513	9.39074	9.77031	12.7615	10.1302	13.676	9.50985	8.15009	-4.11671	-2.12077	-1.73783	-2.42269	5.04996	4.72242	9.2595	9.0716	9.29683	12.804	9.99585	14.108	7.08371	7.47775	-3.91527	-2.8134	-1.46775	-0.0421172	4.74529	4.01744	8.96047	9.19375	10.0333	13.0909	9.84721	14.0194	7.06185	7.61766	-4.10816	-1.8413	-1.91495	-1.7026	5.8521	5.76244	9.14771	8.89366	10.1488	13.9493	10.3052	13.9715	7.48479	7.45758	-3.3883	-2.33038	-1.46222	-2.46449	4.58991	4.49782	9.26612	9.1845	9.47423	14.0102	10.5347	13.6497	7.92304	7.97677	-3.8693	-2.20329	-1.7821	-1.3696	5.09277	4.87495	9.38083	9.60057	9.90938	14.6873	10.5228	13.5763	6.82085	7.48829	-3.66041	-1.9719	-1.61529	-0.771578	5.56718	5.20063	9.04783	9.24965	9.6141	14.8604	9.33743	13.2857	8.34075	7.49613	-4.16896	-2.07465	-2.02461	-6.231874e+01	6.575942e+00	-5.574280e+01
160	-1.08067	5.37618	 4.93	9.29067	9.10464	10.1779	11.0769	9.63288	14.9642	8.486	8.61139	-4.8359	-1.78455	-1.68238	0.560767	0.17709	0.225397	0.0794515	0.0646758	0.178911	0.216531	0.405584	0.0819893	0.284029	0.22131	0.169008	0.137264	0.110831	0.0441447	0.042377	0.0161754	-0.782146	5.63632	5.13943	9.339	9.09678	10.1327	11.2316	9.67159	14.7943	8.69941	9.20185	-5.0167	-2.36822	-2.00494	-1.13018	5.41776	5.23592	9.28224	9.38054	10.2846	11.3668	10.1117	14.6109	8.73096	7.8888	-4.71902	-2.20192	-1.76907	-2.28058	5.18877	4.78593	9.14351	9.00125	9.61758	11.4189	9.6505	14.819	9.17042	8.49999	-4.01855	-1.9952	-1.52519	-0.0267598	5.34004	4.45139	9.16544	9.3774	10.0656	11.1328	9.13395	14.8217	8.1751	8.61372	-4.56519	-1.71955	-2.02968	-1.80736	5.26383	5.24273	9.293	9.22112	10.0081	11.613	9.04631	14.8612	9.08859	8.2342	-4.98408	-2.15442	-1.46908	-1.98297	4.96068	4.81193	9.07797	8.82188	9.77557	11.1191	9.5919	14.7822	8.71779	9.93448	-4.42991	-2.12069	-1.62785	-1.96625	5.4858	4.87917	9.09687	9.19879	9.85119	10.8677	10.274	14.5189	8.35369	8.28041	-4.66402	-1.61195	-1.89302	-0.665739	4.96804	5.58362	9.3014	9.16482	9.72812	11.1613	10.3474	14.8597	8.72884	7.33838	-4.83302	-2.15412	-1.63756	-3.111890e+01	7.808589e+01	4.696700e+01
240	-1.46092	5.59841	5.41273	9.22675	9.43226	10.2229	11.051	9.99947	14.833	10.2438	8.04323	-5.53175	-1.91311	-1.7161	0.426835	0.0876748	0.125988	0.0933077	0.0898292	0.330657	0.258756	0.314965	0.120838	0.208069	0.154077	0.152925	0.118855	0.102697	0.037493	0.0382796	0.0132293	-0.811136	5.70019	5.21689	9.25721	9.25371	10.1984	10.8509	9.33762	14.9288	10.1005	8.5197	-5.66503	-2.22092	-2.1984	-1.45982	5.575	5.24307	9.34345	9.42488	10.2503	11.3353	10.1906	14.5314	10.7426	8.71514	-5.24151	-1.96385	-1.80679	-2.06955	 5.44	5.00514	9.23645	8.94291	10.2908	11.6989	9.91324	14.665	11.0646	8.26055	-5.40202	-2.30977	-1.35864	-0.0243502	6.01564	5.10484	9.31649	9.54759	10.3658	10.8502	9.79395	14.3075	10.121	8.30189	-4.82303	-1.83418	-2.08239	-1.89466	5.86335	5.71669	9.36135	9.1922	10.2412	11.5784	10.1221	14.711	10.4237	8.09763	-5.49033	-2.07977	-1.4866	-1.88199	5.23137	5.17782	9.34028	9.06693	9.94741	10.9581	10.2296	14.6915	10.0958	7.85633	-5.49658	-2.05777	-1.47381	-1.17729	5.68862	5.35645	9.20041	9.04195	9.99179	10.7626	10.5033	14.4454	10.4278	8.745	-5.56844	-1.73847	-1.55407	-1.41671	5.6602	5.40238	9.23178	8.93691	10.4659	11.1974	9.46327	14.9614	10.2604	7.52621	-4.94926	-2.13986	-1.85308	-1.859382e+01	8.670099e+01	6.810717e+01
320	-1.32878	5.8315	5.50342	9.33878	9.18424	9.83036	10.9459	10.1017	14.842	10.7707	8.18334	-5.84302	-2.00651	-1.72123	0.924201	0.155392	0.0873911	0.15077	0.0592727	0.178028	0.0623985	0.261707	0.206049	0.331305	0.501718	0.787857	0.0417833	0.0834461	0.0339377	0.0455665	0.0135939	-0.8262	5.73045	5.35626	9.27422	9.17509	9.96926	11.094	10.2457	14.357	9.96557	8.42648	-5.78046	-2.25867	-2.05308	-2.46385	5.96601	5.4618	9.18648	9.27373	9.87734	10.8598	9.34363	13.9142	11.2793	7.9826	-5.62294	-2.14102	-1.93165	-2.06491	5.86076	5.34496	9.34865	9.16789	9.29794	10.936	10.0894	14.5298	10.6634	9.20171	-5.74598	-2.20938	-1.45541	-0.0103317	6.02204	5.12938	9.13299	9.08205	10.0887	10.8343	10.0597	14.5861	11.18	8.02824	-3.53696	-1.99143	-1.90077	-2.34845	5.81222	5.51402	9.2946	9.20253	9.34215	10.7943	10.2741	14.7558	11.0043	8.74383	-4.779	-1.95568	-1.70438	-2.1905	5.8179	5.3079	9.0044	8.70043	9.98002	11.2639	9.09363	14.7021	10.279	8.17469	-4.69629	-1.91974	-1.70894	-1.65316	5.82584	5.47257	9.15248	8.854	9.6307	10.7924	9.77881	14.8531	10.6609	7.28371	-5.39411	-1.82874	-1.59704	-0.670465	5.30887	5.7027	9.16034	9.09051	9.96459	10.5827	9.71037	14.8788	10.5021	7.07571	-4.95061	-2.07319	-1.86308	-2.959012e+01	9.354879e+01	6.395867e+01
400	-1.99339	5.92089	5.34752	9.34673	9.14935	9.70607	10.9083	9.85197	14.8867	10.9403	8.54866	-5.45429	-2.07637	-1.67513	0.447051	0.0970455	0.390899	0.178016	0.117214	0.291061	0.661804	0.0996984	0.096832	0.218252	0.789117	0.0497228	0.0739011	0.132972	0.0249048	0.0565881	0.0136082	-0.803105	5.87359	5.51758	9.2354	9.05811	8.45853	9.45132	9.81413	14.9752	10.0116	7.275	-5.74745	-2.23005	-1.97255	-1.41852	5.89032	5.54325	9.33901	9.33895	10.4459	12.3453	9.51921	14.7336	11.0588	8.01012	-5.54181	-2.12274	-1.76325	-2.26919	6.00696	5.4361	9.35486	9.25968	10.4829	11.9041	9.99615	14.939	11.1133	9.49721	-5.43862	-2.18047	-1.4867	-0.0319409	5.48076	4.50568	8.65465	8.87399	9.98667	10.4907	10.1819	14.2709	11.0742	8.82527	-5.34057	-1.66575	-2.17166	-1.63235	5.79219	5.50613	9.3001	9.17523	9.70983	11.514	9.51573	14.875	10.5932	9.16631	-5.36333	-2.18368	-1.55166	-2.35223	6.05412	5.54935	9.16453	8.81876	9.40471	10.08	9.65761	14.9971	10.8438	8.25394	-5.62921	-2.08651	-1.57285	-2.11507	6.30893	5.54845	9.06666	8.99982	9.47423	9.75997	9.75199	14.9822	11.249	9.4419	-5.45841	-1.61336	-1.89465	-1.87616	6.00331	6.03627	9.36756	9.22566	9.19288	9.48104	9.46549	14.5921	10.9874	7.05795	-5.47721	-2.10638	-2.00032	-4.481479e+01	9.265839e+01	4.784360e+01
480	-1.72946	6.13282	5.72443	9.15425	9.16027	9.37144	10.3502	10.3825	14.6409	10.9309	8.6409	-5.59739	-2.04397	-1.91916	0.646393	0.123328	0.115666	0.157634	0.146355	0.125889	0.0706287	0.287434	0.258973	0.138453	0.168209	0.0780142	0.0712002	0.106105	0.0337954	0.0352979	0.0152395	-0.794589	5.95405	5.62738	9.37738	9.04959	9.19894	10.5257	10.5212	14.9649	11.7957	8.33618	-5.65549	-2.4322	-2.00606	-1.75269	5.64381	5.08517	9.30797	9.4745	9.77768	10.4281	10.323	14.1611	11.0063	8.61667	-5.80666	-1.99981	-1.94721	-2.06355	6.55046	5.75931	9.22084	9.12802	8.69552	10.3472	10.4894	14.6783	11.1565	10.1672	-5.31927	-2.01089	-1.57928	-0.0964037	5.84411	4.87387	8.45739	8.61967	9.6519	10.2976	10.4675	14.5642	10.718	9.51978	-5.38352	-1.69482	-1.94419	-2.43732	6.2597	5.69128	8.784	8.80632	9.54811	10.6997	10.4498	14.5983	11.0346	9.13897	-5.32089	-1.99919	-1.86604	-2.35747	6.31512	5.62217	9.00361	8.85173	9.06169	10.2578	10.4848	14.3287	11.0511	8.75773	-5.70341	-1.8792	-1.7684	-2.13444	6.12047	5.2534	9.15446	9.16694	9.7813	10.0282	9.80051	14.0276	10.8336	8.41247	-5.13987	-1.67577	-1.97634	-1.12185	6.83206	5.51171	9.15493	9.28902	9.67346	10.0353	9.88276	14.3558	10.5639	8.40212	-5.26727	-1.92484	-2.65083	-3.367127e+01	9.822727e+01	6.455600e+01
560	-1.19043	6.07471	5.35312	9.34335	9.02694	9.4134	10.412	9.8892	14.65	10.3943	8.89576	-5.73348	-1.99202	-1.96342	0.363162	0.091958	0.0672388	0.2606	0.14897	0.138647	0.0541794	0.149259	0.244615	0.269026	0.163186	0.457825	0.0506585	0.12839	0.0463991	0.0443181	0.0172409	-1.14765	5.92555	5.3314	9.08695	8.95847	9.88528	10.5419	9.42247	14.354	11.0911	9.24357	-4.90329	-2.26071	-2.18609	-1.3547	5.66905	5.21482	9.25872	9.30171	9.25994	10.389	9.18851	14.9025	9.85085	9.23146	-5.43447	-2.04635	-1.89117	-2.3314	6.36226	5.74139	9.29434	9.25901	9.45924	10.6899	9.77571	14.975	10.6713	9.4348	-4.72693	-2.04203	-1.54194	-0.00933871	6.25329	5.32135	8.94029	9.1052	9.68211	10.0138	9.39855	14.5629	10.0314	8.13312	-5.92147	-1.60741	-1.96335	-2.03152	6.4651	5.88018	8.85636	8.8824	9.37592	10.4823	9.45455	14.4074	10.1949	8.85427	-5.1801	-1.97228	-1.77254	-2.03264	6.1131	5.47274	8.93543	8.82724	9.67889	10.3821	10.0882	14.8493	10.1884	9.0415	-5.91256	-1.89836	-1.81462	-1.30559	6.09407	5.28775	8.82104	8.85284	9.35074	10.0694	9.89169	14.3385	10.3701	8.66755	-5.59714	-1.65408	-1.94642	-0.690765	6.25649	5.28995	9.16316	9.18304	9.58353	10.463	9.66365	14.6309	10.5756	9.11065	-5.76325	-1.98794	-2.26274	-2.266615e+01	8.989156e+01	6.722540e+01
640	-2.26696	6.22869	5.47216	9.19945	8.79967	9.91158	10.2476	9.99444	14.066	10.9182	9.21763	-5.62566	-2.30335	-1.64864	0.600714	0.320597	0.120772	0.0635816	0.105731	0.288559	0.357001	0.176198	0.0716115	0.19516	0.0472081	0.122592	0.154547	0.0996701	0.0462108	0.0363048	0.0129938	-1.03608	5.32035	4.91296	9.10939	8.84912	9.43518	10.8074	9.89306	13.7011	11.0986	9.20396	-5.91463	-2.50704	-2.00927	-1.53922	5.81172	5.30396	8.96773	9.12066	9.83903	11.1056	9.97703	13.9505	11.0579	9.32334	-5.59069	-2.03423	-1.94602	-1.82246	6.43143	5.81114	9.23605	9.07372	9.28002	11.1905	9.58203	14.5186	10.7414	9.15369	-5.67423	-2.0445	-1.42789	-0.000318582	6.1051	5.08487	8.92275	9.216	9.92085	10.3548	9.48083	14.3329	11.0002	9.30182	-5.75649	-1.69336	-2.14525	-1.89163	5.93848	5.66021	9.07539	8.91291	8.99265	10.877	9.91199	14.215	11.1422	9.38176	-5.74138	-2.16192	-1.47549	-2.27234	6.19271	5.62279	9.10232	9.04267	9.44116	10.4591	10.2771	13.9006	11.2144	9.13251	-5.60238	-1.86361	-1.78514	-2.16003	5.77538	5.13713	9.11773	8.96036	9.31184	9.84113	9.98455	 13.9	9.80784	8.89644	-5.50777	-1.78445	-1.74058	-1.80139	5.76426	5.06434	8.96151	8.82789	9.54353	9.83949	9.66856	14.2552	10.9248	9.2875	-5.4527	-2.05412	-2.07025	-3.009993e+01	1.031364e+02	7.303647e+01
720	-1.37199	5.93838	5.39449	9.39148	8.80766	9.08001	10.0652	10.022	13.6264	9.99785	9.97607	-5.31653	-2.05507	-1.9324	0.290401	0.0896371	0.0546239	0.130941	0.0838411	0.314988	0.0589929	0.137268	1.6899	0.0598278	0.196539	0.138682	0.0705286	0.0682567	0.0293498	0.0445438	0.0129042	-0.836284	5.4591	5.04213	9.33239	9.20529	8.66246	9.74051	9.73122	13.0994	9.70597	9.90442	-5.01351	-2.2282	-2.08238	-1.38803	5.76246	5.40207	9.04927	9.15575	8.94924	9.94999	9.66988	13.6252	9.78992	10.5901	-5.75928	-2.07924	-1.82523	-1.71733	6.06109	5.54048	9.05126	8.87357	8.44332	10.2803	10.2944	14.9201	9.75015	9.78569	-5.44982	-2.17827	-1.36905	-0.0454838	6.16534	5.05121	8.73908	9.05313	9.33572	9.71404	9.93929	14.1867	9.99264	10.9242	-5.43122	-1.57116	-2.26694	-2.03652	5.8806	5.52375	9.29995	9.10595	8.70993	10.3735	10.1893	14.454	10.1001	9.34943	-5.60991	-2.14398	-1.58557	-1.99028	6.36147	5.69639	8.95193	8.78427	9.49864	10.5235	10.0393	14.0589	10.0163	10.2958	-5.75153	-1.84942	-1.80566	-1.73427	6.27257	5.52638	9.30881	9.23511	9.63971	10.0504	10.0269	13.5503	10.2135	9.67659	-4.86818	-1.65444	-1.84785	-1.12729	5.97603	5.09094	9.32844	9.31906	9.28826	9.91174	9.9355	14.48	9.86969	9.57666	-5.50812	-2.04882	-2.28107	-3.412597e+01	1.042229e+02	7.009695e+01
