iter	M_lnTg(1)	M_lnSULT_Km_apap(1)	M_lnSULT_VmaxC(1)	M_lnUGT_Km(1)	M_lnUGT_VmaxC(1)	M_lnKm_AG(1)	M_lnVmax_AG(1)	M_lnKm_AS(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	M_lnQCC(1)	M_lnBP_APAP(1)	M_lnPF_APAP(1)	M_lnPL_APAP(1)	M_lnPM_APAP(1)	Var_lnTg(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnKm_AG(1)	Var_lnVmax_AG(1)	Var_lnKm_AS(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Var_lnQCC(1)	Var_lnBP_APAP(1)	Var_lnPF_APAP(1)	Var_lnPL_APAP(1)	Var_lnPM_APAP(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnSULT_VmaxC(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnKm_AG(1.1)	lnVmax_AG(1.1)	lnKm_AS(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnQCC(1.1)	lnBP_APAP(1.1)	lnPF_APAP(1.1)	lnPL_APAP(1.1)	lnPM_APAP(1.1)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnSULT_VmaxC(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnKm_AG(1.2)	lnVmax_AG(1.2)	lnKm_AS(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnQCC(1.2)	lnBP_APAP(1.2)	lnPF_APAP(1.2)	lnPL_APAP(1.2)	lnPM_APAP(1.2)	lnTg(1.3)	lnSULT_Km_apap(1.3)	lnSULT_VmaxC(1.3)	lnUGT_Km(1.3)	lnUGT_VmaxC(1.3)	lnKm_AG(1.3)	lnVmax_AG(1.3)	lnKm_AS(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnQCC(1.3)	lnBP_APAP(1.3)	lnPF_APAP(1.3)	lnPL_APAP(1.3)	lnPM_APAP(1.3)	lnTg(1.4)	lnSULT_Km_apap(1.4)	lnSULT_VmaxC(1.4)	lnUGT_Km(1.4)	lnUGT_VmaxC(1.4)	lnKm_AG(1.4)	lnVmax_AG(1.4)	lnKm_AS(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnQCC(1.4)	lnBP_APAP(1.4)	lnPF_APAP(1.4)	lnPL_APAP(1.4)	lnPM_APAP(1.4)	lnTg(1.5)	lnSULT_Km_apap(1.5)	lnSULT_VmaxC(1.5)	lnUGT_Km(1.5)	lnUGT_VmaxC(1.5)	lnKm_AG(1.5)	lnVmax_AG(1.5)	lnKm_AS(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnQCC(1.5)	lnBP_APAP(1.5)	lnPF_APAP(1.5)	lnPL_APAP(1.5)	lnPM_APAP(1.5)	lnTg(1.6)	lnSULT_Km_apap(1.6)	lnSULT_VmaxC(1.6)	lnUGT_Km(1.6)	lnUGT_VmaxC(1.6)	lnKm_AG(1.6)	lnVmax_AG(1.6)	lnKm_AS(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnQCC(1.6)	lnBP_APAP(1.6)	lnPF_APAP(1.6)	lnPL_APAP(1.6)	lnPM_APAP(1.6)	lnTg(1.7)	lnSULT_Km_apap(1.7)	lnSULT_VmaxC(1.7)	lnUGT_Km(1.7)	lnUGT_VmaxC(1.7)	lnKm_AG(1.7)	lnVmax_AG(1.7)	lnKm_AS(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnQCC(1.7)	lnBP_APAP(1.7)	lnPF_APAP(1.7)	lnPL_APAP(1.7)	lnPM_APAP(1.7)	lnTg(1.8)	lnSULT_Km_apap(1.8)	lnSULT_VmaxC(1.8)	lnUGT_Km(1.8)	lnUGT_VmaxC(1.8)	lnKm_AG(1.8)	lnVmax_AG(1.8)	lnKm_AS(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	lnQCC(1.8)	lnBP_APAP(1.8)	lnPF_APAP(1.8)	lnPL_APAP(1.8)	lnPM_APAP(1.8)	LnPrior	LnData	LnPosterior
42880	-0.651786	4.92045	4.91161	7.73553	8.11617	9.88416	10.663	10.1797	12.7712	9.50987	9.62828	-3.76941	-1.81945	-1.72863	3.40931	-0.238148	-0.590421	-0.35326	0.425706	0.140927	0.21512	0.104869	0.0838042	0.099743	0.121594	0.235852	0.259699	0.228796	0.0411176	0.290935	0.620471	0.039021	0.0888287	0.331642	0.24839	0.103567	0.0979091	0.0325434	0.0128874	0.0295034	0.0118599	-0.249136	5.6139	5.81748	7.66315	8.39618	9.1413	10.0273	10.1463	13.3911	9.15803	9.77576	-3.99694	-1.59399	-1.75374	3.74846	-0.691473	-0.678048	-0.849333	0.319147	-1.00666	4.70851	4.76335	7.99282	8.6452	9.68591	10.2944	9.48917	13.3644	9.82029	9.83874	-3.19787	-1.8549	-1.77401	3.1319	-0.383342	-0.320949	-0.678472	0.350266	-0.608078	4.93254	4.36032	8.13658	7.89143	9.78079	10.754	10.3265	12.9256	9.41626	9.76866	-2.8532	-1.70078	-1.29204	2.36091	-0.539739	-1.13944	-0.181724	0.220472	-0.0173541	6.11214	5.15499	8.07008	8.18557	9.98162	10.593	10.3912	13.0695	9.5827	9.29996	-4.63397	-1.93881	-2.05612	3.44856	-0.00800391	-0.869432	-0.213874	0.111363	-0.685584	5.50168	5.18087	7.77623	8.01548	9.79395	11.1039	9.77461	13.2806	8.93872	9.65495	-3.13137	-1.92548	-1.74111	2.37432	-0.294988	-0.592824	-0.592107	0.0407753	-1.01025	5.1513	4.9652	7.96758	8.00534	9.69779	10.6661	9.89451	12.2368	9.38195	9.88999	-3.40974	-1.94201	-1.68686	2.59066	-0.249776	-0.88914	-0.606238	0.165911	-1.17829	4.62392	4.53138	7.96704	8.10408	10.0571	10.399	9.76648	12.5856	9.23775	10.5325	-3.25343	-1.55728	-1.46192	3.33414	-0.399889	-0.260736	-0.408655	0.572187	-0.985613	4.52135	4.55045	7.61912	8.00068	10.2724	10.4713	9.40207	12.9203	9.60147	9.56513	-3.92888	-1.85756	-1.78239	3.41407	-0.422858	-0.161637	-0.407899	0.491015	-4.372215e+01	1.528443e+02	1.091221e+02
43040	-0.580814	5.12591	4.77135	7.81511	8.15777	10.1294	10.5708	9.75577	12.6107	10.1619	10.5442	-4.70593	-1.75967	-1.74512	2.8032	-0.398207	-0.168624	-0.51372	-0.162118	0.383907	0.195791	0.113291	0.0676834	0.0767122	0.0946493	0.146139	0.291273	0.0685974	0.148094	0.266444	0.0509368	0.133731	0.0734326	0.228543	0.0688539	0.780665	0.0913469	0.129109	0.0208262	0.0255076	0.0112724	-0.0254988	5.52742	5.28033	7.80664	8.24598	10.0093	10.5846	9.29287	12.4333	10.5634	10.6568	-4.84417	-1.44822	-1.5862	3.54123	-0.79507	-1.48282	-0.403066	0.596892	-0.546833	4.9981	4.89563	7.82459	8.50596	9.75679	10.5754	9.09135	11.9697	9.94506	   11	-4.71637	-1.78323	-1.82435	2.902	-0.359658	-0.532785	-0.548966	0.26469	-0.505887	4.8213	4.4817	8.06248	8.3007	9.91877	10.6353	9.92281	12.8504	10.0729	9.8228	-4.92465	-1.60847	-1.34514	2.29374	-0.439536	-0.924283	-0.506208	0.208473	-0.0115234	5.70449	5.02199	8.09216	8.15885	10.0155	11.0385	9.33365	12.4322	10.3713	10.3866	-4.70867	-1.91263	-1.87496	3.73536	-0.0621666	-0.0498302	-0.296793	0.14096	-0.739813	5.56661	5.24013	7.64307	7.79841	10.0509	11.1194	9.65134	12.6826	10.6065	10.3526	-4.94559	-1.87984	-1.75834	2.37234	-0.172385	-1.36575	-0.41439	-0.100425	-0.668653	5.00143	4.68619	7.68486	8.03727	9.73306	10.3763	9.13532	13.1018	10.3415	10.5241	-4.52361	-1.40874	-1.61241	2.94612	-0.506258	-0.493643	-0.32737	0.430475	-0.59874	4.70918	4.68986	8.26322	8.43177	10.0691	10.532	10.5279	12.7168	10.1344	11.1416	-4.94183	-1.78745	-1.65299	2.33533	-0.0976315	0.0040686	-0.700846	-0.592596	-0.93438	4.68879	4.68821	7.6355	8.28117	10.3023	10.4361	10.387	12.4562	9.94109	9.74846	-4.4463	-1.57969	-1.80465	3.23012	-0.424691	-0.770189	-0.641071	0.54398	-2.906807e+01	1.503031e+02	1.212351e+02
43200	-0.551722	5.34384	4.87614	7.6726	8.2212	10.1447	10.7849	10.2423	12.8064	10.4888	10.466	-5.3811	-1.71699	-1.5142	3.2071	-0.00631733	-0.189242	-0.572528	0.222722	0.385657	0.154179	0.0356904	0.0623448	0.221772	0.159177	0.0586074	0.42343	0.292534	0.355945	0.301504	0.119329	0.0697657	0.130545	0.291177	0.20924	0.113111	0.151576	0.0505589	0.015506	0.017237	0.0104898	-0.307015	5.4901	4.94637	7.65236	7.96662	10.2904	10.666	10.1863	13.0029	10.4127	9.2459	-5.47766	-1.48085	-1.89985	3.33164	-0.642006	-0.369357	-0.221699	0.24591	-0.6041	4.87558	4.81026	7.8209	8.34338	10.4096	11.0267	10.3519	13.2452	10.8398	10.7634	-5.36433	-1.63275	-1.62206	2.89514	-0.424865	-0.696074	-0.36629	0.488579	-0.975096	5.51207	4.82369	7.62011	7.46896	10.3277	11.0873	9.53895	11.6466	10.659	10.3249	-5.14077	-1.54304	-1.24874	2.75625	-0.532993	-0.167963	-0.0573728	0.23535	-0.0334323	5.41223	4.94706	7.67986	7.85277	9.72939	10.8979	9.81335	12.457	10.0213	10.2488	-4.74929	-1.90107	-1.83183	3.77696	-0.0190057	-0.286969	-0.531432	0.325794	-0.709525	5.11788	5.04081	7.71032	8.41396	10.1129	10.5774	9.25765	12.2756	9.50948	9.84348	-4.78869	-1.57102	-1.60236	2.7715	-0.464122	0.122384	-0.593638	0.154493	-1.07171	4.8736	4.82232	7.75744	8.04502	9.68154	10.7074	9.4001	12.1045	10.1209	10.8495	-5.53187	-1.58627	-1.34956	3.44108	-0.436634	-0.225102	-0.431814	0.375753	-1.34898	4.45488	4.75982	8.18729	8.82095	10.0414	10.8621	10.1576	12.2941	11.2978	10.9393	-5.08383	-1.59934	-1.55876	3.51632	-0.257631	-0.508291	-0.910831	0.371615	-1.15787	4.85311	4.73977	7.77456	7.94205	10.3157	10.774	9.58411	12.4973	10.758	10.4829	-5.73118	-1.83913	-1.86441	3.63874	-0.246566	-0.377924	-0.395559	0.394964	-2.766411e+01	1.557191e+02	1.280550e+02
43360	-0.868848	5.40974	4.76966	7.62547	7.98942	9.29255	10.1216	9.91288	12.6627	12.2692	10.4964	-5.63737	-1.97962	-1.61182	2.96423	-0.263365	-0.89744	-0.760013	0.385088	0.169121	0.216441	0.045644	0.433027	0.107698	0.134598	0.0746187	0.19727	0.304886	0.25774	0.106814	0.0758846	0.141076	0.104175	0.108417	0.125871	0.0783861	0.429425	0.161483	0.0142348	0.0281624	0.0137462	-0.0320206	5.13489	4.6948	8.27839	8.31653	9.42254	9.84796	9.29142	14.1207	12.3721	 10.2	-5.38003	-1.60712	-1.7511	3.15067	-0.642265	-1.18103	-0.188354	0.30279	-0.869193	4.80367	4.66418	7.70726	8.15563	9.36255	10.0195	10.2728	12.9902	11.0333	10.6849	-5.58057	-1.78127	-1.66815	3.17592	-0.381067	-0.74461	-0.299228	0.525244	-1.14086	5.85083	4.82845	7.80077	7.79999	9.58342	9.95529	9.52691	12.2136	12.8732	10.6746	-5.9391	-1.18077	-1.31796	2.90288	-0.612721	-0.788632	0.062271	0.413406	-0.0238506	5.41415	4.80769	7.7181	8.0131	9.62645	10.3177	9.47591	12.4106	12.2389	11.3456	-5.23838	-1.87083	-1.98566	3.69547	-0.045729	-0.884277	-0.486102	0.286347	-0.614785	4.58503	4.94053	7.73326	8.65326	9.42297	10.1966	9.52725	13.6077	12.0612	10.1283	-5.50335	-1.58054	-1.60492	2.7057	-0.421512	-0.912118	-0.916415	0.361923	-0.90271	5.19917	4.93728	7.9456	8.1225	8.8523	10.0265	9.40268	13.1955	11.8871	10.0186	-5.84758	-1.64664	-1.57625	3.11805	-0.292637	-0.810061	-0.474178	0.221698	-0.854288	5.15196	4.91198	8.33004	8.28822	9.45065	9.71839	10.0483	12.9792	12.6088	10.184	-5.53013	-1.74279	-1.51346	2.97013	-0.190626	-1.30825	-0.350798	0.259714	-0.904463	5.4236	4.94247	7.98004	7.81523	9.43479	9.58698	9.44367	12.3022	12.6492	11.0313	-5.42203	-1.95318	-1.84981	2.86428	-0.239667	-0.825207	-0.134608	0.393421	-3.298544e+01	1.525466e+02	1.195611e+02
43520	-0.741831	5.58618	5.05547	7.9767	8.17707	9.57417	9.81698	9.84659	13.6685	12.4439	10.9734	-4.30332	-1.72942	-1.56029	3.35273	-0.249432	-0.577659	-0.0141391	0.371343	0.462315	0.226866	0.0598859	0.142593	0.115096	0.131977	0.382957	0.0453945	1.76007	0.178993	0.312758	0.191822	0.0978369	0.121599	0.224657	0.089539	0.0742839	0.189033	0.188033	0.011144	0.0259918	0.0120647	-0.159609	5.37466	4.85055	8.05364	8.1919	9.8517	10.3075	9.87517	13.8612	12.2386	11.3901	-4.50751	-1.55777	-1.72809	3.40336	-0.699679	-0.780477	-0.1808	0.225492	-0.548446	5.35269	4.80653	7.77976	7.89898	9.92141	10.702	9.86719	14.4147	12.5751	12.2545	-4.55269	-1.82041	-1.68636	3.09026	-0.342881	-0.573496	-0.120749	0.171337	-1.06153	5.56222	4.86921	8.07198	8.17158	9.22271	10.1401	9.39109	12.1172	12.8189	11.3804	-4.30564	-1.47759	-1.26079	3.20587	-0.644482	-0.455502	-0.11857	0.559133	-0.00506223	5.52271	4.77518	8.09124	7.9657	8.96906	10.0976	9.8908	13.2538	12.8977	10.8065	-4.51253	-2.02275	-1.87687	3.773	-0.00196545	-0.676887	-0.227351	0.161278	-0.573116	4.9862	5.18909	7.92617	8.36202	9.00601	10.4738	9.46273	14.154	11.8313	11.523	-3.75642	-1.76457	-1.39863	2.91558	-0.405869	-0.3664	-0.665964	0.267609	-1.48236	5.5567	4.86632	7.90627	7.59912	9.27397	10.1098	10.2037	14.9718	12.6762	11.2455	-4.82039	-1.71304	-1.50094	3.13155	-0.36881	-0.727965	0.0173416	0.282235	-0.978218	5.53803	5.06926	8.00387	8.31073	9.35982	9.37854	9.75889	14.3095	12.1209	11.3787	-4.60162	-1.48215	-1.92049	2.66101	-0.171597	-0.771062	-0.576754	0.0744821	-0.690213	5.38262	4.77874	7.8616	7.92977	9.24273	9.84092	9.82405	14.2315	12.4881	10.9388	-3.65624	-1.82572	-2.01963	3.49941	-0.325276	-1.0388	-0.373109	0.405697	-4.238876e+01	1.617142e+02	1.193254e+02
43680	-0.849717	5.23099	4.95794	7.95721	8.11884	9.47158	10.0324	10.3586	13.8771	12.1511	10.6033	-5.38917	-1.6698	-1.76258	2.97143	-0.172343	-1.49872	-0.32463	0.481048	0.21362	0.0966648	0.195486	0.0884413	0.125094	0.0398693	0.176103	0.0731309	0.85391	0.141046	0.119124	0.575318	0.113532	0.051264	0.430286	0.0799241	0.574267	0.119864	0.0519356	0.0146272	0.0183291	0.0101447	-0.437019	5.26413	4.75491	8.10606	8.02954	9.32218	9.85898	9.94689	11.7127	12.4016	11.0916	-5.65173	-1.74343	-1.70494	3.38992	-0.584086	-0.953188	-0.0284357	0.382595	-0.604017	5.06823	4.70143	7.6064	7.9185	9.40529	9.60952	10.5198	12.4876	11.4585	10.9721	-4.62622	-1.7396	-1.77718	2.43156	-0.407981	-1.19577	-0.290852	0.286957	-0.610482	5.83466	4.45957	8.3712	8.06558	9.41757	9.80382	10.0585	12.8312	11.7386	10.2045	-4.74141	-1.44087	-1.69741	2.12445	-0.578704	-0.406247	0.183498	0.223727	-4.54229e-05	5.48143	4.79535	7.76349	8.10864	9.39405	10.1535	10.0841	14.3986	12.8769	10.4676	-4.35688	-1.8406	-2.02866	3.75976	-0.0357629	-0.312439	-0.540042	0.11342	-0.83817	5.32973	5.28416	8.07036	8.65044	9.48202	10.477	10.4379	14.2711	12.3533	10.8539	-5.03367	-1.79122	-1.79791	2.67091	-0.237493	-0.886405	-0.751584	0.0961631	-1.45094	5.26163	4.72563	7.83921	7.7807	9.38109	9.92131	10.1846	13.1954	11.761	10.2337	-5.92708	-1.56918	-1.46718	3.29736	-0.439358	-0.383744	-0.108254	0.479381	-1.00006	5.08218	4.7139	8.32782	8.32385	9.4295	9.98883	10.32	13.7087	11.6158	10.8038	-5.42734	-1.60454	-1.62144	3.07245	-0.211147	-0.887231	-0.26575	0.21268	-1.0704	5.28026	4.80506	7.91936	7.88081	9.3876	9.84521	10.2867	13.2522	11.5039	10.8867	-5.99908	-1.72665	-1.86606	3.50027	-0.337765	-0.987864	-0.201751	0.537952	-3.600377e+01	1.637659e+02	1.277621e+02
43840	-0.525188	5.37812	4.93711	7.92653	7.83726	9.42955	10.0086	10.1115	13.4257	12.1381	10.6193	-4.93085	-1.54203	-1.83204	3.30174	-0.271955	-0.920415	-0.0607225	0.414621	0.0956348	0.148333	0.0975542	0.0829364	0.278303	0.208046	0.238293	0.0807042	0.106075	0.215657	1.19775	0.373107	0.128775	0.123497	0.298408	0.374029	0.0867442	0.0480568	0.0741503	0.0114973	0.0159475	0.0158119	-0.04653	5.20724	4.48481	8.03203	7.87097	9.26943	9.68529	9.68114	13.1685	12.4508	11.562	-4.10108	-1.65883	-1.74141	3.40971	-0.67393	-0.57942	0.126076	0.0859132	-0.756561	5.02403	4.93978	7.8588	8.31269	9.642	10.2853	10.0242	13.6324	11.8742	11.5182	-5.28437	-1.8507	-1.72828	3.12893	-0.327954	-1.59532	-0.423782	0.413269	-0.736719	6.13587	4.60325	8.02506	7.4012	9.66057	10.1039	10.2272	13.3336	12.0662	12.1311	-3.98205	-1.72539	-1.62079	2.05281	-0.506244	-0.734688	0.247608	0.475607	-0.00897664	5.84537	5.0233	8.12627	8.28576	10.0371	10.8722	10.2165	13.4089	12.6293	9.656	-4.20941	-1.87849	-1.96274	3.63755	-0.0607656	-0.576001	-0.297674	0.400937	-0.674364	5.49664	5.05573	8.08498	8.33568	9.69309	10.1471	10.3473	13.5992	11.4651	10.5757	-5.75772	-1.53377	-1.68121	2.61797	-0.441607	-0.787912	-0.184719	0.403474	-0.763044	5.56451	5.038	7.90681	8.08905	9.2179	9.88338	9.8402	13.3174	11.3391	10.2163	-4.86379	-1.55192	-1.70403	3.18713	-0.410378	-1.15545	-0.286381	0.482531	-0.812903	5.25548	4.93512	8.02308	8.0013	9.60788	10.0373	10.2477	13.3259	11.5729	8.96715	-3.8608	-1.64935	-1.62249	2.89976	-0.234949	-0.988808	-0.352457	0.22178	-0.730544	5.23115	4.77251	7.92798	7.84431	9.36231	9.59394	10.3713	13.4315	12.2998	9.50551	-5.60519	-1.73758	-1.90848	3.14332	-0.309153	-1.16752	-0.0476947	0.465087	-4.009998e+01	1.617182e+02	1.216182e+02
44000	-0.730298	5.43375	4.85006	8.29421	8.0647	9.77623	10.3168	10.3654	14.1878	12.4704	10.9801	-5.79072	-1.67777	-1.82857	2.82435	-0.163852	-1.00883	-0.326906	0.389027	0.151136	0.152198	0.045222	0.350589	0.101762	0.211316	0.0932808	0.0786204	0.194377	0.100936	0.240869	0.142483	0.0589022	0.0375124	0.706525	0.0745863	0.0815113	0.0724611	0.0662676	0.014145	0.0248962	0.0108661	-0.138842	5.34629	4.68454	7.7847	7.86916	10.071	10.1011	10.5012	13.8076	12.29	11.0235	-5.69957	-1.4638	-1.83915	3.00499	-0.640266	-0.816345	-0.0607246	0.125961	-0.496538	5.24324	4.69991	8.11106	8.47566	10.4218	10.7881	10.3553	13.5131	12.8091	11.1962	-5.55898	-1.61502	-1.83196	2.96882	-0.455667	-1.17477	-0.0911317	0.51076	-0.461975	5.8461	4.62699	8.10953	7.76017	9.96881	10.4631	9.94753	13.9786	12.2347	10.536	-5.23405	-1.61472	-1.66027	1.89788	-0.456131	-0.62857	0.113901	0.0253223	-0.0376165	5.63849	4.79982	7.82735	8.15809	9.41788	9.96912	10.3455	13.5837	12.6956	10.9479	-5.33133	-1.83204	-2.13276	3.66707	-0.0965467	-1.12928	-0.378287	0.418238	-0.59269	5.11164	4.87555	7.99966	8.46105	9.77676	10.3804	10.0374	14.3175	12.3893	11.819	-5.16277	-1.65004	-1.73626	2.39932	-0.348887	-0.866515	-0.419962	0.173126	-1.26271	5.60655	5.09252	7.69431	7.9563	9.88605	10.5727	10.272	14.3077	12.6292	10.7817	-5.83804	-1.44887	-1.61057	3.72112	-0.469009	-0.638609	-0.310286	0.612616	-1.36246	5.59857	5.07696	7.73047	7.98491	10.1871	10.4148	10.3851	13.9884	12.8645	10.7496	-5.61695	-1.41576	-1.7599	3.34121	-0.285713	-0.960555	-0.427375	0.230133	-0.349602	5.27172	4.91803	8.30661	7.9263	9.98678	10.1352	10.3653	14.4291	12.9225	10.5405	-5.87961	-1.9464	-1.72147	2.44278	-0.260211	-1.37187	0.0720198	0.247012	-9.271851e+00	1.595128e+02	1.502410e+02
44160	-0.110952	5.47111	4.97683	7.96329	7.96536	10.2455	10.3911	9.85653	12.635	12.3566	12.4103	-5.06584	-1.66768	-1.48791	3.13148	-0.279617	-1.06977	0.473289	0.305307	0.530631	0.122973	0.109603	0.108865	0.0639767	0.109005	0.105201	0.114153	0.101408	0.121743	0.130517	0.213887	0.0709162	0.0503695	0.308275	0.0962333	0.138625	0.598189	0.0812555	0.0157238	0.0177959	0.0144803	-0.149694	5.1045	5.01361	7.85781	8.34483	10.4707	10.9802	9.68367	12.5185	12.0513	12.8313	-5.33463	-1.64365	-1.66472	3.6774	-0.66238	-0.3801	-0.500803	0.327128	-0.801422	5.69227	4.75493	8.02403	8.07146	10.1296	10.403	9.94154	12.5887	12.5189	12.3208	-5.18522	-1.65291	-1.80712	2.89206	-0.461468	-0.857681	0.14049	0.366606	-0.652837	5.42851	4.34439	8.09488	7.6945	10.244	10.5177	10.0485	12.4807	12.2118	12.4401	-5.14046	-1.69526	-1.58322	1.92673	-0.547906	-1.14554	0.0557556	0.564308	-0.0326251	5.81296	5.06645	7.74222	7.91743	9.65917	10.3099	10.1734	12.7896	12.1585	12.8383	-4.06831	-1.70295	-1.92653	3.78111	-0.0981886	-1.19858	-0.279515	0.574805	-0.636856	5.36854	4.92073	8.25492	8.16412	9.56859	10.51	9.35899	12.9037	12.0611	12.1194	-4.35268	-1.74614	-1.65308	2.34813	-0.321606	-0.80929	-0.14663	0.168693	-1.04464	5.38579	4.86245	7.9073	8.11537	10.0391	10.5965	10.4991	12.7661	12.0838	12.5275	-4.93211	-1.45253	-1.69547	2.83002	-0.40006	-1.01868	-0.361878	0.292556	-0.729656	5.8558	4.8737	8.12058	8.04557	10.2191	10.3721	10.1601	13.0469	12.527	12.0969	-5.45957	-1.35571	-1.82048	2.80724	-0.316944	-0.899764	0.0393239	0.499143	-0.635835	5.32891	4.97335	8.28743	7.80713	10.3819	10.3833	9.79674	13.0954	12.7866	12.1443	-5.25937	-1.9295	-1.64356	2.59916	-0.326972	-1.11406	0.196424	0.586017	-1.694392e+01	1.547799e+02	1.378359e+02
44320	-0.404148	5.54344	4.95335	7.72092	7.77709	9.67803	10.2664	10.4902	13.239	9.81622	11.6971	-4.02422	-1.79518	-1.87676	3.18173	-0.00928181	-1.09059	-0.284859	0.411943	0.0798669	0.121394	0.063763	0.057441	0.0752245	0.170666	0.141976	0.0923918	0.0641052	0.198663	0.224079	0.0767958	0.129625	0.0729475	0.294658	0.114766	0.41055	0.0669055	0.087583	0.0199571	0.0151465	0.0125906	-0.0663153	4.90446	4.92139	7.77007	8.34261	10.4359	11.145	10.4891	13.8575	8.97464	11.3616	-3.75583	-1.6768	-1.6614	3.57198	-0.734792	-0.397418	-0.618471	0.272604	-0.745341	5.19238	4.61902	7.92964	7.68394	9.59914	10.0192	10.5004	12.7771	9.82067	11.885	-4.089	-1.87854	-1.67393	2.62921	-0.338289	-1.23677	0.186785	0.306747	-0.547818	5.34326	4.36833	7.86199	7.66755	9.44819	9.98099	10.4948	12.9988	9.15446	11.7116	-3.81751	-1.48492	-1.59863	1.962	-0.506669	-0.635194	-0.0493448	0.454201	-0.0377911	5.94718	5.19093	7.87851	7.84598	9.42134	10.6688	10.4754	13.5882	9.73834	11.5171	-4.18903	-1.93459	-1.86579	3.78436	-0.0131088	-1.28325	-0.279832	0.29433	-0.604916	5.09442	4.8509	7.61536	7.63822	9.35013	10.3969	9.95656	13.4076	8.55176	11.0228	-4.30523	-1.70042	-1.39074	2.55483	-0.365863	-0.512489	-0.105945	0.0559517	-0.624067	5.56666	5.2124	8.11814	8.23679	9.85675	10.7457	10.4946	12.8294	10.6086	10.589	-3.88798	-1.70357	-1.60826	2.67077	-0.367467	-0.984186	-0.411037	0.264946	-0.616864	5.77604	5.05553	7.93945	7.89496	10.1292	10.1679	10.4705	13.3483	9.78427	11.5896	-3.98609	-1.49694	-1.70009	2.53822	-0.323812	-1.4639	-0.172539	0.418547	-0.434542	5.58134	4.82802	7.76402	7.91063	9.72499	10.0306	10.298	13.2523	9.768	11.0594	-3.96488	-1.88057	-2.25237	2.43853	-0.250762	-1.24637	-0.401372	0.287311	-2.311950e+01	1.640012e+02	1.408817e+02
