iter	M_lnTg(1)	M_lnTp(1)	M_lnCYP_Km(1)	M_lnCYP_VmaxC(1)	M_lnSULT_Km_apap(1)	M_lnSULT_Ki(1)	M_lnSULT_Km_paps(1)	M_lnSULT_VmaxC(1)	M_lnUGT_Km(1)	M_lnUGT_Ki(1)	M_lnUGT_Km_GA(1)	M_lnUGT_VmaxC(1)	M_lnKm_AG(1)	M_lnVmax_AG(1)	M_lnKm_AS(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	Var_lnTg(1)	Var_lnTp(1)	Var_lnCYP_Km(1)	Var_lnCYP_VmaxC(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_Ki(1)	Var_lnSULT_Km_paps(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_Km(1)	Var_lnUGT_Ki(1)	Var_lnUGT_Km_GA(1)	Var_lnUGT_VmaxC(1)	Var_lnKm_AG(1)	Var_lnVmax_AG(1)	Var_lnKm_AS(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnTp(1.1)	lnCYP_Km(1.1)	lnCYP_VmaxC(1.1)	lnSULT_Km_apap(1.1)	lnSULT_Ki(1.1)	lnSULT_Km_paps(1.1)	lnSULT_VmaxC(1.1)	lnUGT_Km(1.1)	lnUGT_Ki(1.1)	lnUGT_Km_GA(1.1)	lnUGT_VmaxC(1.1)	lnKm_AG(1.1)	lnVmax_AG(1.1)	lnKm_AS(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnTg(1.2)	lnTp(1.2)	lnCYP_Km(1.2)	lnCYP_VmaxC(1.2)	lnSULT_Km_apap(1.2)	lnSULT_Ki(1.2)	lnSULT_Km_paps(1.2)	lnSULT_VmaxC(1.2)	lnUGT_Km(1.2)	lnUGT_Ki(1.2)	lnUGT_Km_GA(1.2)	lnUGT_VmaxC(1.2)	lnKm_AG(1.2)	lnVmax_AG(1.2)	lnKm_AS(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnTg(1.3)	lnTp(1.3)	lnCYP_Km(1.3)	lnCYP_VmaxC(1.3)	lnSULT_Km_apap(1.3)	lnSULT_Ki(1.3)	lnSULT_Km_paps(1.3)	lnSULT_VmaxC(1.3)	lnUGT_Km(1.3)	lnUGT_Ki(1.3)	lnUGT_Km_GA(1.3)	lnUGT_VmaxC(1.3)	lnKm_AG(1.3)	lnVmax_AG(1.3)	lnKm_AS(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnTg(1.4)	lnTp(1.4)	lnCYP_Km(1.4)	lnCYP_VmaxC(1.4)	lnSULT_Km_apap(1.4)	lnSULT_Ki(1.4)	lnSULT_Km_paps(1.4)	lnSULT_VmaxC(1.4)	lnUGT_Km(1.4)	lnUGT_Ki(1.4)	lnUGT_Km_GA(1.4)	lnUGT_VmaxC(1.4)	lnKm_AG(1.4)	lnVmax_AG(1.4)	lnKm_AS(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnTg(1.5)	lnTp(1.5)	lnCYP_Km(1.5)	lnCYP_VmaxC(1.5)	lnSULT_Km_apap(1.5)	lnSULT_Ki(1.5)	lnSULT_Km_paps(1.5)	lnSULT_VmaxC(1.5)	lnUGT_Km(1.5)	lnUGT_Ki(1.5)	lnUGT_Km_GA(1.5)	lnUGT_VmaxC(1.5)	lnKm_AG(1.5)	lnVmax_AG(1.5)	lnKm_AS(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnTg(1.6)	lnTp(1.6)	lnCYP_Km(1.6)	lnCYP_VmaxC(1.6)	lnSULT_Km_apap(1.6)	lnSULT_Ki(1.6)	lnSULT_Km_paps(1.6)	lnSULT_VmaxC(1.6)	lnUGT_Km(1.6)	lnUGT_Ki(1.6)	lnUGT_Km_GA(1.6)	lnUGT_VmaxC(1.6)	lnKm_AG(1.6)	lnVmax_AG(1.6)	lnKm_AS(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnTg(1.7)	lnTp(1.7)	lnCYP_Km(1.7)	lnCYP_VmaxC(1.7)	lnSULT_Km_apap(1.7)	lnSULT_Ki(1.7)	lnSULT_Km_paps(1.7)	lnSULT_VmaxC(1.7)	lnUGT_Km(1.7)	lnUGT_Ki(1.7)	lnUGT_Km_GA(1.7)	lnUGT_VmaxC(1.7)	lnKm_AG(1.7)	lnVmax_AG(1.7)	lnKm_AS(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnTg(1.8)	lnTp(1.8)	lnCYP_Km(1.8)	lnCYP_VmaxC(1.8)	lnSULT_Km_apap(1.8)	lnSULT_Ki(1.8)	lnSULT_Km_paps(1.8)	lnSULT_VmaxC(1.8)	lnUGT_Km(1.8)	lnUGT_Ki(1.8)	lnUGT_Km_GA(1.8)	lnUGT_VmaxC(1.8)	lnKm_AG(1.8)	lnVmax_AG(1.8)	lnKm_AS(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	LnPrior	LnData	LnPosterior
0	-2.02796	-3.62685	4.3394	3.16755	5.92106	6.59215	-1.02499	6.35904	8.50965	11.1663	-0.829241	13.1023	9.69784	12.4666	9.59752	13.5109	8.58536	7.16566	-5.32534	0.0307863	0.425729	0.0848079	0.237637	0.275932	0.0813976	0.11949	0.192242	0.136762	0.175934	0.138445	0.116804	0.04517	0.11104	0.0634201	0.183735	0.0720329	0.055521	0.134836	0.144613	0.0946321	0.863738	0.210083	0.279249	0.0527382	0.10489	-2.18582	-3.16339	4.62462	3.19668	5.61639	6.5272	-0.956866	6.42037	8.13678	11.021	-1.08959	12.8186	9.50739	11.9193	9.70302	13.7203	7.95353	7.32844	-5.18268	0.0739165	0.300313	-2.16679	-4.19357	4.27404	3.44605	5.90463	5.57182	-0.707037	6.6102	8.00286	11.3684	-0.681607	13.0658	9.69692	12.7808	10.2634	13.8158	7.9476	7.06761	-5.13121	-0.040832	0.652856	-2.00021	-3.01841	4.52075	2.8654	6.12731	6.07747	-1.12938	6.76177	8.5105	11.0778	-0.683358	12.9208	9.49791	12.1938	9.65093	13.312	8.59611	7.01262	-5.28681	-1.63606	0.642221	-1.28159	-3.50703	4.97781	3.45415	5.411	6.56359	-1.11682	6.26095	8.67708	11.2567	-0.684137	13.0213	9.73507	12.5598	9.9656	13.0128	8.4731	7.05378	-5.5546	0.315326	0.343164	-1.82433	-3.22218	4.62286	2.87494	5.76037	6.16762	-0.525922	5.88893	8.23124	11.4162	-0.906489	13.3877	9.23447	12.8076	9.5382	13.4688	8.76688	6.82029	-5.57842	-0.810565	0.145201	-2.06635	-3.67466	4.22359	2.83948	6.04989	6.13895	-0.885162	5.84043	8.83941	11.0101	-0.788085	13.4174	9.69956	13.332	9.60161	13.709	9.07108	7.45511	-5.67527	-0.849197	0.670461	-1.55751	-3.5537	4.21937	3.55803	5.5376	6.4883	-1.21769	5.55705	8.32892	10.7794	-0.576528	13.1798	9.69504	12.6003	9.92345	13.3475	7.90755	7.15002	-5.84881	0.86307	0.546405	-2.10464	-4.42179	4.52731	3.44781	5.96381	6.28421	-1.1261	6.1512	8.50209	11.3578	-0.985318	12.9933	9.83539	12.2964	9.94815	13.7411	8.33184	7.35907	-4.78503	0.679271	0.638559	-3.512339e+01	-4.426290e+04	-4.429803e+04
100	-0.820785	-3.72023	4.46002	2.4619	6.57782	6.30466	-1.0638	6.13407	9.28504	11.2059	-0.60101	9.27948	9.75575	10.5408	10.1944	13.3941	9.26379	8.0259	-5.69226	-1.94102	-1.9035	0.228962	0.625645	0.261303	0.567762	0.265673	0.131676	0.2629	0.307419	0.320501	0.235928	0.366739	0.195647	0.133052	0.097157	0.0911532	0.0605822	0.772039	0.12008	0.200904	0.140049	0.142647	0.0732213	0.0499736	0.0150034	-0.413775	-2.65943	4.91343	1.10952	5.92135	6.11768	-0.0876111	5.82933	8.88596	11.0134	-0.692535	8.69084	9.90571	11.1034	10.0395	13.1952	10.1915	7.80805	-5.19079	-2.4173	-2.04281	-1.13868	-3.3143	4.28397	2.80612	6.46199	6.64704	-1.83469	5.44201	9.22499	11.4036	-1.09632	9.06105	9.94605	10.6524	9.89191	12.6491	9.36596	8.17037	-5.96884	-2.1623	-2.08156	-1.42952	-3.75693	4.60121	2.0508	7.3584	6.39614	-1.3375	6.19158	9.11355	11.3307	-0.770474	9.07949	9.99821	10.9774	10.1548	13.1768	8.26945	8.24286	-5.6699	-2.00295	-1.90891	-0.0227972	-4.12649	4.77373	3.5397	5.93368	6.60271	-0.501139	4.6565	8.93087	10.2138	-0.632418	8.73968	10.2143	10.644	10.4677	13.3351	9.54006	8.18035	-5.24238	-2.18712	-2.28671	-1.28634	-4.14922	4.70125	2.11753	6.80795	6.0566	-1.59951	6.05921	9.21391	10.8222	-0.0101563	9.50601	9.91771	10.826	10.3634	13.3114	9.49864	7.8395	-5.545	-2.13935	-1.73287	-1.01493	-4.1908	4.73539	1.79601	6.88595	6.29381	-1.83416	5.80019	9.27609	10.9791	-0.197126	9.31455	10.0065	11.4118	9.8145	13.4151	9.40234	8.00805	-5.57758	-1.7845	-1.89074	-1.22629	-4.07854	4.37686	2.98317	5.95988	6.37771	-0.781558	5.03756	9.32098	10.2879	-0.394851	9.74936	9.696	10.7825	10.2284	13.873	7.38533	8.25715	-5.6379	-1.60443	-2.13421	-0.239128	-3.69074	4.5119	3.06575	7.18537	5.77841	-1.08018	6.23223	9.24219	11.289	-0.106423	9.33193	9.76214	10.7104	10.3171	13.2404	9.24352	7.2898	-5.43813	-2.22856	-2.1918	-7.876172e+01	6.028635e+01	-1.847537e+01
200	-0.997955	-3.31871	4.46872	0.795164	6.04785	6.39777	-0.85321	5.70675	9.33137	11.1851	-0.479541	9.2473	9.83969	10.8904	9.92608	13.2378	10.3043	7.89282	-5.50624	-1.82789	-1.98329	0.205116	0.557797	0.0854252	0.115189	0.521982	0.301767	0.0927078	0.178258	0.181744	0.221551	0.0783383	0.10992	0.131229	0.125945	0.0559408	0.153829	0.192714	0.136997	0.340141	0.0714147	0.0833817	0.0316541	0.0687744	0.0194267	-0.401523	-2.61043	4.32689	1.39643	6.10761	6.35466	-0.59357	5.71171	9.06381	11.1778	-0.123978	9.04831	9.63807	10.882	10.0508	13.4523	10.0067	7.53652	-5.69904	-2.21512	-2.06933	-0.720365	-3.56316	4.6765	0.52071	5.57199	6.51003	-1.14059	5.12334	9.07925	10.673	-0.624576	9.03573	9.93889	11.0516	9.95724	12.9453	9.94287	8.07939	-4.71303	-2.17193	-1.75404	-1.15402	-4.05241	4.40673	0.581648	6.73524	6.26877	-0.617512	6.02197	9.3082	11.1961	-0.715715	9.22022	9.56035	11.1863	10.0819	13.0108	10.0694	7.75134	-5.51287	-1.9278	-1.61994	-0.00847659	-2.56005	4.76774	1.73464	6.10202	6.12205	-0.916565	5.00256	8.63413	11.2446	-0.353286	8.85409	10.3831	10.7345	10.0067	12.7158	10.1491	8.77176	-4.50166	-1.94443	-2.18374	-1.177	-3.69415	4.46483	0.178573	6.78915	6.432	-1.21399	5.98771	8.99264	10.9442	-0.726929	8.96057	10.0613	11.3643	10.1172	13.6879	10.0061	8.11464	-5.28055	-1.79045	-1.838	-1.39614	-3.44097	4.44689	1.0591	6.17329	6.55792	-1.04387	5.51303	8.98238	11.1198	-0.313151	8.77986	9.83977	10.9523	10.0957	13.8853	11.0474	7.54443	-5.03493	-1.80219	-1.67672	-1.45677	-3.50933	4.41704	0.96968	6.02108	5.80811	-0.868898	5.25082	9.06431	10.9022	-0.25757	9.23846	10.3226	10.607	10.0409	13.3348	10.9358	7.66697	-4.48	-1.61529	-1.99155	-0.605656	-3.06899	4.17593	0.90264	6.13495	6.08415	-0.605134	5.43477	9.32945	10.9623	-0.405849	9.30222	10.1645	10.7658	10.0951	12.9876	10.2074	8.51759	-5.01012	-2.05828	-2.1021	-3.511860e+01	6.984350e+01	3.472491e+01
300	-0.753066	-2.50538	5.19669	-0.448342	6.09006	6.59195	-0.678114	5.2916	9.07997	10.4284	-0.221606	9.13023	10.3462	10.9384	10.1811	14.2958	10.8523	8.63059	-5.66279	-1.98119	-1.80361	0.274517	0.223218	0.311206	0.163851	0.143932	0.0821876	0.093442	0.0816335	0.114398	0.280074	0.0564802	0.0813007	0.116105	0.163797	0.203523	0.534303	1.29429	0.142831	0.165774	0.0761019	0.0807354	0.0364221	0.0305347	0.0219331	-0.773355	-2.51697	4.60795	-0.395805	6.45384	6.53665	-0.431425	5.93968	8.43353	10.6024	-0.173712	8.60996	10.4299	10.8015	10.2094	14.4893	9.34834	8.83529	-5.86835	-2.25096	-2.22066	-0.616303	-3.34139	5.2199	-0.507375	5.74379	6.14384	-1.02088	5.29377	8.87444	10.1176	-0.190676	9.24668	10.1022	11.4672	9.79855	14.3558	11.7867	8.45983	-5.88577	-2.06121	-1.86227	-1.54991	-2.55415	4.94319	-0.98694	6.44705	6.66128	-0.761345	5.48239	9.12146	10.3072	-0.294562	9.21016	9.86272	11.1141	9.78611	13.9016	12.25	8.33306	-5.57772	-1.89954	-1.79385	-0.00458463	-2.57816	4.85744	-0.876559	6.33772	6.57768	-1.20888	5.11173	8.50872	10.1078	-0.129354	9.00552	10.3536	10.3345	10.3697	13.399	11.8404	8.84159	-5.34831	-1.58343	-2.1433	-1.29094	-2.59956	4.36285	-0.38511	6.02651	6.53009	-0.533544	5.65332	9.06253	10.731	-0.438229	9.12945	10.2438	11.5335	9.44669	14.0483	12.2033	8.7972	-5.27573	-2.03933	-1.81434	-1.76215	-2.5309	5.01598	-0.142455	5.76089	6.10074	-0.821497	5.29797	8.9571	10.7934	-0.142617	9.10001	10.3736	11.1145	9.2468	13.9144	11.7709	8.39401	-5.41698	-1.93887	-1.67864	-1.20059	-2.53251	4.87271	-0.468576	5.98469	6.71037	-0.579736	5.30487	9.33447	10.0628	-0.324506	9.34583	10.2198	10.6361	10.4676	14.1899	10.9032	8.76976	-5.34099	-1.71386	-1.81991	-0.849052	-2.70649	5.16014	-0.533091	6.64416	6.33204	-0.482922	5.50828	8.91725	10.7016	-0.0914828	9.30732	10.3583	10.56	10.1681	13.986	10.1313	8.66896	-5.38637	-2.00574	-2.49109	-2.791731e+01	8.724811e+01	5.933080e+01
400	-0.788	-3.46957	4.49702	-0.542165	6.18091	6.36669	-0.709645	5.53927	8.81877	10.866	-0.287019	9.01541	10.3292	10.4594	9.85841	12.6966	10.8728	8.70078	-5.52129	-2.19156	-1.87751	0.307874	0.15316	0.116682	0.125561	0.108537	0.0884611	0.461076	0.193121	0.287896	0.119325	0.318361	0.0786816	0.314039	0.384106	0.372798	0.122933	0.225983	0.119491	0.196874	0.0822277	0.0656104	0.0367758	0.041478	0.0162202	-0.533455	-3.83517	4.34852	-0.460151	6.16388	6.27695	-1.10654	5.56647	8.8528	10.9306	-0.562473	8.7376	9.97356	10.5773	10.3793	12.6419	11.2453	8.78092	-5.91817	-2.33296	-2.10453	-0.929869	-3.48028	4.49124	-0.453939	5.69891	6.48631	-0.604176	5.20617	8.72013	10.8124	-0.712072	8.95169	9.97355	10.3759	9.56793	12.6754	11.0037	9.45709	-5.59722	-2.06254	-1.99083	-1.4025	-3.74688	4.48228	-0.552082	6.21537	6.3418	-1.82627	5.32406	9.31825	10.778	-0.502624	9.12968	10.0019	11.1463	10.5101	12.87	11.1612	8.64522	-4.76852	-2.15797	-1.42637	-0.0803501	-3.04792	4.74965	-0.598189	6.16092	6.21825	-0.329371	5.1038	9.07703	11.1237	-0.597786	9.40919	10.3324	10.0306	10.3182	12.3521	10.6807	9.08112	-5.09255	-1.68713	-2.34537	-1.02333	-3.72259	4.39986	-0.519041	6.19397	6.14409	-1.36006	5.61641	9.22343	10.5565	-0.992464	9.01595	9.25729	10.6159	9.18169	13.0617	10.9746	8.36368	-4.36737	-2.0892	-1.71211	-1.47211	-3.47234	4.72324	-0.832459	6.05432	6.44499	-0.272263	5.59278	9.30934	11.0443	-0.140654	9.32518	10.4327	11.3671	10.3987	13.1834	10.9902	8.72247	-5.48222	-1.93981	-1.74113	-0.977739	-2.85822	4.42451	-0.368057	6.14578	6.20043	-0.868813	5.47369	9.31432	11.2404	-0.243923	9.33121	10.4668	11.3392	9.70659	12.8698	10.2394	8.86041	-5.8607	-1.72892	-1.74839	-0.492578	-3.01139	4.2432	-0.305417	6.56966	5.8523	-1.46311	5.31307	9.26302	10.8507	-0.516051	9.27729	10.4534	11.1841	10.1931	12.6324	11.1545	8.51464	-5.09819	-1.96061	-2.35279	-4.276333e+01	8.824348e+01	4.548015e+01
500	-1.20303	-2.97581	4.65049	-1.43822	6.29536	6.46749	-0.00185607	5.66223	8.98201	10.7061	-0.653576	8.90213	9.54635	10.8309	9.80936	12.3562	9.57788	10.1656	-5.99428	-1.98199	-2.06871	0.365061	0.0599347	0.337134	0.285714	0.144506	0.0899385	0.821636	0.318167	0.14958	0.124489	0.0559309	0.0934648	0.226104	0.253755	0.407122	0.0878095	0.161059	0.0983897	0.130687	0.070457	0.166925	0.0383794	0.0609728	0.0131313	-0.34754	-2.83185	5.04489	-1.5157	6.33345	6.40292	-0.316901	5.9867	8.72977	10.5247	-0.284586	8.72794	9.6659	10.647	9.26742	11.9987	9.90003	10.2349	-5.5426	-2.23969	-2.02748	-1.52581	-2.97969	4.21726	-1.83237	6.20749	6.22058	-0.944907	5.44941	8.93062	11.1549	-1.01459	8.83819	9.94121	10.9032	9.97529	12.4188	9.72501	10.288	-5.92874	-2.0889	-1.94485	-1.43288	-2.62119	4.72578	-0.86079	6.37176	6.14411	-0.43187	5.96261	9.26612	10.4333	-0.535279	8.96715	9.00126	11.3253	9.98116	12.2121	9.70777	9.81262	-5.75076	-2.49848	-1.29667	-0.0155562	-2.91919	5.15446	-1.51574	5.92494	6.08338	-0.0193061	4.99109	9.03731	11.0704	-0.977166	9.25118	9.81707	10.0207	9.39756	12.6221	9.38791	9.85523	-5.76681	-1.71161	-2.29635	-1.31096	-3.17193	4.76242	-1.16487	6.19832	6.52956	-1.58507	5.47998	8.89482	10.6869	-0.707937	8.86475	9.05354	10.5751	9.36947	12.55	9.08244	9.99403	-5.50767	-2.12654	-1.67879	-1.05955	-3.11756	5.3033	-1.98377	6.38354	6.43591	-0.327022	5.89049	9.02607	10.6797	-0.41876	9.03498	9.83017	10.8812	9.62164	12.1427	9.21078	10.1149	-5.35172	-1.9964	-1.80393	-1.09572	-2.88283	4.42673	-1.76459	6.01759	6.31386	-0.0151915	5.64462	9.21491	10.8584	-0.662364	9.21316	10.505	11.0252	9.7186	12.4752	10.1408	11.0076	-5.42486	-1.71371	-1.84024	-0.806735	-2.79989	5.07035	-0.761689	6.62405	6.04817	-0.734935	5.40288	8.93088	10.2293	-0.547428	9.08184	10.0854	10.3484	10.2158	12.836	9.78787	10.392	-5.97315	-1.8933	-2.37885	-3.789239e+01	7.891100e+01	4.101861e+01
600	-0.77309	-2.66302	5.28502	-1.65127	5.98842	6.19078	-0.104778	5.42212	9.34221	11.0518	-0.564384	9.14777	10.1859	10.6203	10.176	12.9347	9.68298	8.55804	-4.97985	-1.9486	-1.95992	0.302584	0.180971	0.0968503	0.333936	0.0646139	0.0797455	0.115267	0.1198	0.0950923	0.287186	0.156734	0.111854	0.192353	0.116469	0.399334	0.269079	0.162646	0.290611	0.0827872	0.18511	0.0812349	0.0361892	0.0479512	0.016478	-0.772288	-2.58888	5.10742	-1.46078	6.08769	6.50762	-0.424945	5.73426	9.37883	11.0014	-0.806865	9.02415	9.53714	10.5832	9.36666	12.7994	9.94293	8.4498	-4.8849	-2.20696	-2.0292	-1.5449	-2.55897	4.65677	-1.72895	5.80144	6.19602	-0.383833	5.52259	9.05709	11.1593	-0.904401	9.08128	9.98398	10.6067	10.0999	12.3613	9.37612	8.10717	-4.94298	-2.12807	-1.8574	-1.47687	-2.96204	5.08931	-1.87189	5.89638	6.12565	-0.703213	5.30483	9.37771	10.2689	-0.540143	9.39848	10.0943	11.2188	10.2677	13.1926	9.74043	9.22288	-5.10389	-1.89145	-1.63263	-0.0126101	-2.54757	5.27553	-0.764887	6.08202	6.68069	-0.546041	5.11054	8.43969	10.7229	-0.120845	8.93714	10.4118	10.4524	10.4031	12.5075	9.57682	8.8554	-5.28301	-1.63493	-2.05228	-1.1865	-3.01497	5.01054	-1.80912	5.96442	6.4389	-0.236648	5.77512	9.00057	10.7644	-0.974751	8.77917	9.91873	11.1655	9.92665	13.4185	9.77419	8.78756	-5.1382	-2.28338	-1.63777	-1.38203	-2.76866	5.21025	-0.691395	5.87223	5.84346	-0.171732	5.62861	9.32593	11.2299	-0.176154	9.25853	9.49062	11.0599	10.4136	12.7287	8.9619	8.86043	-4.67158	-1.901	-1.68016	-1.84876	-2.90294	5.31307	-1.86105	6.31099	6.35875	-0.075106	5.77088	9.0991	10.292	-0.125723	9.20212	9.79758	10.4478	10.0995	12.6375	9.39478	8.5942	-4.7164	-1.67939	-1.85133	-0.551065	-2.55403	5.10398	-1.88319	5.82157	6.55869	-0.0239973	5.54815	9.00511	10.2957	-0.537043	9.03414	10.1503	10.9353	9.80776	13.2072	9.58371	7.87082	-4.91033	-2.03703	-2.16546	-2.111640e+01	8.035014e+01	5.923374e+01
700	-1.15311	-3.16301	5.05831	-1.23954	6.35774	6.44541	-0.476185	5.70649	9.17898	10.9118	-0.290807	9.24814	10.2928	10.7725	9.79245	12.8484	9.9569	8.70906	-5.08568	-2.08539	-1.92736	0.227478	0.346148	0.0788668	0.0970241	0.0554064	0.22506	0.162187	0.105763	0.104266	0.135298	0.0820629	0.0831484	0.0391016	0.281765	0.37482	0.128554	0.728235	0.186926	0.171829	0.104551	0.274261	0.0530916	0.0297293	0.0177835	-0.731054	-2.59592	4.92699	-1.67846	6.11953	6.21384	-0.703691	5.75542	9.33735	10.8433	-0.311395	9.23601	10.3221	10.9095	9.17259	12.2221	10.1535	8.78962	-5.25732	-2.36383	-1.92097	-0.491982	-3.20313	4.88595	-1.33063	6.2734	6.2773	-0.733693	5.73431	8.9467	10.9696	-0.412378	9.31189	10.2523	11.0366	10.5085	14.0494	10.7909	8.54756	-4.78088	-1.95343	-1.94727	-1.45017	-2.9628	5.26944	-1.6984	6.47158	6.66874	-1.20238	5.57484	9.31326	11.018	-0.716736	9.07652	10.2259	11.4625	9.7577	12.449	10.0129	8.03832	-5.18513	-2.00583	-1.49865	-0.0132286	-4.27575	4.90529	-1.46692	6.21118	6.23857	-0.175928	5.11634	8.84328	10.5985	-0.671429	9.15872	10.4357	10.0837	10.1032	12.9697	11.646	8.4705	-5.22931	-1.66133	-2.39076	-1.31333	-4.38177	4.94105	-1.59264	6.40183	6.20977	-1.11139	5.73566	9.04252	10.9204	-0.218778	9.21244	10.4527	11.1245	9.25242	12.2776	10.777	8.42544	-4.85477	-2.00474	-1.756	-1.67473	-3.40869	5.03369	-0.942872	6.38076	6.39564	-0.102692	5.97036	9.27693	11.3029	-0.37902	9.20122	10.038	10.7856	9.19637	13.2084	10.4779	8.08604	-4.97662	-2.00417	-1.76591	-1.44887	-2.79687	5.00933	-0.657983	6.45249	6.12973	-0.260766	5.78074	8.85691	11.0237	-0.0355256	9.17936	10.3145	10.4028	10.1914	13.5496	10.4607	8.85104	-5.24106	-1.63038	-1.92637	-1.00876	-4.00134	4.96416	-1.70421	6.33816	6.35154	-0.794975	5.29674	9.02888	10.3278	-0.17506	9.12246	10.488	10.5853	8.98424	11.9471	10.544	8.86227	-5.03287	-2.08976	-2.23885	-4.368310e+01	7.629380e+01	3.261070e+01
800	-0.712383	-2.72551	4.53387	0.213883	6.42765	6.23702	-0.627985	5.48015	9.12672	10.7744	-0.88875	9.08733	10.3763	10.9767	10.2624	13.3115	11.9476	9.28622	-5.5327	-1.91034	-2.14052	0.598773	0.215328	0.404081	0.139703	0.18121	0.189995	0.488969	0.0824974	0.0726128	0.196664	0.0740398	0.0581575	0.0532253	0.137266	0.340923	0.280643	0.168496	0.150009	0.0499386	0.18182	0.0980258	0.0443536	0.0429824	0.0192161	-0.558543	-2.50033	4.63454	0.313893	6.15805	6.0453	-1.04694	5.53863	9.32363	10.8086	-0.961862	9.10858	10.4447	11.0509	9.98938	13.9309	12.4789	8.69901	-5.68332	-2.33806	-2.09174	-0.842374	-2.60864	4.87117	0.169698	6.29842	6.15497	-1.12799	5.62723	9.09366	10.6766	-0.784775	9.11179	10.4957	11.8091	9.68848	13.7649	11.9161	9.81674	-5.27973	-2.01156	-1.99559	-1.4921	-2.54015	4.16603	0.106946	6.46614	6.13592	-0.579041	5.74965	8.98142	11.0929	-0.84903	8.866	10.252	11.1394	9.97667	12.9995	12.6722	9.13213	-5.64749	-1.90569	-1.64851	-0.0572786	-2.59779	5.21661	0.109885	6.56782	6.64273	-0.133999	5.59664	8.75775	11.1321	-0.909998	9.01406	10.2391	10.3193	9.67841	12.9317	11.3066	9.23876	-5.63669	-1.74975	-2.29754	-1.61317	-3.13031	4.7078	0.0043972	6.41303	6.63799	-0.831098	5.63742	9.08608	11.0279	-1.39978	9.05849	10.4173	11.2879	10.1112	13.1716	11.5806	9.82615	-5.09284	-1.91893	-1.97584	-1.15896	-2.57968	4.43788	0.17278	6.21004	5.52246	-1.08063	5.5015	9.11401	11.3448	-0.972899	9.03005	10.4218	11.2343	10.2055	14.9334	11.6673	9.28483	-5.5563	-1.76342	-1.85458	-1.08555	-2.95671	5.10264	0.457977	6.3521	6.29975	-1.5097	5.44065	9.00745	10.8205	-0.697222	9.03104	10.3349	10.8345	10.5201	13.1324	12.78	9.08398	-5.69658	-1.70912	-1.89308	-0.792344	-2.55844	4.97594	0.307594	6.89051	6.50245	-0.834824	5.31945	9.10665	11.3421	-0.425839	9.26213	10.4789	10.837	9.01321	12.4092	12.1614	9.11467	-5.91618	-1.85443	-2.62552	-3.280216e+01	7.999463e+01	4.719247e+01
