iter	M_lnTg(1)	M_lnSULT_Km_apap(1)	M_lnSULT_VmaxC(1)	M_lnUGT_VmaxC(1)	M_lnVmax_AG(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	Var_lnTg(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_VmaxC(1)	Var_lnVmax_AG(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnSULT_VmaxC(1.1)	lnUGT_VmaxC(1.1)	lnVmax_AG(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnSULT_VmaxC(1.2)	lnUGT_VmaxC(1.2)	lnVmax_AG(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnTg(1.3)	lnSULT_Km_apap(1.3)	lnSULT_VmaxC(1.3)	lnUGT_VmaxC(1.3)	lnVmax_AG(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnTg(1.4)	lnSULT_Km_apap(1.4)	lnSULT_VmaxC(1.4)	lnUGT_VmaxC(1.4)	lnVmax_AG(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnTg(1.5)	lnSULT_Km_apap(1.5)	lnSULT_VmaxC(1.5)	lnUGT_VmaxC(1.5)	lnVmax_AG(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnTg(1.6)	lnSULT_Km_apap(1.6)	lnSULT_VmaxC(1.6)	lnUGT_VmaxC(1.6)	lnVmax_AG(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnTg(1.7)	lnSULT_Km_apap(1.7)	lnSULT_VmaxC(1.7)	lnUGT_VmaxC(1.7)	lnVmax_AG(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnTg(1.8)	lnSULT_Km_apap(1.8)	lnSULT_VmaxC(1.8)	lnUGT_VmaxC(1.8)	lnVmax_AG(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	LnPrior	LnData	LnPosterior
16480	-0.740505	6.93275	6.14366	8.58151	10.7545	12.2031	12.3513	10.6576	-4.9926	-1.76976	-2.1659	0.331124	0.0721847	0.189126	0.0558089	0.231514	0.136374	0.162936	0.117979	0.483916	0.154997	0.131496	0.118046	0.0414863	0.0173475	-0.753423	6.80678	6.33014	8.66564	10.6985	12.6039	12.6742	10.2414	-5.97593	-2.29215	-2.12386	-1.00081	6.75849	6.26901	8.73546	10.9494	12.4486	12.8395	10.3433	-5.75273	-2.1557	-1.88765	-1.46783	6.88074	6.19849	8.53688	10.8904	12.097	12.2613	10.8423	-4.50499	-2.18148	-1.5398	-0.462852	6.74254	5.68816	8.77742	9.64138	11.1462	12.4741	10.7551	-5.04889	-1.65845	-1.97444	-1.42866	7.11449	6.42906	8.62382	11.1189	12.5282	12.0964	11.0162	-5.61274	-2.09537	-1.73558	-1.1264	7.08046	6.41282	8.65414	10.6833	12.5772	12.312	10.6172	-4.98677	-1.85299	-1.83366	-0.806759	6.50276	5.70303	8.6313	10.541	12.403	12.9005	10.2028	-5.3998	-1.59327	-1.85745	-0.749661	7.43174	5.88569	8.57479	10.2125	12.0566	12.3795	11.0565	-4.78012	-1.96146	-2.41142	-3.003544e+01	6.139192e+01	3.135649e+01
16640	-0.905527	7.10091	6.17315	8.58291	10.3407	12.1871	10.8916	10.717	-5.46841	-1.72016	-2.00936	0.150969	0.121878	0.143434	0.0739631	0.113719	0.349291	0.0960226	0.141044	0.639309	0.154308	0.170976	0.0802393	0.0444003	0.0147214	-0.667568	6.39134	5.98346	8.64036	10.5388	12.1947	10.3701	10.6404	-4.8942	-2.32097	-2.11209	-1.27274	7.02284	6.52747	8.8188	10.4227	11.4766	10.6966	10.7492	-5.46485	-2.05493	-1.84202	-1.14685	7.07429	6.36708	8.64879	11.1543	12.2986	10.6453	11.2774	-5.51752	-2.14925	-1.47537	-0.535557	7.54919	6.0528	8.91137	9.33949	11.7004	10.9336	10.648	-5.38224	-1.75031	-2.44392	-1.53208	6.73867	6.02287	8.92546	10.6379	12.9539	11.0686	10.7433	-5.7565	-1.9786	-1.97429	-1.25395	7.4898	6.61522	8.81842	10.7367	12.1488	11.4211	10.7701	-5.89562	-1.75083	-2.00249	-1.49249	6.66832	5.95122	8.56633	10.387	11.6948	10.351	10.8389	-5.82757	-1.65071	-1.7591	-1.01424	7.29596	5.66322	8.64054	10.1972	12.6042	10.8618	10.4381	-4.49517	-2.03397	-2.60619	-3.578565e+01	6.777259e+01	3.198693e+01
16800	-0.883783	6.68832	6.1898	8.74451	10.4934	12.9948	11.3464	11.8831	-5.83928	-2.04577	-1.84237	0.253793	0.177814	0.123258	0.0740456	0.236437	0.2214	0.142112	0.199385	0.0894617	0.0878114	0.41801	0.0667448	0.0319398	0.0105122	-0.469709	6.56553	6.15816	8.75271	10.5747	13.1145	11.3354	12.0619	-5.68653	-2.0673	-2.14731	-0.79346	6.7513	6.2088	8.8954	10.4374	13.3651	11.4715	12.2661	-5.99119	-1.92734	-1.93476	-1.29386	6.89434	6.15948	8.65427	11.0308	12.2845	11.3141	12.2712	-5.64394	-1.98151	-1.49927	-0.46455	7.28948	5.88528	9.0529	9.50484	11.6702	11.1142	 11.6	-5.78346	-1.72218	-2.50165	-1.15712	6.93806	6.38181	8.74809	10.8782	12.6852	11.2365	11.824	-5.87189	-1.86606	-1.7279	-1.08131	6.07738	5.54448	8.51209	10.8163	13.2963	11.0868	11.8477	-5.75206	-1.91965	-1.69266	-0.875725	6.55674	5.78591	8.69118	10.2254	12.8195	11.7687	11.9998	-5.72229	-1.62337	-1.86457	-0.845692	7.47693	5.76731	8.88987	9.87929	13.9705	11.579	11.6352	-5.85461	-1.91903	-2.82134	-2.508899e+01	7.476503e+01	4.967604e+01
16960	-0.771938	6.92898	6.017	8.75049	10.4698	12.7695	11.6841	11.9842	-4.89304	-1.86068	-1.85313	0.245503	0.126537	0.0804404	0.0956506	0.130721	0.393603	0.155617	0.167733	0.184994	0.0557752	0.0688295	0.0548895	0.0339817	0.0160547	-0.888386	6.88507	6.36419	8.52042	10.4349	12.4035	11.474	12.6356	-5.19075	-2.23367	-2.08232	-0.758815	6.80448	6.08485	8.91371	10.6356	12.7863	11.7597	11.8794	-4.87717	-1.97069	-2.06579	-1.25805	6.79773	6.09467	8.74554	10.9008	12.6227	11.7171	12.0478	-5.21505	-2.01922	-1.64666	-0.471171	7.20783	5.81973	8.80357	9.63651	11.7997	11.547	12.7537	-3.85503	-1.75706	-2.34079	-1.16026	6.70913	6.01482	8.76986	10.6573	14.0636	11.9993	11.5476	-4.52456	-1.93057	-1.9548	-1.80489	6.83966	5.88905	8.61683	10.5256	13.1077	10.8598	11.3568	-4.88338	-1.68191	-1.98817	-1.27049	7.02291	6.10463	8.62327	10.3417	12.7952	11.7689	12.2393	-4.73909	-1.68704	-1.96433	-0.51276	7.34289	5.69118	8.82496	10.2732	13.6191	11.9051	12.2634	-5.06114	-1.91809	-2.69319	-2.670859e+01	7.264276e+01	4.593418e+01
17120	-1.08141	6.92471	6.04597	8.74332	10.5383	12.7663	12.0374	10.6158	-5.02002	-2.17228	-2.16196	0.130423	0.214402	0.126211	0.0416926	0.375111	0.345122	0.185239	0.0537509	0.157994	0.226423	0.181731	0.072371	0.0308616	0.0125288	-0.521158	6.73089	6.29034	8.67608	10.4649	12.8111	12.1224	10.3833	-5.61883	-2.35564	-2.08992	-1.03211	7.00118	6.36666	8.81247	10.884	13.9442	11.6301	11.0741	-5.02385	-2.07288	-1.98591	-1.42209	7.11994	6.23644	8.58705	10.9302	13.1877	11.9079	10.2129	-4.46163	-2.18106	-1.67261	-0.530474	6.9092	5.4184	8.84948	9.31986	11.8377	11.457	10.5346	-5.05177	-1.78221	-2.40688	-1.35829	6.74673	6.22501	8.69009	10.7293	12.818	10.8787	10.6942	-5.23235	-2.03683	-1.7714	-1.25703	6.47223	5.73456	8.51319	10.9907	13.7074	12.0424	10.4362	-4.88993	-1.92657	-1.81498	-0.964768	7.00849	6.12103	8.74327	10.2223	12.5609	12.0408	10.5677	-4.49465	-1.67435	-1.95866	-1.3012	7.37376	5.7696	8.58071	10.193	12.7143	12.4649	10.1668	-5.15877	-1.95357	-2.59405	-3.573294e+01	7.042072e+01	3.468778e+01
17280	-1.3371	7.05356	6.14116	8.84275	10.4894	12.1482	12.973	10.0152	-5.60709	-1.70549	-1.99605	0.235543	0.0628721	0.116315	0.133939	0.262674	0.321724	0.251516	0.0859672	0.182055	0.0952415	0.0811673	0.0667749	0.0479491	0.0148439	-0.899843	6.47829	5.94374	8.57956	10.3666	11.6774	12.0945	10.3044	-5.61554	-2.16368	-2.11946	-1.28898	7.21563	6.54802	8.84992	10.6298	12.2482	12.4845	9.79108	-5.21607	-2.01294	-2.06111	-1.40166	7.20899	6.44068	8.76146	11.0018	12.535	11.8046	10.0096	-4.83499	-1.98537	-1.62958	-0.488758	6.95558	5.74852	8.98371	9.47451	11.3882	12.8306	10.2932	-5.32996	-1.69199	-2.26903	-1.44924	7.08544	6.39995	8.6396	10.7434	12.7932	12.6234	10.5371	-5.46169	-1.90017	-1.73436	-1.60357	6.93703	6.29436	8.53081	11.3157	13.0088	12.5733	10.3778	-5.78274	-1.90098	-1.77619	-1.06888	6.88798	5.96729	8.70442	10.046	12.7685	12.8341	10.1174	-5.61183	-1.45662	-1.98624	-0.71616	6.91737	5.48685	8.67859	10.0963	12.7767	11.3845	9.38234	-5.93226	-1.87209	-2.51644	-3.433574e+01	7.097846e+01	3.664271e+01
17440	-1.1641	7.25929	6.40836	8.85384	10.2864	12.9941	11.7084	9.38605	-4.79501	-1.82552	-1.77361	1.28586	0.0608344	0.0905286	0.0559289	0.390327	1.0399	0.0773688	0.0797242	0.212016	0.0648402	0.285214	0.0916307	0.0364671	0.0139413	-0.470375	7.11477	6.58678	8.66378	10.55	13.1798	11.8913	9.49543	-5.05171	-2.2805	-2.13902	-1.18869	7.23852	6.46799	8.77901	10.7372	12.2692	11.8571	9.79554	-4.23049	-1.95049	-2.07507	-1.69053	7.37003	6.53799	8.85969	10.8347	12.3948	12.3682	9.77463	-5.0598	-1.8742	-1.75984	-0.569387	7.06226	5.73353	8.84057	9.37376	11.5268	11.8899	8.82227	-5.2205	-1.66999	-2.27144	-1.63625	6.75181	6.21705	8.76404	10.8546	13.1256	12.0862	9.37329	-4.61469	-1.70597	-1.77685	-1.04457	6.93029	6.14741	8.76074	11.1072	13.7388	11.622	9.77132	-5.10515	-1.7797	-1.95883	-1.06727	7.21292	6.29202	8.76217	10.1904	14.3017	11.5547	9.60871	-4.95659	-1.53813	-1.99333	-0.599369	7.30834	5.74805	8.70697	10.356	12.6858	11.8181	9.66865	-4.93395	-1.97778	-2.58284	-4.205506e+01	6.487464e+01	2.281958e+01
17600	-0.729308	7.15906	6.24855	8.69739	10.0547	12.4179	12.1817	9.78804	-5.65705	-1.80861	-1.82174	0.29483	0.126201	0.087916	0.0527818	0.345598	0.222481	0.0751435	0.948286	0.272834	0.117631	0.0916252	0.0578836	0.0486918	0.0166768	-0.939085	6.59265	6.27034	8.39407	10.3227	11.7397	12.2029	10.1353	-4.81183	-2.39615	-1.97365	-1.34373	7.47006	6.68852	8.86362	11.1102	12.5724	12.0234	9.3214	-5.49901	-1.96149	-2.13343	-1.46866	6.89454	6.06887	8.67434	10.8938	12.1607	12.3601	10.404	-5.59919	-1.85154	-1.63371	-0.480623	7.6456	6.17065	8.90193	9.3397	11.6693	12.4028	8.83903	-5.99799	-1.57559	-2.35766	-1.11315	7.0766	6.54394	8.68297	11.1271	12.6164	11.7096	10.5125	-5.7229	-1.85646	-1.64968	-1.56969	7.31775	6.47129	8.62572	10.2767	13.0894	12.3851	10.4059	-5.98382	-1.92366	-1.8598	-1.30937	6.73643	5.78024	8.73155	9.92214	12.8973	12.2176	9.05474	-5.47168	-1.54396	-1.99442	-0.73458	7.20216	6.02596	8.59479	10.1984	12.2293	12.3236	7.70962	-5.2205	-1.96363	-2.2916	-3.859592e+01	6.329967e+01	2.470375e+01
17760	-0.844989	6.90778	5.94712	8.69197	10.2187	11.9978	12.3835	8.91254	-4.99093	-1.77115	-2.09631	0.289803	0.0942871	0.0731738	0.0472275	0.664624	0.190033	0.115201	0.15147	0.180181	0.147671	0.152921	0.0673157	0.0355114	0.0209362	-0.863091	6.65156	6.13717	8.62849	10.4823	11.8917	12.5569	9.12011	-4.74825	-2.16566	-2.17849	-1.12961	6.98088	6.25161	8.70477	10.692	12.8167	12.5559	8.73959	-4.91032	-2.08424	-1.99212	-1.43465	7.10924	6.31474	8.6231	10.8649	12.0787	12.0368	8.88807	-5.10337	-2.02157	-1.54424	-0.465763	7.26448	5.93526	8.8667	9.51193	11.6111	12.2944	9.71086	-5.02968	-1.61194	-2.26699	-1.17955	6.65122	6.03222	8.6488	11.0992	12.7628	12.3703	8.66095	-4.78934	-2.01193	-1.75375	-1.78428	7.34289	6.40373	8.75569	10.3868	12.7089	12.22	9.18144	-4.69697	-1.87167	-2.06019	-1.01594	6.82181	5.98088	8.7319	10.5861	12.564	11.9678	8.93843	-4.65706	-1.57702	-1.96171	-0.521676	7.3215	5.97907	8.6714	10.5746	11.7679	12.1247	8.92834	-5.26135	-1.87889	-2.38793	-2.349609e+01	6.205359e+01	3.855750e+01
17920	-1.29234	6.61154	5.98358	8.88535	10.2379	12.9371	11.9744	9.22528	-5.80295	-1.80265	-2.30012	0.77964	0.168377	0.118281	0.131918	0.177208	0.317217	0.0698283	0.0574774	1.04586	0.0946926	0.224619	0.0758763	0.0351318	0.0228461	-0.569697	6.40122	5.9004	8.6188	10.2678	12.9415	12.2583	8.89608	-5.84548	-2.19081	-2.139	-1.56027	6.56029	5.84537	8.95951	10.25	13.2566	11.935	9.41065	-5.78122	-2.00219	-2.12777	-1.56297	6.74548	5.71091	8.65363	10.8107	13.5297	12.172	9.20569	-3.63167	-2.11067	-1.91894	-0.539283	7.44094	6.00368	8.99123	9.43078	12.0657	11.9725	8.99062	-5.904	-1.51987	-2.42381	-1.60377	6.62534	6.09311	8.83534	10.407	12.3746	11.9088	9.65422	-5.99144	-1.83987	-1.93363	-1.37055	6.08112	5.45503	8.55273	10.295	13.8597	12.0713	9.3374	-4.24197	-1.96422	-1.86856	-0.727868	6.68483	5.95689	8.62078	10.4004	13.2043	12.0053	9.23195	-5.74527	-1.67696	-1.81185	-0.821715	7.25928	5.7216	8.89432	9.88989	12.9967	11.7193	9.37282	-4.42201	-1.93516	-2.7387	-3.560038e+01	5.621419e+01	2.061381e+01
18080	-1.1735	6.58241	5.73063	8.66372	10.15	12.984	12.0417	9.50511	-5.47016	-1.9087	-2.17601	0.0963996	0.133067	0.0881405	0.0695803	0.156814	0.0876947	0.175789	0.087687	0.551237	0.103911	0.120325	0.0751578	0.0319119	0.0161274	-0.776716	6.36013	5.89508	8.82748	10.3367	12.7543	11.759	9.52857	-4.79054	-2.10931	-2.31144	-1.32614	6.44928	5.7156	8.73086	10.6039	13.2326	12.2203	9.40264	-3.61501	-2.1408	-2.07724	-1.35691	6.72616	5.8898	8.74336	10.8308	13.2317	11.893	9.39788	-5.10698	-1.91135	-1.6771	-0.455289	7.17595	5.53124	8.93779	9.47746	12.6841	11.4994	9.168	-4.67907	-1.59365	-2.65514	-1.54529	6.76169	6.05645	8.63859	10.5641	13.5379	12.028	9.31542	-5.91674	-1.85666	-1.85788	-1.31188	6.47069	5.6552	8.6199	10.5141	13.0582	11.5938	9.19844	-5.6522	-1.88184	-1.82787	-1.34138	6.42486	5.71744	8.57899	10.2569	12.7891	12.038	9.04352	-5.38932	-1.68509	-1.77213	-1.24348	7.17204	5.60736	8.50643	10.121	13.17	11.45	9.1857	-4.4847	-2.04268	-2.50606	-1.884132e+01	6.267501e+01	4.383369e+01
18240	-1.19378	6.75723	5.71068	8.57361	10.6481	12.7886	10.7039	10.0896	-5.29945	-1.88728	-1.94159	0.238309	0.139358	0.176284	0.053471	0.155167	0.10024	0.190324	0.112665	0.301498	0.0796971	0.128484	0.0730069	0.0371746	0.0142335	-0.778405	6.53432	6.01589	8.51509	10.4961	12.6402	10.4757	9.14486	-5.8119	-2.26722	-2.12553	-0.894298	6.7691	6.05819	8.79588	11.0196	12.6762	10.7167	10.1564	-5.95734	-1.88272	-2.01516	-1.21868	6.98999	6.21338	8.67682	11.1071	12.9381	10.963	10.1362	-5.49616	-2.04899	-1.60166	-0.474723	7.02424	5.42619	8.96475	9.47568	12.3015	10.3055	10.3939	-4.007	-1.59616	-2.60429	-1.19287	6.9548	6.41173	8.52804	11.2563	13.1401	10.7104	10.1838	-4.93184	-2.10022	-1.58651	-1.20104	7.19768	6.37093	8.69972	10.8032	12.9726	10.9636	10.1734	-5.11917	-1.7495	-1.9309	-1.30302	6.81545	5.93003	8.59889	10.2902	12.7538	10.8447	10.2266	-5.59063	-1.68938	-1.85746	-0.466112	7.06495	5.67144	8.38956	10.6436	13.2276	11.098	9.97066	-5.23981	-1.95275	-2.21132	-2.696761e+01	6.875668e+01	4.178906e+01
18400	-1.0558	6.82816	5.91419	8.70572	11.0581	12.2897	11.0046	8.82226	-5.60839	-1.91419	-2.01779	0.126129	0.0773219	0.0920483	0.0777366	1.08096	0.122546	0.215857	0.0762036	0.31966	0.0663215	0.0894738	0.0784114	0.026004	0.0127589	-0.698243	6.39117	5.84837	8.73376	10.4518	12.3986	11.1975	8.72692	-5.28821	-2.15577	-2.13664	-1.33617	6.63644	5.94891	8.90475	10.5318	12.173	9.97656	8.68966	-5.52729	-2.03288	-2.04067	-1.30581	6.64593	5.84465	8.63454	10.9367	12.9309	10.3896	8.55762	-5.89617	-1.94159	-1.69358	-0.574186	7.09925	5.79451	9.06763	9.33091	11.3645	11.1083	8.87627	-5.60875	-1.56204	-2.43816	-1.66717	6.95585	6.28285	8.69644	10.708	12.8748	11.4723	8.91747	-5.95504	-2.05129	-1.84432	-1.38793	6.57043	5.87393	8.44455	11.0138	12.1372	11.1692	8.83573	-5.08711	-1.94134	-1.73614	-1.14957	7.28154	6.3793	8.54893	10.425	12.3143	11.09	9.38407	-5.15449	-1.64465	-1.88601	-0.68097	6.81946	5.50889	8.64812	10.1657	12.5264	11.2862	9.15868	-5.27953	-1.96792	-2.32981	-2.726568e+01	6.843281e+01	4.116713e+01
18560	-0.943352	6.63667	5.87715	8.87473	10.3392	14.1283	11.9052	9.31702	-5.40016	-1.97256	-2.27553	0.302386	0.260146	0.048978	0.0624173	0.119706	2.41604	0.079053	0.159503	0.11854	0.0754522	0.119409	0.0685677	0.0321068	0.0163572	-0.513031	6.13698	5.69216	8.67788	10.3193	12.7476	11.6242	9.21472	-5.32424	-2.2764	-2.26423	-1.11055	6.99642	6.22834	8.83866	10.426	13.7669	12.0137	9.64629	-5.72994	-1.91882	-2.05613	-1.4845	6.51982	5.64757	8.74006	10.6178	13.2717	12.0735	9.31828	-5.42995	-2.01488	-1.8349	-0.524284	6.92107	5.64616	8.9214	9.4022	11.1908	12.4845	9.27884	-4.82029	-1.67746	-2.30696	-1.5523	6.73405	6.03393	8.68446	10.7559	14.451	11.5741	9.49093	-4.81219	-1.83588	-1.92233	-1.13631	6.32344	5.65455	8.6418	10.8519	13.1926	11.8432	9.1056	-5.43583	-1.86734	-1.81351	-0.797382	7.0478	6.13046	8.68856	10.2117	14.8234	12.1137	9.05979	-5.31305	-1.59429	-1.91202	-0.75348	7.29693	5.82951	8.67915	10.1937	13.163	12.2673	8.93482	-5.36574	-1.91679	-2.53637	-3.137793e+01	7.084450e+01	3.946656e+01
18720	-0.620739	6.64596	5.69365	8.76386	10.5991	13.5371	9.98646	9.76259	-4.99341	-1.85147	-2.06956	0.141019	0.0937396	0.0708378	0.0732501	0.130103	0.953597	0.185085	0.192789	0.0804143	0.0911451	0.124738	0.0641179	0.0287277	0.0140132	-0.516525	6.35274	5.87915	8.72241	10.3677	13.5899	9.79215	9.21872	-4.82657	-2.18858	-2.22973	-1.10966	6.59284	5.93667	8.74015	10.5952	13.4682	9.87126	10.0203	-4.98407	-2.04767	-1.96443	-1.16016	6.41231	5.63689	8.69729	11.1415	13.1092	10.0535	9.75974	-4.73715	-1.83033	-1.58762	-0.492546	7.00021	5.63857	8.83449	9.44376	11.7076	9.8933	9.99017	-5.61939	-1.7309	-2.24918	-1.37296	6.56794	5.96658	8.73034	10.702	13.449	9.70898	9.40239	-5.42719	-1.82673	-1.78244	-1.30194	6.46547	5.6837	8.75437	10.4598	13.4906	10.1191	10.042	-4.69162	-1.7819	-2.02794	-1.12694	6.69049	5.69588	8.59387	10.6633	13.9795	9.62244	10.0061	-4.83465	-1.5451	-1.9698	-0.600904	7.04107	5.53354	8.64077	10.7593	13.6887	9.76575	9.40165	-5.26805	-1.84498	-2.55616	-2.042767e+01	6.280402e+01	4.237635e+01
18880	-0.606116	6.50586	5.58743	8.866	10.4054	13.5593	9.75907	10.1208	-5.24139	-1.92928	-2.16425	0.28677	0.101795	0.102848	0.0487282	0.175975	1.28367	0.0717174	0.142754	0.0667971	0.0819121	0.112298	0.0998807	0.0362591	0.0141191	-0.685467	6.51295	5.93741	8.56743	10.5807	14.2793	9.52172	10.6409	-5.06134	-2.26288	-2.22642	-0.882217	6.53711	5.88244	8.82439	10.8426	13.8846	9.65891	10.6006	-4.80973	-1.99683	-1.97486	-1.0895	6.29166	5.49437	8.75623	11.09	13.9735	9.9314	10.4979	-5.54668	-1.70392	-1.70822	-0.464952	6.63882	5.39571	9.01936	9.49019	11.4785	9.29088	9.89721	-5.40228	-1.74003	-2.37606	-1.35495	6.3829	5.81871	8.74576	11.0586	14.1093	9.35727	10.2475	-4.86776	-1.93393	-1.79061	-1.33441	6.43319	5.61365	8.728	10.3222	14.1842	9.64669	9.62174	-5.08829	-1.72984	-1.89633	-1.00359	6.12309	5.39355	8.6264	10.2947	14.3386	9.99212	9.27328	-4.79136	-1.68127	-1.84685	-0.663798	6.62016	5.20148	8.59158	10.4373	14.3192	9.5605	9.69073	-4.96561	-1.92869	-2.43681	-2.837529e+01	6.640473e+01	3.802945e+01
19040	-0.98802	6.5103	5.65775	8.80493	10.5215	14.1928	10.2387	11.32	-5.13891	-2.05083	-2.02539	0.402126	0.0539391	0.0721477	0.0887493	0.152862	0.872179	0.0894184	1.03513	0.127381	0.13954	0.0730764	0.0914263	0.0283619	0.0167898	-0.602236	6.14979	5.68221	8.72061	10.3646	12.9865	10.0437	10.1341	-5.38495	-2.18266	-2.18867	-0.846355	6.5214	6.01337	8.6941	11.1513	14.5429	10.2099	11.266	-5.21114	-2.14782	-1.86683	-1.18149	6.59516	5.90436	8.82481	10.9451	13.0636	10.4642	10.9821	-5.44391	-1.70762	-1.75161	-0.527436	6.81553	5.40389	9.06544	9.38803	11.6765	10.029	10.834	-5.09878	-1.59407	-2.60033	-0.930834	6.23354	5.7321	8.83561	11.2296	14.5844	10.2202	12.2332	-5.65664	-1.98883	-1.73872	-1.07198	6.57766	5.92241	8.67585	11.033	13.9404	10.0556	12.6994	-5.64206	-1.80509	-1.87214	-1.02343	6.37769	5.54528	8.71972	10.3543	14.45	9.9842	10.6243	-5.19952	-1.60585	-1.92839	-1.08778	6.53504	5.3534	8.4977	10.4065	12.8712	10.0767	12.5886	-4.73853	-2.03241	-2.26262	-3.970984e+01	6.647586e+01	2.676602e+01
19200	-0.696047	6.4907	5.85602	8.88474	10.2274	14.0501	12.2508	11.3749	-5.20112	-1.89969	-2.06192	0.156116	0.0992612	0.127975	0.0555822	0.531553	1.55605	0.0492501	0.188184	0.193385	0.0710243	0.109559	0.0519995	0.0356608	0.0167264	-0.818307	6.10755	5.57696	8.50066	10.5759	12.4417	11.9753	11.3487	-5.10647	-2.25664	-2.0269	-1.23466	6.37502	5.89085	8.75774	11.0329	12.7032	12.1967	11.9938	-5.56476	-2.2498	-1.8293	-1.38998	6.70984	5.7776	8.78357	10.7112	14.0037	12.0449	12.166	-5.21002	-1.79789	-1.90481	-0.489797	6.6682	5.48577	8.89401	9.31945	11.4424	12.2593	10.9121	-5.88284	-1.73995	-2.22688	-1.00749	6.47516	5.91548	8.8144	10.8358	13.7346	12.1179	11.5916	-5.61384	-1.74682	-1.89612	-0.855265	6.69301	6.15739	8.81264	10.7461	12.6987	12.4984	11.2404	-5.83864	-1.78214	-1.83678	-0.903793	6.55233	5.93328	8.51232	10.5522	13.9103	12.4698	11.2886	-5.61256	-1.74475	-1.64733	-0.589158	6.35644	5.257	8.48076	10.6878	14.555	12.402	11.0804	-5.58552	-1.96518	-2.20882	-3.230521e+01	5.399896e+01	2.169374e+01
19360	-0.789448	6.55242	5.52099	8.8359	10.7191	13.951	12.3865	11.4656	-5.9394	-1.91367	-2.01867	0.422377	0.119213	0.143565	0.108	0.29243	2.20586	0.804277	0.0644957	0.214981	0.0654476	0.190104	0.0661034	0.0381789	0.0212895	-0.687312	6.18872	5.54467	8.65932	10.4915	14.1688	12.3727	11.5552	-5.34329	-2.19519	-2.21826	-0.597301	6.1258	5.68871	9.01764	10.8123	14.364	11.1309	11.4312	-5.55667	-1.94737	-2.04521	-1.42907	6.65409	5.79069	8.79393	10.9162	14.6459	11.7121	11.6996	-5.94091	-1.72447	-1.8438	-0.479271	6.78525	5.37101	8.88365	9.47236	11.6902	12.008	11.3015	-5.30032	-1.45365	-2.41808	-1.24806	6.40367	5.93422	8.6832	11.0567	13.5297	12.7281	11.5226	-5.80918	-1.92453	-1.75219	-1.19396	5.90193	5.22511	8.76337	10.4712	13.3228	11.5171	11.2664	-5.87513	-1.7881	-1.88085	-2.07504	6.46717	5.59935	8.63228	9.8315	13.9902	11.3458	11.0012	-5.35826	-1.57259	-1.98813	-0.643106	7.08635	5.53301	8.73137	10.0808	12.9436	11.3128	11.2614	-5.46731	-1.92511	-2.51408	-4.445381e+01	6.307836e+01	1.862455e+01
