iter	M_lnTg(1)	M_lnSULT_Km_apap(1)	M_lnSULT_VmaxC(1)	M_lnUGT_VmaxC(1)	M_lnVmax_AG(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	Var_lnTg(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_VmaxC(1)	Var_lnVmax_AG(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnSULT_VmaxC(1.1)	lnUGT_VmaxC(1.1)	lnVmax_AG(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnSULT_VmaxC(1.2)	lnUGT_VmaxC(1.2)	lnVmax_AG(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnTg(1.3)	lnSULT_Km_apap(1.3)	lnSULT_VmaxC(1.3)	lnUGT_VmaxC(1.3)	lnVmax_AG(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnTg(1.4)	lnSULT_Km_apap(1.4)	lnSULT_VmaxC(1.4)	lnUGT_VmaxC(1.4)	lnVmax_AG(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnTg(1.5)	lnSULT_Km_apap(1.5)	lnSULT_VmaxC(1.5)	lnUGT_VmaxC(1.5)	lnVmax_AG(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnTg(1.6)	lnSULT_Km_apap(1.6)	lnSULT_VmaxC(1.6)	lnUGT_VmaxC(1.6)	lnVmax_AG(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnTg(1.7)	lnSULT_Km_apap(1.7)	lnSULT_VmaxC(1.7)	lnUGT_VmaxC(1.7)	lnVmax_AG(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnTg(1.8)	lnSULT_Km_apap(1.8)	lnSULT_VmaxC(1.8)	lnUGT_VmaxC(1.8)	lnVmax_AG(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	LnPrior	LnData	LnPosterior
17920	-0.818207	6.67021	5.59653	8.74192	10.4969	12.8326	12.3594	12.0328	-5.1532	-2.0532	-2.01632	0.112491	0.171835	0.150509	0.0580606	0.15799	0.21382	0.0876688	0.214369	0.301466	0.142926	0.114987	0.0995046	0.0471621	0.0215879	-0.508856	6.26089	5.8543	8.73857	10.7659	12.7799	12.3171	11.7318	-4.60397	-2.17915	-2.1769	-0.997759	6.527	5.95918	8.83387	10.581	13.302	12.062	10.7782	-4.43288	-2.03956	-2.04771	-1.16449	6.25868	5.66796	8.74269	11.044	13.2862	12.6171	11.7776	-5.63807	-2.21793	-1.5789	-0.465765	6.5716	5.19217	8.62761	9.80509	12.0296	12.407	11.6514	-4.82364	-1.70634	-2.20519	-1.33044	6.17106	5.6812	8.81593	10.7008	12.5462	12.0568	12.1093	-5.04339	-1.90578	-1.82558	-0.778536	6.47909	5.84712	8.80847	11.3582	13.572	12.4519	12.0379	-4.62097	-1.77534	-1.84567	-0.863343	6.45469	5.73004	8.6157	10.6706	12.7228	12.2711	12.1685	-5.37717	-1.79953	-1.83092	-0.512205	7.06937	5.58801	8.4167	10.6483	13.0125	11.6965	12.3253	-5.22968	-1.94131	-2.30208	-2.446806e+01	5.180616e+01	2.733811e+01
18080	-0.758616	6.42036	5.58603	8.68804	10.4969	13.5841	12.6808	8.63433	-5.19531	-1.92456	-1.74525	0.0817129	0.142572	0.114001	0.0745418	0.165045	1.0142	0.070931	0.0922963	0.0841533	0.064086	0.0768018	0.0736608	0.0466541	0.0175541	-0.662228	6.28803	5.90226	8.59528	10.8112	14.644	12.6016	9.2652	-4.96899	-2.22193	-2.13415	-0.904572	6.49824	5.76708	8.85064	10.8984	13.3791	12.8247	8.18921	-4.91161	-1.98328	-2.04908	-1.2495	5.89305	5.26977	8.67222	11.2968	14.509	12.4951	8.25576	-4.99996	-2.16338	-1.57725	-0.469246	6.83194	5.44887	8.79215	9.54958	11.4768	12.5605	8.88151	-5.37677	-1.73265	-2.26814	-1.24259	6.58495	6.22188	8.59014	10.9032	12.6076	12.0313	8.43686	-5.31168	-1.99833	-1.5943	-1.11107	6.31478	5.60569	8.63433	10.8197	13.5036	12.7612	8.86653	-5.47754	-1.6948	-1.79943	-0.988803	6.6301	5.96505	8.47711	10.6821	13.3548	12.8408	8.94936	-5.79297	-1.75399	-1.76468	-0.650216	6.30714	5.27316	8.7079	10.1309	13.3543	12.1319	8.81194	-4.98218	-2.05214	-2.33321	-2.757867e+01	5.911996e+01	3.154129e+01
18240	-1.03613	6.19933	5.46285	8.67641	10.8879	14.515	11.8187	10.0002	-5.52467	-1.87011	-2.09476	0.20698	0.242593	0.171304	0.0712622	0.463546	1.24703	0.114127	0.196333	0.112294	0.0538768	0.0716118	0.0786355	0.0429986	0.0228708	-0.579445	6.31445	5.78493	8.74427	10.5504	14.145	11.8601	9.75242	-5.30396	-2.16795	-2.34291	-0.790384	6.28158	5.77164	8.83077	11.3903	13.8753	11.5932	10.0593	-5.67832	-2.04506	-1.87389	-1.2676	5.70951	5.14029	8.59029	11.2211	12.5805	11.6635	10.0995	-5.31343	-1.84853	-1.61648	-0.501395	6.93269	5.58265	8.77946	9.55689	11.5897	11.651	10.6132	-5.11524	-1.79348	-2.3225	-1.40199	6.43137	5.93797	8.86547	10.8913	13.2297	12.1116	10.2089	-4.61518	-1.98601	-1.88835	-1.22041	6.42259	5.83348	8.66364	10.5295	11.82	11.6227	10.0755	-5.82139	-1.91958	-1.79816	-1.07276	5.90051	5.16039	8.6916	10.3384	13.3729	11.6951	10.8051	-5.6864	-1.73124	-1.89264	-0.76883	5.7424	4.8423	8.84389	9.92902	14.1687	12.136	9.75073	-5.13237	-1.80949	 -2.5	-4.184957e+01	5.395988e+01	1.211030e+01
18400	-1.01131	6.53482	5.60576	8.62427	10.0645	12.1292	12.688	12.8561	-5.75559	-1.79423	-1.93043	0.205847	0.136558	0.0627538	0.0783598	0.144611	0.28736	0.076452	0.0903001	0.490113	0.0473383	0.0799584	0.0782138	0.036486	0.0156516	-0.766018	6.2787	5.87557	8.51032	10.2947	11.8556	12.5787	12.7794	-5.7764	-2.29952	-2.04656	-2.10158	6.00826	5.35025	8.89709	10.018	12.0869	12.8259	12.7273	-5.03499	-1.92087	-2.05201	-1.69861	6.12307	5.49437	8.75444	10.599	12.2387	12.3027	12.6541	-5.44423	-2.04403	-1.57215	-0.455752	6.94677	5.63839	8.94978	9.45701	11.5097	12.5588	12.7369	-5.27538	-1.68364	-2.31621	-1.24256	6.19036	5.70611	8.78614	10.74	12.6217	12.4658	12.8737	-5.67999	-1.91126	-1.70636	-1.46275	6.69502	5.98881	8.73179	10.5864	11.7336	12.4835	12.9083	-5.70364	-1.83166	-1.84824	-1.51396	6.41667	5.68377	8.54832	10.2139	11.6705	12.3303	12.7633	-5.41099	-1.73942	-1.74292	-0.80844	6.41519	5.35952	8.6863	10.141	12.2951	12.9791	12.4328	-4.65684	-1.95488	-2.37489	-1.389772e+01	7.062283e+01	5.672512e+01
18560	-0.924678	6.28877	5.60655	8.57847	10.0724	14.1559	11.1859	11.9707	-5.60292	-2.07515	-2.08156	0.141709	0.118438	0.0975049	0.0832017	0.419335	1.93321	0.0829128	0.150353	0.154302	0.0513415	0.123406	0.0535512	0.0379804	0.014884	-0.618406	6.33287	5.83421	8.68671	10.6501	13.922	11.2607	12.0414	-5.13958	-2.24894	-2.1665	-0.821226	5.8657	5.33246	8.91178	10.7357	14.4721	11.3457	11.9538	-5.46812	-2.02381	-2.0048	-1.39928	6.29593	5.67199	8.68162	11.1639	12.6475	11.006	11.9475	-5.76365	-2.10586	-1.44895	-0.480255	6.64045	5.45535	8.85807	9.45239	11.4918	11.0144	12.4258	-5.19556	-1.64385	-2.21878	-1.37774	6.50614	5.9625	8.81205	10.5455	13.1766	10.755	11.8096	-5.71804	-1.97982	-1.76873	-1.13121	6.63892	5.98217	8.69897	10.7597	14.8123	11.0648	11.4571	-5.35783	-1.86273	-1.83034	-1.03886	6.49287	5.6301	8.57751	10.3881	14.0285	11.0353	11.6456	-5.67921	-1.70343	-1.83516	-0.752734	6.19566	5.07313	8.74673	10.1237	14.4062	11.5162	12.5187	-5.72367	-1.92016	-2.49346	-2.911212e+01	7.398976e+01	4.487764e+01
18720	-1.26878	6.60375	5.55531	8.68077	10.3978	11.9232	11.342	10.9238	-5.99629	-2.03839	-2.13049	0.207981	0.117007	0.517316	0.0540933	0.126869	0.456594	0.181706	0.0760482	0.142926	0.0815783	0.135868	0.0916985	0.0417193	0.0178636	-0.567395	5.81076	5.35388	8.47346	10.791	11.8837	10.6095	11.1786	-5.72473	-2.2519	-2.00893	-1.30424	6.65654	5.94702	8.8666	10.488	12.0475	11.0782	10.8529	-5.63903	-2.0911	-2.04467	-1.72816	6.35751	5.55576	8.64938	10.7756	12.2144	11.571	11.2777	-5.82296	-1.8644	-1.70897	-0.608108	6.71626	5.2675	8.79837	9.53478	11.6205	12.333	10.6785	-5.61746	-1.56283	-2.32013	-1.70217	6.52198	5.81157	8.83956	10.241	12.7669	11.245	10.7611	-5.50524	-2.01493	-1.89524	-1.42696	6.54302	5.87403	8.66142	10.6467	11.6343	12.1312	10.8335	-5.66165	-1.70916	-1.77175	-1.10969	6.20104	5.54921	8.79565	10.1549	11.8641	10.7031	10.9418	-5.83585	-1.71791	-1.84735	-0.773889	6.37683	5.27854	8.40433	10.4847	12.751	11.0395	10.9092	-5.62146	-2.04998	-2.12588	-2.661734e+01	5.234984e+01	2.573250e+01
18880	-0.806109	6.5834	5.68959	8.75617	10.5706	13.0262	10.074	8.76926	-4.47889	-1.86543	-1.9627	0.339178	0.0985882	0.0285815	0.0630004	0.328678	1.07716	0.111622	0.224802	0.469609	0.201479	0.115834	0.0797221	0.0343101	0.0162315	-0.587754	6.05975	5.68604	8.64682	10.5221	12.7751	10.4756	8.60225	-4.76195	-2.30248	-2.14874	-1.48956	6.22863	5.58571	8.86692	10.1775	13.3914	10.5903	8.38322	-3.53562	-2.06796	-2.16919	-1.92217	6.24974	5.66384	8.66189	10.6781	12.2345	10.2623	8.58409	-5.37707	-1.6925	-1.49791	-0.481603	6.94552	5.52131	9.03101	9.49447	11.8595	9.19946	8.91114	-5.59208	-1.54252	-2.43899	-1.52349	6.13626	5.59312	8.73155	10.6418	13.5715	10.2201	8.88692	-4.3069	-1.89849	-1.85799	-0.808981	6.53652	5.84037	8.61906	11.2263	13.5815	10.222	8.85807	-5.28624	-1.81018	-1.80232	-0.966173	6.45959	5.73444	8.61946	10.6899	13.2171	9.82681	9.66973	-4.53603	-1.77376	-1.81992	-0.474159	6.79949	5.53123	8.58773	10.3787	14.4416	10.4186	8.00778	-4.33454	-2.00013	-2.45992	-4.675586e+01	6.546829e+01	1.871243e+01
19040	-0.953652	6.58505	5.86124	8.71408	10.9025	12.6595	10.5892	9.06745	-5.94371	-2.01066	-2.00819	1.17311	0.21242	0.0628456	0.0494239	0.1982	0.239174	0.0765317	0.151271	0.195498	0.0932572	0.129947	0.0947266	0.0568671	0.0118113	-1.17684	6.56485	6.07844	8.56641	10.419	11.6685	10.9603	8.92289	-5.69164	-2.08792	-2.12209	-0.682416	6.21844	5.66767	8.8455	11.364	12.8992	10.6426	8.5315	-5.7453	-2.1165	-1.97764	-1.45806	6.42217	5.95837	8.49913	10.9239	11.9818	10.7412	9.08304	-5.63035	-2.08974	-1.35726	-0.482003	7.02518	5.55818	8.75678	9.46804	11.811	10.5693	9.04723	-5.49664	-1.81321	-2.25767	-1.23802	6.34391	5.84698	8.66591	11.1253	14.0916	10.7759	8.76598	-5.83812	-1.98661	-1.7064	-1.6435	6.69777	6.15453	8.62159	10.7216	12.3247	10.5062	8.51269	-5.56058	-1.9066	-1.75109	-1.52549	6.62367	5.8245	8.67172	10.2295	12.6249	11.3461	8.90518	-5.78325	-1.7887	-1.94014	-1.02606	7.19259	5.72935	8.63703	10.1437	12.9689	10.932	8.14748	-5.70408	-1.97788	-2.51571	-3.327899e+01	5.706137e+01	2.378238e+01
19200	-0.66693	6.75561	5.71245	8.72903	10.3002	13.1277	9.8631	9.65686	-5.07495	-1.91296	-2.33071	0.171937	0.218533	0.118469	0.110395	0.384773	0.234205	0.175944	0.063036	0.138142	0.122992	0.2676	0.103917	0.0432606	0.0118151	-0.624521	6.47968	5.99337	8.84692	10.2323	12.9109	9.7105	9.35354	-5.36339	-2.10346	-2.28481	-0.843636	6.69894	5.99675	8.83415	10.3398	12.7815	9.60462	9.39019	-4.85303	-2.13919	-1.98739	-1.48961	6.82791	5.97516	8.71271	10.934	13.2197	9.76067	9.49412	-4.85443	-1.74911	-1.72673	-0.512266	7.10728	5.72655	9.01001	9.32179	11.592	10.1434	9.31076	-5.34603	-1.49103	-2.4434	-1.083	6.38288	6.02572	8.75556	11.1491	12.9249	10.6101	9.74684	-5.39282	-1.98191	-1.63116	-1.81921	6.858	6.06634	8.52274	10.5995	12.9001	9.80682	9.63579	-4.96466	-1.96981	-1.83933	-1.49496	6.30378	5.49668	8.69263	10.1018	12.1479	9.49716	9.84997	-4.85076	-1.67255	-1.9249	-1.1792	6.54018	5.24457	8.85264	10.4947	13.5304	9.08794	9.88841	-5.02995	-1.81969	-2.49669	-3.702868e+01	6.079422e+01	2.376554e+01
19360	-0.69917	6.45302	5.79698	8.69944	10.4962	13.5611	9.20241	9.37991	-5.2712	-1.9543	-1.81963	0.122307	0.254091	0.0460019	0.0501252	0.285446	2.17192	0.147764	0.057998	0.0919421	0.0968086	0.0689812	0.0467089	0.025733	0.0115593	-0.595955	6.48612	6.0202	8.6554	10.5085	12.3808	9.49272	8.94532	-4.93215	-2.18641	-2.13525	-0.803587	6.60433	5.97288	8.8464	10.9679	14.5654	8.83282	9.48751	-5.92352	-2.04004	-1.93002	-1.39551	6.35886	5.67671	8.88243	10.9019	13.0023	9.21042	9.4025	-5.37394	-1.87352	-1.7359	-0.481244	7.00284	5.69848	8.86957	9.39974	11.5403	9.4131	9.47944	-5.14883	-1.68364	-2.25579	-0.852587	6.15197	5.68231	8.73112	11.3455	14.5962	8.82522	9.7719	-5.1951	-1.96723	-1.74593	-1.12662	6.84289	6.08915	8.67763	11.0303	14.0801	8.75554	9.39399	-4.65726	-1.89203	-1.83706	-1.01697	6.23197	5.5744	8.68981	10.4708	12.2022	10.0122	9.04822	-5.24073	-1.69243	-1.79638	-0.482966	6.8757	5.42179	8.72455	10.5287	14.127	9.7839	9.10226	-5.38285	-1.98643	-2.51477	-3.258695e+01	7.255119e+01	3.996425e+01
19520	-1.31653	6.78012	5.81015	8.76038	10.2188	12.7129	9.6052	10.8251	-5.16695	-1.74	-1.97009	0.139078	0.084015	0.0700846	0.0793392	0.0862544	0.164725	0.260472	0.077423	0.325158	0.114494	0.086515	0.0695895	0.0558446	0.0134437	-0.73144	6.51826	5.98506	8.6071	9.98761	12.5111	8.81607	10.6128	-4.13971	-2.28774	-2.10721	-1.4085	6.29542	5.64765	8.96597	10.3627	12.5791	10.0213	11.3137	-4.99503	-1.95843	-2.0658	-1.6783	6.56072	5.78772	8.88718	10.5025	12.9058	10.0096	11.5626	-5.50385	-1.79802	-1.65638	-0.458101	7.09151	5.80682	8.70991	9.76597	11.4697	9.9731	11.2194	-5.48629	-1.6607	-2.10264	-1.99585	6.60623	5.95699	8.65799	10.743	12.9119	10.8065	11.074	-5.15848	-2.01567	-1.76622	-2.06422	6.63804	5.83004	8.66763	10.9107	12.64	9.54555	10.7667	-4.61755	-1.90337	-1.88208	-1.70793	6.67223	5.68324	8.67001	10.2376	12.6375	9.8048	10.735	-5.12282	-1.53027	-1.98978	-0.71467	6.94833	5.53508	8.76698	10.1216	12.3296	9.63821	10.663	-4.48893	-1.97431	-2.43894	-2.939558e+01	4.912050e+01	1.972492e+01
19680	-0.975826	6.70366	5.97959	8.60728	10.815	12.9494	9.87216	11.6128	-5.99887	-2.01147	-1.77813	0.301163	0.250709	0.140484	0.0768522	0.541291	1.04438	0.472455	0.111799	0.161196	0.0608589	0.292885	0.0716095	0.0538407	0.016841	-0.630808	6.57295	6.01249	8.56986	10.4359	13.5756	11.2586	11.8034	-5.00113	-2.11525	-2.10337	-1.0006	6.22925	5.7213	8.8139	10.8533	13.8989	10.2132	11.7137	-5.60017	-2.04741	-1.91042	-1.43559	6.28574	5.80241	8.60408	11.0944	12.1732	9.99024	11.2936	-5.66234	-2.29628	-1.34092	-0.486404	7.57343	6.36068	8.89752	9.39958	11.1811	10.7457	11.8585	-5.97502	-1.613	-2.15978	-1.16608	6.84681	6.26002	8.86938	10.6549	13.6251	10.4983	11.2984	-5.36416	-1.95981	-1.88284	-1.0129	6.61351	5.96148	8.61092	11.4753	13.3789	9.27203	11.7412	-5.55748	-2.00716	-1.75186	-0.872721	6.48349	5.6897	8.82029	10.6049	14.0461	9.81564	12.0137	-5.93631	-1.63696	-1.9626	-0.891996	7.25607	5.5127	8.82368	10.1838	14.0037	9.5812	12.3087	-5.23789	-1.94611	-2.70348	-5.246580e+01	6.849857e+01	1.603277e+01
19840	-1.16412	6.91945	5.89667	8.48321	10.6293	12.5866	10.3812	12.5768	-5.9552	-1.95535	-1.70398	0.242967	0.302956	0.0874878	0.0956091	0.168466	0.302609	0.415377	0.12131	0.117694	0.053211	0.0869647	0.0690577	0.0501518	0.019243	-0.470616	6.55535	6.18964	8.57063	10.5882	12.5749	10.8024	12.5686	-5.94157	-2.23947	-2.07117	-0.975429	6.83068	6.17602	8.73559	11.3264	12.7794	11.3202	12.9446	-5.93408	-2.17094	-1.90006	-1.4877	6.10379	5.41776	8.64937	10.6653	12.7365	10.7037	12.7117	-5.64191	-1.79623	-1.60495	-0.457989	6.82658	5.56345	8.88171	9.56429	11.3198	9.18168	12.2205	-5.54656	-1.60738	-2.21446	-1.21222	6.94137	6.25112	8.72102	10.798	13.3587	10.5026	11.8199	-5.6229	-2.0485	-1.82855	-1.30503	7.02092	6.39491	8.53374	10.9023	13.1405	9.9669	12.7124	-5.85255	-2.04139	-1.65219	-0.752788	6.69014	5.95606	8.59724	10.5088	12.8468	10.7684	12.5867	-5.72434	-1.73852	-1.79115	-1.23968	7.27966	5.70517	8.72805	10.0334	11.7439	10.1764	12.734	-5.98671	-2.09106	-2.47135	-3.334758e+01	6.013374e+01	2.678616e+01
20000	-0.668472	6.52179	5.85652	8.85931	10.1234	12.4985	10.4207	10.9895	-5.06704	-1.67062	-2.21428	0.39246	0.143274	0.137489	0.0507449	0.211449	0.29888	0.0970806	0.343669	0.20596	0.0959877	0.0747185	0.115152	0.0366665	0.0152521	-0.782786	6.24605	5.8505	8.88102	10.3411	11.4709	10.7716	10.3678	-5.6584	-2.14575	-2.25188	-1.90941	6.69886	5.89015	8.99476	9.86142	12.5641	10.571	10.103	-4.39418	-1.96726	-2.28134	-1.23731	6.87107	6.14969	8.98727	10.7238	12.9741	10.1804	11.2711	-4.68149	-1.87539	-1.66762	-0.503876	7.19774	5.92716	8.7453	9.45601	11.3318	10.249	9.809	-4.99544	-1.67376	-2.13228	-1.61347	6.8098	6.16604	8.83624	10.591	12.4081	9.93939	10.6056	-4.61419	-1.71327	-1.93958	-1.64177	7.01123	6.0376	8.71931	10.6961	13.3179	10.4759	12.0264	-4.46548	-1.73912	-2.03661	-1.59874	6.94843	5.99688	8.66943	10.1527	12.6059	10.7847	10.6758	-5.23507	-1.52132	-1.93682	-0.625918	6.99792	5.59295	8.7771	10.2662	12.2959	10.5335	11.1766	-5.6125	-1.87433	-2.48729	-3.849057e+01	6.050478e+01	2.201422e+01
20160	-1.47342	6.94477	5.98207	8.77158	10.8591	12.6124	11.3236	11.8799	-5.68575	-1.99258	-2.13319	0.440105	0.0677416	0.0672634	0.0775779	0.439826	0.224859	0.0586166	0.203418	0.161551	0.158412	0.276764	0.0783064	0.0351863	0.0134165	-0.727837	6.60978	6.16321	8.68314	10.5431	12.1201	11.0533	11.9306	-5.68807	-2.17092	-2.11602	-1.09357	6.78357	6.08863	8.8709	10.4316	13.3033	11.0474	12.2246	-5.43288	-1.99547	-2.0173	-1.05557	6.47478	5.88987	8.85545	10.9253	12.6351	10.9677	12.0605	-5.47447	-2.02074	-1.63964	-0.457642	7.07947	5.78164	8.75408	9.56764	11.5358	11.3751	12.5594	-5.29357	-1.77573	-2.15742	-1.37912	6.81494	6.18194	8.75647	10.6428	13.3277	11.2437	11.9448	-4.94728	-1.85396	-1.82695	-2.00903	7.05676	6.25143	8.59322	10.4036	12.7054	11.3721	11.2789	-5.41771	-1.83053	-1.86042	-1.31631	7.04241	6.0677	8.5836	9.97996	12.2166	11.1984	11.5717	-5.73586	-1.68745	-1.89479	-0.478287	7.12732	5.66208	8.71402	10.3897	12.8751	11.1242	11.7306	-5.46787	-1.90815	-2.60788	-2.744999e+01	7.489934e+01	4.744935e+01
20320	-0.829652	6.99883	6.23462	8.748	10.3171	13.3959	11.6242	10.8874	-5.88033	-1.84213	-1.92608	0.127869	0.102564	0.13434	0.15359	0.388072	3.73263	0.120263	0.247726	0.0380593	0.0607974	0.0808775	0.0556052	0.0397932	0.015486	-0.744521	7.08222	6.40689	8.68199	10.4056	13.9148	11.3112	10.8717	-5.91475	-2.12439	-2.25485	-1.06519	6.87756	6.12058	8.87466	10.5605	14.8552	11.7384	 10.9	-5.83295	-1.89512	-2.07356	-1.28537	6.90662	5.99667	8.60111	11.0153	14.2386	11.4422	11.4558	-5.94474	-2.00386	-1.62335	-0.498118	7.03616	5.62329	8.9262	9.47673	11.5479	12.1304	10.8921	-5.5979	-1.71024	-2.35767	-1.27437	6.60377	5.92688	8.96624	10.8022	14.0176	11.6293	10.8472	-5.69	-1.81972	-2.07408	-1.35079	6.85377	5.95579	8.52873	10.8115	13.7486	11.9212	11.2338	-5.68664	-1.85609	-1.91544	-0.964646	7.11901	6.29018	8.61673	10.5427	12.869	11.5644	11.2197	-5.6877	-1.75067	-1.81308	-0.762152	7.4979	5.83035	8.89212	9.97295	13.9164	11.1805	11.3379	-5.80845	-1.9043	-2.75136	-3.147171e+01	7.073448e+01	3.926277e+01
20480	-1.11279	6.9966	6.03073	8.84669	10.6291	12.7728	12.9417	9.86144	-5.18842	-1.90023	-1.95112	0.189523	0.218062	0.0829783	0.0661761	0.254022	0.24805	0.341822	0.0588149	0.112537	0.0871105	0.120282	0.0882562	0.0324694	0.0200042	-0.755472	6.71859	6.21806	8.46345	10.6424	12.1692	12.848	10.1127	-4.91923	-2.27036	-2.049	-1.18288	6.91076	6.19554	8.76054	10.9028	12.8561	12.7665	9.71122	-5.18268	-2.09748	-2.04197	-1.45351	7.45611	6.61858	9.03843	10.6426	12.7111	12.2295	9.85174	-5.02835	-1.71513	-1.90964	-0.467894	7.01268	5.85338	8.95347	9.55374	11.3089	12.6221	10.3977	-5.2626	-1.67938	-2.2118	-1.13473	6.69911	6.10218	8.72944	11.0936	13.6676	12.9004	9.81521	-5.08884	-1.7762	-1.78699	-1.57015	6.93728	6.16758	8.59511	10.646	12.1418	12.5991	10.194	-5.01355	-1.86594	-1.84479	-1.26169	7.19033	6.18578	8.6551	10.4126	12.8413	12.4792	9.70593	-4.96459	-1.57473	-1.93989	-0.686861	7.39878	5.72101	8.60207	10.3314	13.3987	12.6761	9.47137	-5.09924	-1.96095	-2.55573	-2.153793e+01	6.820204e+01	4.666411e+01
20640	-0.8501	7.13264	6.12922	8.70894	10.5178	12.8448	11.1936	9.6884	-5.98499	-1.88252	-2.07327	0.119466	0.0682911	0.0905799	0.0523743	0.187784	0.310695	0.186172	0.102829	0.104564	0.0936893	0.157201	0.0605534	0.0431302	0.0151263	-0.693165	7.0763	6.54494	8.62691	10.5105	12.9519	11.299	9.63727	-5.87198	-2.28509	-2.0974	-0.882689	6.77545	6.1274	8.84063	11.1935	13.2989	11.5022	9.58612	-5.49574	-2.02839	-1.99066	-1.28503	6.81893	6.08348	8.7051	10.9647	12.8727	10.5962	9.52236	-5.53797	-1.76143	-1.5888	-0.496184	7.32939	5.9342	9.02502	9.31842	11.5672	11.1251	9.314	-5.66089	-1.66968	-2.47352	-1.16014	7.23658	6.57688	8.79672	11.1476	13.6502	10.3769	9.81532	-5.86708	-1.79328	-1.91741	-1.14611	6.96126	6.1131	8.66443	10.7307	13.1822	11.2028	10.1992	-5.78209	-1.80165	-1.93481	-1.25699	6.93762	6.09346	8.69892	10.0746	12.7949	11.8638	9.69216	-5.9034	-1.65988	-1.90179	-1.05893	7.58784	5.89644	8.83484	9.97544	12.4364	12.1899	9.80954	-5.53268	-1.86304	-2.75422	-1.962323e+01	8.008078e+01	6.045755e+01
20800	-1.4292	7.24118	6.22674	8.6225	10.3311	12.3377	10.4124	10.3295	-4.21102	-2.0923	-1.90234	0.977947	0.0719194	0.0572617	0.087935	0.305566	0.125542	0.699458	0.139981	0.147081	0.0985436	0.136166	0.0655058	0.0410992	0.0143469	-0.786783	6.67949	6.24011	8.51141	10.757	11.7944	10.6632	10.8148	-3.96799	-2.38781	-2.03766	-0.994072	7.00473	6.26205	8.71344	11.0488	12.6612	10.3373	10.2593	-4.33952	-1.96844	-2.06408	-1.3503	7.30187	6.61225	8.44542	11.1996	12.4276	11.1741	10.8056	-4.98203	-2.45945	-1.58097	-0.490224	7.41904	6.0096	8.81745	9.59017	11.6062	10.6825	10.5919	-4.03484	-1.77327	-2.37333	-1.95121	7.45748	6.62503	8.78015	10.5584	12.5271	10.2561	10.2888	-4.44276	-1.93914	-1.9772	-1.70731	6.90784	6.13152	 8.55	10.7108	12.3055	11.9534	10.7901	-4.2161	-1.94879	-1.83765	-1.75064	6.84616	5.92846	8.49937	9.9595	12.545	10.3518	10.6382	-4.19406	-1.70337	-1.88236	-1.44807	7.71671	5.95739	8.75365	9.98968	12.4497	9.71864	10.2048	-3.95365	-1.9977	-2.77853	-3.927059e+01	6.404314e+01	2.477254e+01
