iter	M_lnTg(1)	M_lnSULT_Km_apap(1)	M_lnSULT_VmaxC(1)	M_lnUGT_Km(1)	M_lnUGT_VmaxC(1)	M_lnKm_AG(1)	M_lnVmax_AG(1)	M_lnKm_AS(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	M_lnCYP_VmaxC(1)	M_lnQCC(1)	M_lnBP_APAP(1)	M_lnPF_APAP(1)	M_lnPL_APAP(1)	M_lnPM_APAP(1)	M_lnPS_APAP(1)	Var_lnTg(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnKm_AG(1)	Var_lnVmax_AG(1)	Var_lnKm_AS(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Var_lnCYP_VmaxC(1)	Var_lnQCC(1)	Var_lnBP_APAP(1)	Var_lnPF_APAP(1)	Var_lnPL_APAP(1)	Var_lnPM_APAP(1)	Var_lnPS_APAP(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnSULT_VmaxC(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnKm_AG(1.1)	lnVmax_AG(1.1)	lnKm_AS(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnCYP_VmaxC(1.1)	lnQCC(1.1)	lnBP_APAP(1.1)	lnPF_APAP(1.1)	lnPL_APAP(1.1)	lnPM_APAP(1.1)	lnPS_APAP(1.1)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnSULT_VmaxC(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnKm_AG(1.2)	lnVmax_AG(1.2)	lnKm_AS(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnCYP_VmaxC(1.2)	lnQCC(1.2)	lnBP_APAP(1.2)	lnPF_APAP(1.2)	lnPL_APAP(1.2)	lnPM_APAP(1.2)	lnPS_APAP(1.2)	lnTg(1.3)	lnSULT_Km_apap(1.3)	lnSULT_VmaxC(1.3)	lnUGT_Km(1.3)	lnUGT_VmaxC(1.3)	lnKm_AG(1.3)	lnVmax_AG(1.3)	lnKm_AS(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnCYP_VmaxC(1.3)	lnQCC(1.3)	lnBP_APAP(1.3)	lnPF_APAP(1.3)	lnPL_APAP(1.3)	lnPM_APAP(1.3)	lnPS_APAP(1.3)	lnTg(1.4)	lnSULT_Km_apap(1.4)	lnSULT_VmaxC(1.4)	lnUGT_Km(1.4)	lnUGT_VmaxC(1.4)	lnKm_AG(1.4)	lnVmax_AG(1.4)	lnKm_AS(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnCYP_VmaxC(1.4)	lnQCC(1.4)	lnBP_APAP(1.4)	lnPF_APAP(1.4)	lnPL_APAP(1.4)	lnPM_APAP(1.4)	lnPS_APAP(1.4)	lnTg(1.5)	lnSULT_Km_apap(1.5)	lnSULT_VmaxC(1.5)	lnUGT_Km(1.5)	lnUGT_VmaxC(1.5)	lnKm_AG(1.5)	lnVmax_AG(1.5)	lnKm_AS(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnCYP_VmaxC(1.5)	lnQCC(1.5)	lnBP_APAP(1.5)	lnPF_APAP(1.5)	lnPL_APAP(1.5)	lnPM_APAP(1.5)	lnPS_APAP(1.5)	lnTg(1.6)	lnSULT_Km_apap(1.6)	lnSULT_VmaxC(1.6)	lnUGT_Km(1.6)	lnUGT_VmaxC(1.6)	lnKm_AG(1.6)	lnVmax_AG(1.6)	lnKm_AS(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnCYP_VmaxC(1.6)	lnQCC(1.6)	lnBP_APAP(1.6)	lnPF_APAP(1.6)	lnPL_APAP(1.6)	lnPM_APAP(1.6)	lnPS_APAP(1.6)	lnTg(1.7)	lnSULT_Km_apap(1.7)	lnSULT_VmaxC(1.7)	lnUGT_Km(1.7)	lnUGT_VmaxC(1.7)	lnKm_AG(1.7)	lnVmax_AG(1.7)	lnKm_AS(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnCYP_VmaxC(1.7)	lnQCC(1.7)	lnBP_APAP(1.7)	lnPF_APAP(1.7)	lnPL_APAP(1.7)	lnPM_APAP(1.7)	lnPS_APAP(1.7)	lnTg(1.8)	lnSULT_Km_apap(1.8)	lnSULT_VmaxC(1.8)	lnUGT_Km(1.8)	lnUGT_VmaxC(1.8)	lnKm_AG(1.8)	lnVmax_AG(1.8)	lnKm_AS(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	lnCYP_VmaxC(1.8)	lnQCC(1.8)	lnBP_APAP(1.8)	lnPF_APAP(1.8)	lnPL_APAP(1.8)	lnPM_APAP(1.8)	lnPS_APAP(1.8)	LnPrior	LnData	LnPosterior
0	-1.72884	5.84821	4.92511	8.97004	6.36294	9.71489	9.7439	9.95679	11.7493	7.62801	11.0096	-1.01398	-2.99233	-3.00698	-0.301106	1.79414	-1.28352	-1.45663	0.104966	-0.683252	-2.15056	0.654015	0.656523	0.206599	0.0784255	0.681059	0.592118	0.383868	0.0657556	0.62799	0.0869447	0.148647	0.0912997	0.11916	0.0692449	0.148183	0.0974256	0.102555	0.0551687	0.149654	0.698403	0.274775	0.161722	0.150866	0.0191136	-0.527336	5.69919	5.02526	8.93587	6.47027	8.42575	10.1671	10.4682	11.4096	7.62641	10.4754	-1.1232	-2.48757	-3.15949	-0.323617	1.60326	-0.882006	-1.33233	0.381581	-0.59796	-1.72581	-2.27406	6.46015	4.8778	8.57885	5.62027	9.11666	10.3181	10.1282	11.7372	7.87287	10.8249	-1.08684	-2.40757	-3.31184	-0.425617	2.39968	-1.54906	-1.55285	0.05012	-1.98396	-1.48755	-1.20192	6.38499	4.57446	8.81755	4.88111	10.2329	10.2594	9.96848	11.6022	7.67732	11.5875	-0.788527	-2.90227	-2.98663	-0.861709	1.90703	-1.17589	-1.68381	-0.0551431	-0.126367	-2.05857	-1.95878	5.56756	4.71939	8.75909	5.2762	9.24189	9.10383	9.93061	12.7529	7.68056	11.3337	-0.597687	-3.57504	-2.82182	0.195492	1.65304	-1.34858	-1.28428	0.225191	-0.239491	-2.35378	-2.44051	6.95904	5.10213	8.89163	6.24432	9.73918	10.2553	9.3154	12.0774	7.92486	11.4911	-1.21851	-2.88965	-3.00755	-1.06038	2.18874	-0.978634	-1.03392	-0.505106	-1.18456	-1.75073	-2.00205	4.87093	5.17513	9.03527	5.4857	10.1993	9.72081	9.85813	12.7442	7.44584	11.6815	-1.25968	-2.69308	-2.80851	-0.346481	2.1858	-1.16027	-1.2548	0.172431	-1.57409	-1.78886	-0.192307	6.35498	5.26411	9.3208	5.64528	10.1478	9.95231	9.61139	10.7966	7.95183	10.6763	-0.971432	-2.7565	-3.17552	0.422426	1.70443	 -1.1	-1.61749	0.0530953	-0.294007	-2.23301	-2.33505	5.88433	5.27262	9.05404	4.7633	10.3676	10.4459	9.68699	11.6873	7.2913	11.0247	-0.499896	-3.12671	-3.54652	-0.485361	2.70515	-1.07198	-0.792901	0.372272	-1.45876	-2.17454	-1.022353e+02	-6.700594e+03	-6.802829e+03
100	-0.078043	6.15551	4.3906	7.73174	6.07517	9.97721	10.3251	10.1889	14.3736	8.09329	10.016	-1.2382	-2.20274	-2.38821	-1.93013	2.16145	-0.96611	0.196525	0.210789	0.0271525	0.718892	0.0774172	0.565861	0.250355	0.173929	0.821671	0.0981317	0.21801	0.231687	0.268226	0.241675	0.129647	0.0758727	0.0785176	0.062533	0.201266	0.14494	0.0656869	0.2738	0.456966	0.148764	0.286355	0.0865349	0.0293462	0.0142954	-0.0545474	6.76378	4.91301	8.25986	7.52733	9.82575	9.68789	10.1651	14.9209	8.87944	10.0598	-1.00012	-1.86536	-2.51764	-1.60723	2.41042	-1.13497	0.373355	0.112752	-0.603949	0.695134	-0.0714345	6.39006	4.30226	8.10889	7.08611	9.96211	10.1693	10.0666	14.0282	7.94382	9.60996	-1.80205	-1.9845	-2.18805	-1.62294	1.67252	-0.602218	0.844488	0.825885	-0.6609	0.337457	-0.315607	6.81498	4.32558	7.64069	6.34928	9.70629	10.4968	10.1733	14.1113	8.68187	10.2595	-1.22347	-1.81852	-2.0456	-1.81524	2.07594	-1.16899	0.735264	0.272899	0.722323	0.955401	-0.00928939	5.8551	3.09063	7.69443	5.44831	10.1808	10.8599	10.2141	14.5375	8.49064	10.7202	-1.13434	-2.42286	-2.30592	-1.4541	3.31974	-0.62592	0.416216	1.50006	-0.314666	0.804521	-0.65361	7.86167	5.33375	8.58619	7.69565	10.0933	11.3809	10.3622	14.798	7.24962	9.86894	-1.32612	-1.91109	-2.417	-1.83537	2.08517	-0.798383	0.11813	0.668277	-0.299714	1.24234	-0.379267	6.96742	4.60947	7.67987	6.22135	9.80909	10.6935	9.95423	14.8738	8.50253	10.781	-1.05514	-2.41009	-2.51703	-1.73975	1.8656	-0.944101	0.0977822	0.121113	0.877317	0.820031	-0.385132	6.1892	4.74894	7.9478	7.24091	9.88763	10.1605	9.63116	14.6743	8.55124	10.3125	-1.07015	-2.40469	-2.60565	-1.41229	1.73578	-0.928038	0.282585	-1.14495	0.120549	0.197257	-0.387571	6.91695	4.58709	8.1364	7.1133	9.87154	10.1842	10.0947	14.3309	8.74044	10.2766	-1.22114	-2.42798	-2.99787	-1.82862	2.45194	-0.809331	0.558957	0.108228	0.16788	0.511526	-8.439961e+01	9.124221e+01	6.842602e+00
200	-0.0916977	6.3923	4.57625	7.65213	6.77135	9.65394	10.3322	9.89462	14.0961	11.3912	10.3281	-1.40357	-1.88677	-2.08976	-1.30069	2.70869	-0.901772	-1.03167	0.242387	-0.0793339	1.31793	0.121181	0.363354	0.156815	0.0983605	0.28145	0.0573515	0.0961713	0.186657	0.137912	1.47345	0.158183	0.062114	0.1328	0.161633	0.0309122	0.623659	0.0545871	0.0902157	0.653579	0.173032	0.294635	0.020588	0.0259067	0.0135394	-0.127707	6.84854	5.00272	7.91886	6.77044	9.46674	9.6769	10.1681	14.4559	10.52	10.9217	-1.46859	-1.71422	-1.91027	-1.26909	3.10374	-1.1133	-1.14596	0.845799	0.391945	1.1669	-0.0627894	6.30638	4.59507	7.79597	6.809	9.73146	10.4765	10.2368	13.4948	11.575	10.1848	-1.36662	-2.20648	-2.15998	-1.40104	2.01454	-0.682348	-1.35251	0.34371	-0.163054	1.01575	-0.114019	6.57951	4.17137	7.87314	6.47911	9.67714	10.531	10.2995	13.8233	11.0291	10.1154	-1.32593	-1.72576	-1.89554	-1.4232	1.86459	-1.08424	-0.684607	0.494433	0.603091	1.23338	-0.0166426	5.69014	3.45016	7.69038	6.15583	9.43547	10.1365	10.4867	13.5309	10.3221	9.29222	-1.35379	-1.89883	-1.94254	-1.54458	3.96946	-0.640718	-0.891171	1.30496	0.783843	1.12252	-0.608858	7.17749	5.3206	8.30464	7.40668	9.36065	10.1434	9.49364	13.8975	9.96539	10.6864	-1.31032	-1.72544	-1.97946	-1.28625	2.75547	-0.871321	-1.22712	0.532842	0.41646	1.47637	-0.223778	6.86731	4.74905	7.84055	6.22644	9.07788	10.1724	10.4297	14.4249	11.1184	10.0774	-1.16149	-2.18628	-2.13086	-1.42821	2.25969	-0.877605	-1.1245	0.435957	0.289247	0.82479	-0.0148558	5.9875	4.49067	7.70465	6.88766	9.76819	10.1564	9.8662	14.4846	10.1082	9.8731	-0.953609	-2.22266	-2.44341	-1.16608	1.86697	-0.956681	-1.14565	-0.76089	0.761893	0.817563	-0.00248373	6.73086	4.43524	7.94233	6.94574	9.46598	9.81941	9.51323	13.8371	11.2687	10.596	-1.18301	-2.01326	-2.52141	-1.31595	2.88482	-1.01305	-1.42035	0.490346	0.335016	1.45966	-6.611574e+01	1.515701e+02	8.545436e+01
300	-0.128139	6.47991	4.55906	7.71929	6.82654	9.42195	9.96966	9.86625	14.4379	9.87769	9.68809	-1.59226	-1.70661	-2.05319	-1.74516	2.63355	-0.913218	-0.828723	0.436391	0.208439	1.42118	0.115927	0.412441	0.210776	0.0965757	0.108806	0.174997	0.102799	0.418249	0.411748	0.108222	0.131236	0.105422	0.0848414	0.126651	0.0978366	0.457153	0.101575	0.0833766	0.330237	0.100343	0.0789006	0.0194824	0.0250122	0.0143528	-0.0181404	6.71933	4.69629	7.9256	6.99151	9.57731	9.65931	9.64764	13.6611	9.617	9.59633	-1.70857	-1.40201	-2.06035	-1.59012	3.09118	-1.10911	-1.14387	0.934267	-0.227042	1.34484	-0.0500825	6.09853	4.32793	7.72544	6.66476	8.99194	9.62886	10.1719	14.2924	9.74134	10.1133	-1.15461	-2.19882	-2.08953	-1.49268	2.18424	-0.915272	-0.932149	0.349853	0.504873	1.4039	-0.238118	6.36704	4.1854	7.74309	6.51512	9.2087	10.0785	10.0088	14.2707	9.66998	9.57117	-2.09204	-2.05793	-1.94478	-1.80064	1.9015	-0.772699	-0.486167	0.62879	0.50115	1.23486	-0.00514574	5.59317	3.43002	7.77884	6.33672	8.90641	9.85545	9.70295	14.3289	10.4981	9.80275	-1.60218	-1.92482	-1.98396	-1.73391	3.96841	-0.548732	-0.738171	1.08571	0.386025	1.03278	-0.509649	6.86682	5.39273	7.62796	7.01634	9.04828	10.0343	9.75487	14.6672	9.74631	9.28121	-1.03411	-1.86418	-1.91791	-1.06909	3.03047	-0.997297	-0.479518	0.148407	0.446588	1.46893	-0.116754	6.83097	4.81585	7.72048	6.651	9.3902	10.0568	9.12279	13.8465	9.78791	9.63786	-1.143	-1.95576	-2.31419	-1.56976	2.25116	-0.943809	-1.19208	0.102855	-0.180618	1.28735	-0.0446215	6.12309	4.33019	7.67488	6.80673	9.69652	9.85862	9.19229	14.7331	10.0771	9.374	-1.19621	-1.98702	-2.42428	-1.71021	1.67224	-0.900579	-0.414305	-0.471841	0.313899	0.961471	-0.0179581	7.17167	4.27443	8.08775	6.83264	9.51465	9.66046	10.1947	14.7266	9.92083	9.4546	-1.00907	-1.92878	-2.69633	-1.80085	2.92204	-1.16018	-0.906197	0.986142	0.659992	1.18645	-3.891629e+01	1.425308e+02	1.036145e+02
400	-0.0332318	6.08733	4.47304	7.75675	6.87272	9.6804	 9.97	10.1296	14.3386	10.3935	10.0978	-1.61868	-1.74338	-1.72129	-1.45753	2.94193	-0.830029	0.0627145	0.761758	0.671331	0.505277	0.177158	0.209209	0.230419	0.0595728	0.179591	0.137048	0.158346	0.316412	0.244987	0.0645163	0.158996	0.269184	0.124112	0.34111	0.182195	0.700217	0.0615923	0.0657982	0.180372	0.0960961	0.0916345	0.0211279	0.0169085	0.0134514	-0.0226615	5.79344	4.15726	7.84356	6.7496	10.1977	10.5661	9.67836	14.3589	10.701	10.4512	-1.8971	-1.40053	-1.58713	-1.52533	3.89775	-1.135	0.0445912	1.15795	0.236963	0.737747	-0.0944482	5.96498	4.22647	7.61774	6.4462	10.0658	10.5985	10.2676	14.2238	10.0232	10.2925	-1.31695	-2.04701	-1.96921	-1.8521	2.17392	-0.820041	-0.428565	0.625181	0.86315	0.278275	-0.40152	7.10488	4.44208	7.89126	6.28217	9.31598	10.2179	10.0732	14.9437	10.1797	9.99044	-2.02868	-2.01081	-2.00695	-1.8499	1.94571	-0.849717	0.224011	0.783685	0.76217	0.283911	-0.0142971	5.58532	3.39863	8.12505	6.80837	9.65892	10.1734	10.4585	13.4512	10.511	10.5207	-1.74646	-1.70602	-1.83058	-1.17722	3.98384	-0.682379	0.0229909	1.24618	0.991497	0.400393	-0.0392409	6.86542	5.24848	7.90114	7.17058	9.25105	10.213	9.97955	13.7519	10.3776	10.3725	-1.45431	-1.84253	-2.09109	-1.40245	1.8316	-0.761363	-0.0735428	0.00601528	0.516936	0.22233	-0.154151	6.13238	4.53333	7.65378	6.666	9.32798	10.2483	9.68827	14.6688	10.1062	9.83341	-0.968609	-2.12172	-2.11765	-1.3331	2.51117	-1.04893	0.0997182	-0.11668	0.796061	0.0568893	-0.21669	5.92012	4.20947	7.84157	7.05105	10.0407	9.82526	10.539	14.8519	10.2627	10.2173	-1.59389	-1.62356	-2.16448	-1.91616	1.84151	-0.713141	-0.534966	0.144253	0.438062	0.350913	-0.29539	6.60023	4.17974	7.73684	6.96786	9.98343	10.0797	10.2536	14.8577	10.4495	10.1494	-1.24952	-1.85211	-2.6608	-1.57938	3.16676	-1.04637	-0.400209	0.495243	0.784568	0.912123	-5.269868e+01	1.462847e+02	9.358605e+01
500	-0.16568	6.08584	4.27041	7.85097	6.92759	10.1207	10.3668	10.0439	14.302	10.1722	11.5061	-1.45079	-1.61614	-2.03369	-1.04846	3.12843	-1.0636	-0.710353	0.352389	0.521775	1.06961	0.0757448	0.229333	0.166857	0.0584753	0.106726	0.0628172	0.199184	0.397865	0.13385	0.164165	0.0723917	0.159765	0.0679502	0.093821	0.0493551	0.516594	0.0411628	0.265436	0.209321	0.210902	0.278579	0.0130894	0.0210958	0.015911	-0.283981	5.42791	3.80566	7.99198	6.89987	10.3964	11.0886	10.4879	14.5749	10.2192	10.9817	-2.18356	-1.62002	-1.70204	-1.21511	3.85768	-0.936133	-0.561032	0.975269	0.203936	0.914102	-0.526861	6.31689	4.32887	7.81706	6.87523	9.93121	10.586	9.61109	14.7364	10.2379	11.6106	-1.42526	-1.779	-1.93803	-0.843431	2.99849	-0.859358	-0.522613	0.932739	0.774038	0.669775	-0.334061	6.24729	4.12331	7.6268	6.83877	10.2301	10.3421	10.4463	13.7984	10.1178	11.3575	-1.77172	-1.29581	-1.73058	-1.10766	2.25083	-1.0857	-0.354856	0.586364	0.623398	0.824818	-0.0846529	6.26514	3.87898	8.23859	6.90443	9.94191	10.6113	9.31561	13.7932	10.8245	11.5061	-1.94679	-1.78116	-2.05341	-1.07623	3.97916	-0.520243	-1.06297	1.13581	0.7348	0.955929	-0.0193185	6.4756	5.05471	7.73379	7.10368	9.705	10.8516	9.68473	14.3389	10.6679	11.6535	-1.24625	-1.82541	-1.89058	-1.17411	2.20696	-0.904336	-1.08953	-0.0683639	0.234187	0.839552	-0.0402356	6.61596	4.74099	8.00265	7.04417	10.0884	10.6943	9.42624	14.4638	10.5714	12.1131	-1.0498	-1.85622	-2.13126	-0.879403	2.2807	-1.02597	-0.463831	-0.00630119	0.28658	1.126	-0.356825	6.24155	4.16106	8.00048	6.66135	10.4223	10.6359	9.8249	14.3519	10.6157	11.7454	-1.00311	-1.98222	-2.2425	-0.955574	2.20432	-1.04054	0.30167	0.164032	0.092881	1.08314	-0.406203	6.40972	4.39673	7.8548	7.24688	10.1052	10.2537	9.45607	13.6739	10.0622	11.4243	-1.11149	-1.87036	-2.46184	-0.603548	3.56238	-1.0709	-1.20562	0.267128	1.05606	1.10429	-4.294638e+01	1.414463e+02	9.849993e+01
600	-0.322177	6.14015	4.31194	7.80312	7.08358	9.74348	10.5607	10.0758	13.8523	10.4377	12.1354	-1.33262	-1.66544	-1.86934	-1.41119	3.17571	-0.782919	-0.224624	0.392531	0.8717	0.690012	0.311468	0.192666	0.208487	0.0663088	0.108858	0.0872624	0.1244	0.194619	0.162279	0.104369	0.0805766	0.114316	0.0703309	0.13803	0.0524716	0.263806	0.107236	0.0654675	0.180745	0.320738	0.306759	0.0191189	0.0269595	0.01546	-0.104926	5.6619	3.91183	7.86883	6.80017	10.0327	10.4705	10.134	13.5859	10.7858	12.3793	-1.24279	-1.67911	-1.88111	-0.868393	3.46038	-1.16829	-0.277192	0.874906	0.829839	0.0872693	-0.670847	6.18498	4.35299	7.72546	6.86037	10.3631	10.4857	10.023	13.7965	10.7436	12.2561	-1.58342	-1.69349	-1.9219	-1.84893	2.84986	-0.805371	-0.0515817	0.963374	0.380711	0.610231	-0.453	6.03946	4.15812	7.88623	6.9223	9.84201	10.4633	10.0622	13.763	11.5439	12.0493	-1.43474	-1.64312	-1.44662	-1.19238	2.46943	-1.1026	-0.342586	0.438642	0.844642	0.658098	-0.0535103	6.36602	4.26499	7.8585	6.41468	9.30595	10.7734	10.2734	13.6217	10.7453	12.1021	-1.79137	-2.24502	-2.00469	-1.75629	3.921	-0.394235	-1.05687	0.936771	0.481284	0.920492	-0.602713	6.30682	5.00938	7.92063	7.43993	9.15549	10.3616	9.87947	14.0738	10.5042	11.9891	-1.18944	-1.63124	-1.78132	-1.30375	3.50749	-0.949298	-0.480495	0.361694	0.907918	0.665422	-0.470735	6.62109	4.97012	8.02759	6.94108	9.32108	10.602	10.3227	13.822	10.6369	12.3649	-0.807449	-2.24015	-2.03378	-1.22452	3.13124	-1.1484	-0.565338	0.0191174	0.864917	0.686089	-0.530189	5.91993	4.17808	7.93214	6.83096	10.0197	10.3309	10.0594	13.4228	10.6154	11.8761	-0.93125	-1.80937	-1.99615	-1.07402	2.87677	-1.05295	0.0587092	0.342202	0.896016	0.920774	-0.547488	6.60551	4.42382	7.70036	7.14832	9.84636	10.4289	9.60444	13.5093	10.3739	12.1141	-1.32037	-2.00209	-2.6156	-1.40884	3.80552	-1.00793	-0.343667	0.155578	1.02755	0.954717	-4.252653e+01	1.466233e+02	1.040967e+02
700	-0.687128	6.19919	4.44645	7.75468	6.95728	10.1598	10.4138	9.95028	13.7919	10.3345	11.6855	-1.2932	-1.89395	-2.01462	-1.7725	3.6063	-0.893755	-0.0252142	0.576023	0.639754	1.20864	0.259329	0.124585	0.148061	0.257085	0.0657669	0.518341	0.0629985	0.0985247	0.138028	0.187218	0.0748491	0.225184	0.108669	0.0850255	0.0853281	0.30625	0.113211	0.114403	0.127375	0.138379	0.0504833	0.0158536	0.0218943	0.0129863	-0.0998044	5.94713	4.42365	7.71002	7.09007	10.4188	10.2238	10.1774	13.9561	10.8048	12.026	-1.86964	-1.37743	-1.77596	-1.98203	3.59311	-1.1749	-0.202162	0.842289	0.262924	1.35572	-0.842092	6.41938	4.30728	7.71759	6.82846	10.0537	10.1596	9.72225	14.1497	10.3781	11.9835	-1.25938	-1.57515	-1.9088	-1.70802	3.46587	-1.02338	-0.153109	1.13959	0.654866	1.31874	-0.213033	5.89442	3.99781	8.15412	6.9162	9.36135	10.5271	9.99576	13.7774	10.415	11.6535	-0.97797	-1.80874	-1.5164	-1.42335	2.62755	-1.2358	-0.31035	0.45277	0.246136	1.32235	-0.0159467	6.5152	4.35443	8.34728	6.97915	9.22487	10.2832	9.66395	13.7743	11.2254	11.4685	-1.56951	-2.12038	-2.02215	-1.56276	3.97309	-0.512044	-0.0833206	0.993305	0.612025	1.13082	-1.18621	6.13767	4.9113	7.63619	7.16731	9.63052	10.6128	10.5084	13.5277	10.2643	11.5183	-0.915004	-1.7055	-1.68057	-1.78437	3.92519	-1.11535	-0.00407787	0.381779	1.12257	1.40282	-0.997238	6.60235	4.75741	8.13897	7.10552	9.78465	10.5856	10.0842	13.593	10.171	11.8414	-0.960783	-1.70201	-1.88458	-1.58692	3.64761	-1.11214	0.0900966	0.532085	0.713902	1.11263	-0.61177	6.32516	4.40899	7.80274	6.72173	10.0804	10.1579	10.3138	14.3285	10.5261	12.0134	-0.94198	-1.67858	-2.00734	-1.62718	3.12787	-1.08354	0.22981	0.589962	0.563424	1.40168	-0.0352171	6.68334	4.43627	8.12789	7.41553	9.97639	10.1511	10.0677	14.0311	10.1497	11.6661	-1.14126	-1.95462	-2.45912	-1.91528	3.02087	-1.08991	0.060824	0.30525	0.401243	1.42696	-1.951433e+01	1.526923e+02	1.331780e+02
800	-0.717145	6.32302	4.63139	7.68875	6.51874	9.58001	10.0019	9.79122	12.2518	12.2775	11.5076	-1.27966	-1.67166	-1.62833	-1.91922	3.28385	-1.04324	0.111924	0.712402	0.353974	1.1826	0.229463	0.19476	0.162956	0.0811229	0.171489	0.115212	0.121065	0.157345	0.177455	0.2227	0.171359	0.0772735	0.0689789	0.0951412	0.337308	0.145303	0.118709	0.100571	0.14773	0.141225	0.127156	0.0169149	0.0200366	0.0119178	-0.208387	6.29797	4.25726	7.92091	6.56558	9.98121	9.94587	10.1887	12.2944	12.5667	11.3612	-1.40114	-1.7399	-1.87789	-1.04417	3.07472	-1.16768	0.585848	1.01781	0.149467	0.913442	-0.617521	5.7447	4.10711	7.79561	6.70423	9.35204	9.95346	9.1102	11.7805	11.8943	11.6937	-1.09117	-1.67343	-1.61322	-1.57476	3.52765	-1.05889	0.553207	1.15819	1.10883	0.747252	-0.81352	5.93257	4.12545	7.88594	6.86226	9.15979	9.76623	9.8201	12.7609	12.2358	11.8676	-1.60005	-1.45617	-1.37522	-1.74849	2.94486	-1.03558	-0.34707	0.829761	0.674395	0.950846	-0.00722578	6.69626	4.52388	7.64083	6.55197	9.89389	10.4417	9.22484	11.9326	12.5045	11.642	-1.52033	-1.97924	-2.0737	-0.857134	3.94282	-0.582365	-0.235796	0.900111	0.555405	0.913794	-0.81381	6.29353	4.94096	7.8173	6.99554	9.54192	10.3377	9.30905	13.0669	12.4868	11.4472	-0.933895	-1.63529	-1.4651	-1.61913	3.75787	-1.20235	0.526315	0.62196	0.609542	1.38686	-0.706239	6.38832	4.47831	7.71368	6.74064	9.86981	10.1238	9.65028	12.3075	11.9052	12.4799	-1.33162	-1.47159	-1.76997	-1.81802	3.18363	-1.09328	-0.112349	0.741016	0.367359	1.19317	-0.936497	6.6673	4.50535	7.72957	6.55624	9.1886	9.24395	9.07049	12.9611	11.9258	10.8734	-1.21344	-1.42714	-1.90461	-1.69812	3.47044	-1.03024	-0.0702974	0.943386	0.657561	1.34496	-0.0174229	7.11508	4.57111	8.07015	7.00145	9.47566	10.0658	9.26307	13.2894	12.3863	11.9367	-1.1592	-2.07809	-2.67541	-1.76661	3.001	-1.06392	-0.241066	0.3793	0.21625	1.4233	-4.519124e+01	1.552176e+02	1.100264e+02
