iter	M_lnTg(1)	M_lnSULT_Km_apap(1)	M_lnSULT_VmaxC(1)	M_lnUGT_VmaxC(1)	M_lnVmax_AG(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	Var_lnTg(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_VmaxC(1)	Var_lnVmax_AG(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnSULT_VmaxC(1.1)	lnUGT_VmaxC(1.1)	lnVmax_AG(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnSULT_VmaxC(1.2)	lnUGT_VmaxC(1.2)	lnVmax_AG(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnTg(1.3)	lnSULT_Km_apap(1.3)	lnSULT_VmaxC(1.3)	lnUGT_VmaxC(1.3)	lnVmax_AG(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnTg(1.4)	lnSULT_Km_apap(1.4)	lnSULT_VmaxC(1.4)	lnUGT_VmaxC(1.4)	lnVmax_AG(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnTg(1.5)	lnSULT_Km_apap(1.5)	lnSULT_VmaxC(1.5)	lnUGT_VmaxC(1.5)	lnVmax_AG(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnTg(1.6)	lnSULT_Km_apap(1.6)	lnSULT_VmaxC(1.6)	lnUGT_VmaxC(1.6)	lnVmax_AG(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnTg(1.7)	lnSULT_Km_apap(1.7)	lnSULT_VmaxC(1.7)	lnUGT_VmaxC(1.7)	lnVmax_AG(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnTg(1.8)	lnSULT_Km_apap(1.8)	lnSULT_VmaxC(1.8)	lnUGT_VmaxC(1.8)	lnVmax_AG(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	LnPrior	LnData	LnPosterior
33280	-0.643687	6.77878	5.98429	8.68492	10.4335	12.7021	11.9723	10.982	-4.99349	-1.97328	-1.7941	0.486517	0.108063	0.0702252	0.0512241	0.19368	0.180494	0.0882719	0.500057	0.0934659	0.101789	0.167943	0.0767113	0.033635	0.0136136	-0.458861	6.61388	6.04774	8.55359	10.6501	13.2127	11.3698	10.1748	-5.08491	-2.24378	-2.13602	-1.43998	6.94064	6.26915	8.80659	10.2809	12.314	12.0532	10.0963	-4.8726	-1.88661	-1.99778	-1.62096	6.53836	5.74735	8.7051	10.7261	12.4711	11.2985	10.1746	-5.00764	-2.13505	-1.62395	-0.500279	7.54704	6.10771	8.71971	9.49693	11.5986	11.9763	9.94284	-5.27033	-1.72838	-2.26873	-1.47363	6.8686	6.21682	8.63561	10.6237	12.5774	11.9857	10.4199	-4.76762	-1.92652	-1.82187	-0.950603	6.74429	6.11815	8.54653	11.0179	11.9946	12.3734	11.5412	-4.91009	-1.94748	-1.65637	-1.23965	6.61536	5.85027	8.6193	10.4031	12.8688	11.7689	10.0074	-4.55153	-1.68888	-1.80952	-0.461628	7.39631	5.89021	8.56498	10.4643	13.3719	12.107	11.1983	-5.27014	-2.00777	-2.41957	-3.047589e+01	6.385154e+01	3.337565e+01
33440	-0.982895	7.02806	6.08538	8.64671	10.5067	12.3126	12.9178	8.06944	-5.14275	-1.88482	-1.87378	0.0709427	0.0882603	0.0507104	0.0490717	0.184355	0.562187	0.234575	0.0843026	0.120531	0.0332606	0.101039	0.0848406	0.0345884	0.0185269	-0.501796	7.08393	6.55611	8.74117	10.5184	12.343	12.4715	7.99349	-5.37913	-2.02337	-2.25907	-0.715907	6.87472	6.3463	8.8039	10.8691	12.1728	12.8529	8.31995	-4.88508	-2.12504	-1.94267	-1.29566	6.96452	6.2092	8.82376	10.5711	12.7172	12.9002	8.63616	-4.91511	-2.01651	-1.58535	-0.464332	7.28359	6.11715	8.78257	9.4149	11.1871	12.7612	8.19041	-4.87769	-1.65818	-2.05775	-1.02835	6.90978	6.35165	8.74125	11.1737	14.0573	12.0367	8.39371	-5.74324	-1.87895	-1.7826	-1.32115	6.62073	5.85705	8.68863	10.6983	13.2193	12.9051	8.3036	-5.39661	-1.79817	-1.88224	-0.961124	6.79421	6.49482	8.47659	10.8244	12.4047	12.6799	7.22198	-5.55528	-1.81211	-1.46307	-0.575242	7.13067	6.02064	8.38243	10.4222	12.6267	12.8031	7.74475	-5.09914	-1.96927	-2.08384	-2.376309e+01	5.798933e+01	3.422624e+01
33600	-1.0784	7.00683	6.37154	8.70257	10.4041	12.2351	11.6366	8.28086	-5.87492	-1.95298	-1.95904	0.199557	0.148561	0.0453511	0.0595198	0.327785	0.426307	0.180175	0.401307	0.120071	0.0277172	0.164938	0.0874915	0.0326611	0.0203131	-0.658878	6.65762	6.30197	8.55842	10.6165	11.767	12.1064	8.60904	-5.89653	-2.3998	-2.05331	-1.04819	7.1897	6.63876	8.97999	10.3652	12.5084	11.1641	9.03946	-5.63707	-1.9406	-2.04531	-1.67137	7.41311	6.53874	8.81183	10.6306	12.3958	10.905	8.83628	-5.62353	-1.92575	-1.71622	-0.463558	7.36523	6.10145	8.73887	9.65542	11.4492	11.456	8.42089	-5.71683	-1.67514	-2.13422	-1.49543	6.82996	6.15353	8.59867	11.1907	12.7002	11.715	8.29777	-5.68602	-1.9328	-1.80166	-1.26538	6.58577	5.95182	8.46257	10.768	12.8242	11.9699	8.42357	-5.95683	-2.02936	-1.70398	-1.18823	7.02958	6.40259	8.487	10.4889	13.5125	11.7985	7.40472	-5.54746	-1.76319	-1.6804	-0.918766	7.63158	6.18788	8.72122	10.2123	12.5613	11.4096	7.95306	-5.9726	-1.99721	-2.53499	-3.097444e+01	6.631296e+01	3.533852e+01
33760	-1.06452	7.33621	6.2828	8.64958	10.3881	12.7146	10.4916	7.3803	-5.29625	-1.96562	-1.99622	0.170265	0.128057	0.0393267	0.0522214	0.151258	0.413842	0.192049	0.604664	0.279342	0.101236	0.0805562	0.0960231	0.0372388	0.0209752	-0.827794	6.98507	6.46043	8.50277	10.4411	13.3065	10.5064	7.98083	-5.16485	-2.26723	-2.00782	-0.911222	7.0157	6.44707	8.81399	10.7689	12.4113	10.7644	7.67728	-5.07878	-2.09459	-1.95333	-1.45783	7.18037	6.36139	8.65828	10.8738	13.1815	11.2513	7.58438	-5.52901	-1.94229	-1.74108	-0.528767	7.49197	6.34748	8.6639	9.61323	11.618	10.8399	6.88655	-4.72001	-1.77781	-2.08556	-1.35474	7.00487	6.37635	8.88677	10.6969	12.7338	10.2759	8.25621	-5.65351	-1.84958	-1.86263	-1.40952	6.75894	6.15544	8.53326	10.5842	12.6604	10.1314	8.18868	-5.18781	-1.93732	-1.79209	-1.339	7.16064	6.20489	8.54883	10.2369	13.2143	10.8855	8.22342	-5.09135	-1.70015	-1.89923	-0.461128	7.41293	6.1147	8.43352	10.8387	12.3714	10.6292	7.81418	-5.86724	-1.89716	-2.244	-2.624785e+01	5.635240e+01	3.010454e+01
33920	-1.15346	6.81477	6.28484	8.88729	10.3551	12.6329	10.7461	7.86639	-5.15228	-2.03084	-1.80729	0.153688	0.0933513	0.0893056	0.0672474	0.158878	0.181353	0.26401	0.858348	0.0893411	0.0619024	0.127237	0.0502633	0.0399126	0.0208161	-0.585628	6.90839	6.4554	8.49618	10.7393	12.8886	10.9561	7.7134	-5.54004	-2.343	-2.02557	-1.41331	6.78197	6.30806	8.73708	10.5355	11.7673	10.7999	7.5849	-4.70812	-2.05417	-1.83258	-1.53073	6.71436	6.15296	8.75688	10.6567	12.1244	10.4884	7.4375	-4.74292	-2.01265	-1.6035	-0.457356	7.47169	6.08138	8.98158	9.68073	11.952	11.6883	6.69034	-5.44994	-1.60814	-2.40603	-1.25202	7.06265	6.51641	8.74318	11.0104	13.1895	10.8493	7.63319	-5.15081	-1.99586	-1.87177	-1.13285	6.66975	6.12596	8.71015	10.5695	12.7388	10.9391	7.65789	-4.93146	-1.85315	-1.76379	-1.27253	6.91526	6.27952	8.49331	10.4599	12.8054	10.7227	7.66483	-4.59013	-1.71097	-1.72082	-1.15758	6.95122	6.0229	8.73614	9.84258	13.0622	11.025	7.14406	-5.08068	-1.97071	-2.35876	-3.025738e+01	6.075881e+01	3.050143e+01
34080	-0.601186	6.99811	6.28017	8.7323	10.2442	12.5652	11.363	7.96663	-5.88027	-1.65077	-1.85653	0.775069	0.156894	0.114435	0.068584	0.121451	0.281511	0.244429	0.323509	0.143882	0.106825	0.069997	0.0697908	0.0443117	0.0131284	-0.484197	6.8266	6.5233	8.63469	10.6207	12.5049	11.6044	7.51409	-5.39908	-2.15979	-2.08137	-2.00888	6.5709	6.10631	8.87572	10.5341	12.4142	10.6315	7.51708	-5.63855	-1.91604	-2.028	-1.71551	7.49268	6.56999	8.74242	10.7489	12.6465	11.8843	8.30609	-5.62225	-1.97942	-1.70417	-0.466609	7.46675	6.35231	8.79912	9.58375	11.1713	11.9768	8.45814	-5.69829	-1.79293	-2.03523	-1.83065	6.8423	6.54665	8.74736	10.4718	13.0754	11.931	7.53165	-5.29695	-2.09174	-1.67761	-1.5086	6.79942	6.33422	8.63015	10.5198	12.0086	12.1302	7.72739	-5.82256	-1.94369	-1.69617	-1.5223	 7.65	7.04804	8.55141	10.084	12.8634	11.2689	7.14622	-5.33737	-1.69025	-1.72488	-0.646685	6.87287	6.03475	8.5436	10.1708	13.1767	11.3092	7.33232	-5.7123	-1.95462	-2.04168	-3.577460e+01	5.835288e+01	2.257827e+01
34240	-0.613879	7.83328	6.7196	8.70243	10.4438	13.3358	11.1498	7.79129	-5.95708	-2.01992	-2.05778	0.213008	0.312941	0.139454	0.0794589	0.268636	0.272422	0.0842991	0.0710139	0.278241	0.0730989	0.0984151	0.0764947	0.0433886	0.017786	-0.521164	6.99006	6.59519	8.63627	10.4873	14.1724	11.3154	7.89002	-5.75122	-2.37315	-2.06736	-1.03394	7.27711	6.60612	8.92713	10.6218	13.6478	10.9882	7.50866	-5.752	-1.97306	-2.09603	-1.13236	7.43082	6.83858	8.74553	10.5374	12.7877	10.9703	8.01789	-5.8774	-1.9971	-1.55957	-0.459902	7.77381	6.52879	9.04001	9.39227	11.4771	11.1598	7.2727	-5.88828	-1.60203	-2.40503	-1.07106	6.55625	6.34031	8.71669	10.9979	13.3756	11.4766	8.15164	-5.67181	-1.9962	-1.53246	-1.66215	7.88408	7.08219	8.65273	10.3596	14.2098	11.7135	7.97849	-5.59697	-1.74672	-1.8874	-0.914624	7.69706	6.8061	8.74517	10.3153	13.7961	10.9599	7.83588	-5.93261	-1.64144	-1.92163	-0.752139	7.41772	5.98811	8.67873	10.2445	13.5405	11.0849	7.659	-5.84772	-2.03679	-2.47058	-2.871571e+01	6.730680e+01	3.859109e+01
34400	-0.841359	7.55433	6.45999	8.84916	10.6064	13.6088	10.5249	8.20538	-5.04138	-1.9186	-1.6904	0.0907583	0.153458	0.166208	0.0816659	0.321026	0.638519	0.470198	0.190048	0.146924	0.0944755	0.239191	0.0561802	0.0400958	0.0120347	-0.537177	6.88847	6.35032	8.5763	10.5607	13.6574	10.489	7.7561	-5.66797	 -2.2	-2.13669	-0.818764	6.79098	6.16293	8.88872	10.8604	14.0112	11.9468	8.23952	-4.84709	-2.16947	-2.10132	-1.37697	7.66749	  6.9	8.66273	11.2007	14.3539	10.2989	7.80373	-4.91924	-1.94276	-1.58929	-0.51452	7.8941	6.55123	8.87707	9.38842	11.4237	10.0376	8.42959	-4.12547	-1.76938	-2.40514	-1.2702	7.2491	6.48327	8.6896	10.8196	14.7385	10.3666	9.0232	-4.59526	-1.97216	-1.83465	-1.31264	7.29257	6.66957	8.62987	10.6453	13.9789	10.9437	7.47423	-5.27072	-1.90959	-1.7501	-1.21238	7.36223	6.58068	8.62415	10.0926	13.8321	10.7657	8.25888	-5.05356	-1.71631	-1.80757	-0.749858	7.95575	6.36761	8.80352	10.062	13.404	11.035	7.58178	-5.13083	-1.9425	-2.77407	-5.092961e+01	6.779170e+01	1.686210e+01
34560	-0.580249	7.12058	6.32015	8.76605	10.3936	12.2435	11.1754	8.04939	-4.67206	-2.03727	-2.00513	0.413099	0.116482	0.125067	0.0571878	0.277083	0.126005	0.187051	0.108946	0.244175	0.1406	0.148904	0.0795885	0.038497	0.0224988	-0.590564	7.26571	6.80965	8.78921	10.3844	12.4913	11.1586	8.23765	-4.9459	-2.19815	-2.24503	-0.616111	6.93118	6.48342	8.89673	11.287	12.4178	10.8186	7.81275	-5.07157	-2.10776	-1.86169	-1.34706	6.66729	6.221	8.90829	10.6675	12.524	11.5537	7.74195	-4.78042	-1.85781	-1.58468	-0.458857	7.72097	6.27918	8.83252	9.54915	11.736	11.4379	7.99198	-3.93681	-1.76453	-2.28045	-1.373	7.64272	6.93431	8.78393	10.5652	12.9674	11.2717	8.00679	-3.77789	-1.98987	-1.96704	-1.36851	7.41679	6.63738	8.53756	10.4083	12.2783	11.8728	8.10933	-4.34619	-1.81011	-1.85352	-1.38211	7.32237	6.45634	8.60906	10.1062	12.3602	10.7315	8.47993	-4.15392	-1.76837	-1.96446	-0.703894	6.88457	5.77814	8.683	10.2559	12.1015	11.4662	7.7683	-4.44358	-1.8993	-2.41291	-2.750751e+01	5.776398e+01	3.025647e+01
34720	-0.664227	7.26556	6.45597	8.80178	10.2747	13.0645	10.3084	7.82241	-5.84841	-1.98313	-2.00719	0.325843	0.0541471	0.252397	0.0833427	0.366458	0.901508	0.086621	0.177115	0.358581	0.0731712	0.110475	0.0546825	0.0387285	0.0167151	-0.644489	7.45071	6.97255	8.66517	10.4436	12.6001	10.0261	8.23314	-5.43793	-2.17872	-2.19924	-1.24839	7.11681	6.372	8.88911	10.7078	13.6562	10.4269	8.57349	-5.72675	-2.08201	-2.01967	-1.34732	7.23449	6.46751	8.68796	11.0587	13.0464	10.8755	7.8472	-5.6088	-2.09062	-1.6952	-0.457862	7.38893	6.20085	9.03575	9.31282	11.1701	10.3167	7.70553	-4.43228	-1.60155	-2.36104	-1.25508	7.34217	6.62358	8.83859	10.775	14.5721	10.1671	7.71139	-5.39045	-1.88766	-1.99581	-1.02005	7.34338	6.57894	8.53587	11.8253	12.3971	10.1962	8.36383	-5.5052	-1.85766	-1.8806	-1.38827	7.39151	6.43562	8.7656	9.94054	14.2356	10.6897	7.53006	-5.37287	-1.64827	-2.05176	-0.569912	7.17549	5.72616	8.66274	10.8112	12.506	9.94823	8.44234	-5.9914	-1.99343	-2.41964	-3.806591e+01	6.667661e+01	2.861070e+01
34880	-1.11612	7.23761	6.19947	8.66687	10.6163	12.7154	9.67374	9.38183	-4.12858	-1.86829	-1.92167	0.158971	0.203962	0.0547743	0.0939999	0.184972	0.357044	0.0877221	0.128254	0.154658	0.0753718	0.0818803	0.05897	0.0476147	0.0146969	-0.584378	6.80249	6.28705	8.55112	10.2884	12.7027	9.8011	9.21188	-4.52856	-2.31735	-2.14091	-1.21484	6.83473	6.07749	8.85352	10.4778	13.5273	9.37574	9.27187	-4.32502	-1.95213	-2.0565	-1.48978	7.3545	6.37647	8.72929	10.8901	13.0731	10.1922	8.45121	-4.97687	-1.82363	-1.78035	-0.476391	7.39534	6.11752	8.84158	9.68684	11.2064	9.7974	8.52068	-3.41889	-1.7752	-2.39674	-1.27063	7.03102	6.34411	8.78411	10.7304	13.5161	9.93139	10.0286	-4.41392	-1.89742	-1.81984	-1.36808	7.07416	6.31706	8.41705	10.7967	12.7764	9.89871	9.06437	-4.52064	-2.07132	-1.70393	-0.896681	7.40573	6.51029	8.59466	10.387	13.062	10.3144	9.42506	-4.22777	-1.7465	-1.84908	-0.694029	7.42402	5.87726	8.88475	10.2713	12.7968	9.51176	9.22347	-4.30234	-1.92444	-2.65205	-3.076043e+01	6.670851e+01	3.594809e+01
35040	-1.0527	7.05255	6.35455	8.87584	10.3021	13.0197	10.6918	8.8663	-5.9341	-1.84003	-2.08641	0.0869476	0.0800925	0.110339	0.0771698	0.268708	0.633086	0.554216	0.0964248	0.216463	0.123167	0.106271	0.0761582	0.0470333	0.0166797	-0.839951	6.64698	6.05891	8.78112	10.0994	12.1743	11.1065	8.44864	-5.39665	-2.29643	-2.2032	-0.884562	6.81575	6.28773	8.99548	10.7069	12.3113	10.2532	8.4593	-5.48736	-2.0225	-2.0076	-1.48586	7.3659	6.54877	8.72582	10.646	12.561	9.68465	8.8371	-5.96774	-2.1398	-1.61846	-0.547919	7.35954	6.08324	9.15705	9.1547	11.4606	11.3131	8.38507	-5.16152	-1.67374	-2.52571	-1.54715	7.27431	6.70605	8.6772	10.7119	12.466	11.157	9.69769	-5.5377	-1.97352	-1.76986	-1.52429	7.15976	6.37315	8.71513	10.6475	12.8204	11.2059	9.42051	-5.54572	-1.77301	-1.88408	-0.86534	6.98377	6.31211	8.73277	9.95729	12.1859	11.0948	8.59686	-5.42475	-1.65106	-1.82782	-0.912407	7.06212	5.5368	8.74352	10.269	12.8563	10.7584	8.85671	-5.99076	-1.79397	-2.57062	-3.963280e+01	5.978826e+01	2.015545e+01
35200	-0.283263	7.16245	6.14514	8.74884	10.3221	13.1312	12.6858	9.68709	-5.0336	-1.99266	-2.03628	0.613757	0.0803234	0.198715	0.0672522	0.223348	0.26965	0.0689677	0.727877	0.190399	0.0683942	0.132474	0.0645567	0.0300032	0.0127129	-0.623383	6.72735	6.30866	8.72095	10.5367	12.6919	12.5763	9.71733	-5.13754	-2.30476	-2.1057	-1.28715	6.77747	6.01514	8.98352	10.5255	12.8102	12.3273	10.2027	-4.44658	-1.93928	-2.24152	-1.08999	7.36076	6.56496	8.73386	11.0545	13.1584	12.8504	9.87803	-4.9492	-1.97968	-1.66939	-0.456336	7.45817	5.94689	8.95969	9.2715	12.1018	12.5611	10.6533	-4.54441	-1.69093	-2.48332	-1.16955	7.32819	6.54847	8.84848	10.7404	14.2214	12.5046	9.92509	-5.30724	-1.83951	-2.02811	-1.20032	6.98624	6.16551	8.71522	10.6321	14.1279	12.2242	9.85686	-5.33246	-1.85166	-1.95454	-1.77576	7.39979	6.29317	8.72873	10.0698	12.1222	12.9906	10.2829	-5.34018	-1.61251	-2.13682	-0.718638	6.87616	5.82943	8.80267	10.0822	13.5624	12.3633	7.37657	-5.10779	-1.96306	-2.51398	-4.226571e+01	7.341230e+01	3.114659e+01
35360	-1.06909	7.0595	6.20135	8.7793	10.3138	13.3039	12.6495	8.31069	-5.18303	-1.93429	-2.05003	0.152602	0.188094	0.138031	0.125688	0.231316	1.07398	0.144773	0.193261	0.418309	0.0664533	0.114248	0.0784938	0.0351057	0.0148509	-0.765121	6.7803	6.16424	8.60024	10.3022	12.9267	12.6591	8.25086	-5.57656	-2.23573	-2.28008	-0.841181	6.92611	6.45795	8.80631	10.9946	12.0678	12.3673	8.09231	-5.27259	-2.11102	-1.86985	-1.23659	7.1908	6.32389	8.66135	10.8573	13.6838	12.7775	7.85553	-5.27272	-1.79435	-1.69406	-0.468307	7.0433	5.6613	8.94539	9.33079	11.7492	12.5518	8.02828	-5.65631	-1.64305	-2.33335	-1.27462	6.74608	6.07604	8.81692	10.5182	14.3398	12.5821	8.92389	-5.00275	-1.84059	-1.96118	-1.0763	6.64064	5.9493	8.62988	10.5908	13.4355	12.0735	8.46776	-4.5908	-1.77427	-1.76892	-1.59794	7.44846	6.48317	8.86734	9.88415	13.2909	12.1101	8.66856	-5.09872	-1.50979	-2.19453	-0.916278	7.89258	6.08472	8.52152	10.2721	11.8271	12.6087	9.36318	-5.41136	-1.81973	-2.58576	-3.908928e+01	5.697293e+01	1.788366e+01
35520	-0.573889	6.73018	5.8718	8.94232	10.6208	13.3282	10.9867	8.34614	-5.77837	-1.77681	-2.0213	0.206115	0.111371	0.214395	0.120358	0.500181	0.67115	0.10108	0.0984584	0.208246	0.0649945	0.166798	0.052219	0.0361281	0.0183149	-0.717196	6.61444	6.16945	8.50775	10.7453	12.2185	11.5248	8.00715	-5.76036	-2.2009	-2.11795	-0.970911	6.53699	5.87823	8.82133	10.5987	12.7302	11.3417	8.45429	-4.95463	-2.08849	-2.01282	-0.901669	6.72956	6.04433	8.7255	11.2014	13.1153	11.2192	8.21481	-5.91187	-1.9641	-1.65518	-0.469223	6.96987	5.77444	8.837	9.65836	11.3237	11.2958	8.55899	-5.82986	-1.75325	-2.17412	-1.59646	7.24415	6.4492	8.78341	10.8402	13.1636	11.0915	8.57806	-5.48028	-1.9766	-1.93331	-1.38795	6.92472	5.97366	8.67861	10.6257	14.7312	10.6465	8.15039	-5.89572	-1.77011	-1.92784	-0.990016	7.14124	6.40395	8.69646	10.4214	12.8014	10.6739	7.72609	-5.55793	-1.6544	-1.87485	-0.494367	7.1988	5.70015	8.7011	10.3145	14.083	10.7918	8.49417	-5.56433	-1.87768	-2.60652	-3.433892e+01	6.483546e+01	3.049655e+01
35680	-0.934054	6.89078	6.12015	8.86774	10.6122	13.5904	9.48197	8.33785	-5.14341	-1.98766	-2.16703	0.183974	0.0878739	0.0715327	0.156283	0.360404	0.53499	0.0798745	0.366471	0.0807918	0.132314	0.230182	0.0676962	0.0292961	0.0183382	-0.566866	6.96064	6.45875	8.79858	10.6459	13.6024	9.75877	9.14493	-5.04566	-2.29778	-2.21586	-1.04014	6.66319	6.27083	8.86783	10.5669	14.6355	9.32239	7.38858	-5.15606	-2.16101	-1.83146	-1.42947	6.76364	6.22528	8.58657	11.3002	11.9225	9.07706	8.42756	-4.94971	-2.22617	-1.35841	-0.46016	7.26787	5.81883	8.96374	9.52528	11.7317	9.7479	7.76766	-4.96206	-1.66255	-2.39409	-1.40259	7.25913	6.4938	8.71373	10.9747	13.5956	9.74168	8.90742	-5.57787	-1.80337	-2.07744	-0.980631	7.04295	6.41501	8.78251	11.0181	13.3606	9.2101	8.35585	-5.12971	-1.78776	-1.82653	-0.841492	6.76257	5.94322	8.62086	10.4675	14.4712	9.33339	8.12266	-4.88768	-1.65745	-1.82278	-0.82121	6.90208	5.68597	8.82997	10.3077	13.8398	9.15831	7.6404	-5.34867	-1.84719	-2.39433	-3.661975e+01	5.729798e+01	2.067824e+01
35840	-1.53751	7.42196	6.09628	8.6467	10.5854	12.02	9.82524	11.362	-5.62426	-2.03376	-2.16769	0.26883	0.0927679	0.184978	0.060702	0.10067	0.153123	0.0791044	0.141104	0.126377	0.108631	0.134731	0.0638964	0.0344274	0.0159136	-0.807523	7.2321	6.77207	 8.51	10.6484	11.7193	9.80713	10.861	-5.70456	-2.28177	-2.06473	-1.07981	7.23584	6.4943	8.81219	10.4571	12.033	9.78976	11.3178	-5.66724	-1.98857	-1.96301	-1.4504	7.31849	6.56545	8.69723	10.9222	12.368	10.1641	11.3297	-5.79323	-1.8123	-1.60642	-0.459378	7.34295	6.15927	8.85898	9.67623	11.1317	9.62237	10.9312	-5.69257	-1.84816	-2.07945	-1.48152	7.2456	6.68845	8.63285	10.7787	12.0791	9.69779	11.9003	-5.59553	-2.014	-1.71745	-1.82858	7.52489	6.51248	8.70047	10.2416	12.0425	9.8915	11.7295	-5.49716	-1.72064	-2.03346	-1.58485	7.22875	6.22179	8.71594	9.90808	12.5055	9.4795	10.861	-5.75354	-1.56111	-2.00374	-1.01217	7.75302	5.93993	8.91683	10.5328	12.8515	9.04448	11.1845	-5.47224	-1.89107	-2.75176	-2.343567e+01	7.073248e+01	4.729681e+01
36000	-0.912154	7.21782	6.55903	8.60491	10.7715	11.8976	10.505	10.3611	-5.68748	-1.71438	-2.10662	0.244008	0.103332	0.0909484	0.0399488	0.148495	0.621491	0.0783104	0.171528	0.14777	0.0625054	0.145349	0.086932	0.0317026	0.013269	-0.631242	7.35312	6.90866	8.81964	10.5218	13.0933	10.8601	10.1051	-5.94364	-2.00669	-2.25012	-0.743502	7.30567	6.73596	8.67659	11.1683	13.7757	11.0195	10.1981	-5.40397	-2.09816	-1.79457	-1.43625	7.16417	6.45773	8.82242	11.0463	11.956	10.4101	10.3391	-5.50133	-1.95497	-1.57658	-0.521852	7.17535	6.03298	8.81576	9.76396	10.8323	10.5303	10.1984	-5.7666	-1.70613	-2.11243	-1.46769	7.34164	6.65147	8.61312	11.14	12.7449	10.6677	9.72112	-5.11494	-1.8843	-1.73696	-1.30295	7.26956	6.38405	8.83909	10.5212	13.8468	10.5041	9.8629	-5.2594	-1.80494	-2.07711	-0.899956	7.48255	6.71436	8.67072	10.6712	13.0364	10.6566	11.134	-5.56579	-1.68433	-1.88449	-0.85575	7.92252	6.23661	8.67569	10.2272	12.1338	10.5461	10.3982	-4.69184	-1.90959	-2.615	-3.305555e+01	5.888407e+01	2.582852e+01
36160	-1.28375	7.13716	6.27727	8.80306	10.3467	12.3312	11.0532	12.5059	-5.2185	-1.90048	-2.03689	0.455209	0.143627	0.158049	0.0694733	0.0745645	0.295074	0.0965536	0.984571	0.0904352	0.0721654	0.0794646	0.0905494	0.0416868	0.0193837	-0.645011	7.33332	6.81783	8.64287	10.3362	13.4456	11.6407	11.2418	-5.54206	-2.26449	-2.11634	-1.60691	6.7336	6.20268	8.95868	10.3393	11.8228	11.7597	12.1058	-5.19712	-2.00791	-2.03769	-1.2681	7.22734	6.62171	8.8269	10.6449	12.2677	10.7175	12.7048	-5.51296	-2.23045	-1.56204	-0.463872	7.03623	5.84838	8.81198	9.42948	11.27	11.553	11.5941	-5.20919	-1.63244	-2.14977	-1.37915	6.98449	6.2892	8.82101	10.7375	13.3225	11.2461	12.693	-5.6942	-1.92023	-1.84499	-0.9018	7.45269	6.74754	8.59004	10.8425	12.3878	10.7309	10.7064	-5.24046	-1.91362	-1.70402	-0.939165	7.52883	6.69044	8.70908	10.146	13.2956	11.3407	10.905	-5.38988	-1.58494	-1.94739	-0.633436	6.91498	5.68104	8.61513	10.3755	12.3398	11.4514	12.7496	-4.99995	-2.03172	-2.35526	-4.308684e+01	6.274776e+01	1.966092e+01
