iter	M_lnTg(1)	M_lnSULT_Km_apap(1)	M_lnSULT_VmaxC(1)	M_lnUGT_Km(1)	M_lnUGT_VmaxC(1)	M_lnKm_AG(1)	M_lnVmax_AG(1)	M_lnKm_AS(1)	M_lnVmax_AS(1)	M_lnkGA_syn(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AG(1)	M_lnCLC_AS(1)	Var_lnTg(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnKm_AG(1)	Var_lnVmax_AG(1)	Var_lnKm_AS(1)	Var_lnVmax_AS(1)	Var_lnkGA_syn(1)	Var_lnkPAPS_syn(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AG(1)	Var_lnCLC_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnSULT_VmaxC(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnKm_AG(1.1)	lnVmax_AG(1.1)	lnKm_AS(1.1)	lnVmax_AS(1.1)	lnkGA_syn(1.1)	lnkPAPS_syn(1.1)	lnCLC_APAP(1.1)	lnCLC_AG(1.1)	lnCLC_AS(1.1)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnSULT_VmaxC(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnKm_AG(1.2)	lnVmax_AG(1.2)	lnKm_AS(1.2)	lnVmax_AS(1.2)	lnkGA_syn(1.2)	lnkPAPS_syn(1.2)	lnCLC_APAP(1.2)	lnCLC_AG(1.2)	lnCLC_AS(1.2)	lnTg(1.3)	lnSULT_Km_apap(1.3)	lnSULT_VmaxC(1.3)	lnUGT_Km(1.3)	lnUGT_VmaxC(1.3)	lnKm_AG(1.3)	lnVmax_AG(1.3)	lnKm_AS(1.3)	lnVmax_AS(1.3)	lnkGA_syn(1.3)	lnkPAPS_syn(1.3)	lnCLC_APAP(1.3)	lnCLC_AG(1.3)	lnCLC_AS(1.3)	lnTg(1.4)	lnSULT_Km_apap(1.4)	lnSULT_VmaxC(1.4)	lnUGT_Km(1.4)	lnUGT_VmaxC(1.4)	lnKm_AG(1.4)	lnVmax_AG(1.4)	lnKm_AS(1.4)	lnVmax_AS(1.4)	lnkGA_syn(1.4)	lnkPAPS_syn(1.4)	lnCLC_APAP(1.4)	lnCLC_AG(1.4)	lnCLC_AS(1.4)	lnTg(1.5)	lnSULT_Km_apap(1.5)	lnSULT_VmaxC(1.5)	lnUGT_Km(1.5)	lnUGT_VmaxC(1.5)	lnKm_AG(1.5)	lnVmax_AG(1.5)	lnKm_AS(1.5)	lnVmax_AS(1.5)	lnkGA_syn(1.5)	lnkPAPS_syn(1.5)	lnCLC_APAP(1.5)	lnCLC_AG(1.5)	lnCLC_AS(1.5)	lnTg(1.6)	lnSULT_Km_apap(1.6)	lnSULT_VmaxC(1.6)	lnUGT_Km(1.6)	lnUGT_VmaxC(1.6)	lnKm_AG(1.6)	lnVmax_AG(1.6)	lnKm_AS(1.6)	lnVmax_AS(1.6)	lnkGA_syn(1.6)	lnkPAPS_syn(1.6)	lnCLC_APAP(1.6)	lnCLC_AG(1.6)	lnCLC_AS(1.6)	lnTg(1.7)	lnSULT_Km_apap(1.7)	lnSULT_VmaxC(1.7)	lnUGT_Km(1.7)	lnUGT_VmaxC(1.7)	lnKm_AG(1.7)	lnVmax_AG(1.7)	lnKm_AS(1.7)	lnVmax_AS(1.7)	lnkGA_syn(1.7)	lnkPAPS_syn(1.7)	lnCLC_APAP(1.7)	lnCLC_AG(1.7)	lnCLC_AS(1.7)	lnTg(1.8)	lnSULT_Km_apap(1.8)	lnSULT_VmaxC(1.8)	lnUGT_Km(1.8)	lnUGT_VmaxC(1.8)	lnKm_AG(1.8)	lnVmax_AG(1.8)	lnKm_AS(1.8)	lnVmax_AS(1.8)	lnkGA_syn(1.8)	lnkPAPS_syn(1.8)	lnCLC_APAP(1.8)	lnCLC_AG(1.8)	lnCLC_AS(1.8)	LnPrior	LnData	LnPosterior
19500	-1.28547	6.89925	6.38501	9.37704	9.20626	9.92304	10.4674	10.2826	13.2366	9.74892	12.2147	-5.88497	-1.86579	-2.07814	0.246973	0.128947	0.152831	0.18552	0.089058	0.167102	0.140853	0.11736	0.199407	0.212081	0.220881	0.47189	0.0464792	0.0985126	0.0539659	0.0456444	0.0164202	-0.710895	7.06613	6.48215	9.37428	9.25818	9.87415	10.9963	9.92671	12.5817	10.0035	12.3417	-5.50971	-2.18132	-2.14874	-0.914137	6.54212	5.91812	9.23106	9.59949	9.52134	9.92094	10.5394	13.6297	9.39644	12.2993	-5.57215	-1.91576	-2.08054	-1.36192	7.18283	6.34341	9.00751	8.90103	9.65635	10.6787	10.0077	12.8631	9.33971	12.2594	-5.22684	-2.0432	-1.57559	-0.00690393	7.09362	5.80548	9.03751	9.46944	10.3141	10.0667	10.4093	12.9361	10.1052	11.8978	-5.79766	-1.57648	-2.3811	-1.3712	7.44015	6.61048	9.17443	9.32047	9.51062	10.522	10.0261	13.2357	8.97305	12.0528	-4.70486	-1.70525	-1.99201	-1.1515	6.89596	6.2122	9.3377	9.17234	9.37503	10.7452	10.5024	13.3889	8.98024	11.8415	-4.70912	-1.96198	-1.72479	-1.01418	7.0495	6.3003	9.1361	9.1265	10.3412	10.8666	9.96987	13.6875	10.9813	11.6636	-5.70239	-1.77542	-1.87149	-1.0705	6.85804	5.44627	9.19674	9.20824	9.68244	10.0527	10.2338	13.594	9.56068	12.2951	-5.34278	-1.91728	-2.50536	-2.885484e+01	8.368294e+01	5.482810e+01
19600	-0.834091	6.99808	6.07217	9.3521	9.39116	9.48944	10.1035	10.1406	13.3055	8.99251	11.3955	-5.98057	-1.8382	-2.0496	0.224924	0.0708279	0.211182	0.144615	0.0239137	0.052577	0.137569	0.0893256	0.132109	0.110074	0.315143	0.0756075	0.0856998	0.101857	0.0457765	0.0337791	0.0123596	-0.580913	6.58954	6.16229	9.32816	9.3167	9.21758	9.89279	9.88539	13.2166	8.61491	11.8316	-5.59032	-2.24312	-2.1687	-0.785156	6.73579	6.08114	9.1477	9.34049	9.3027	10.3019	9.93817	13.1638	8.77126	11.7158	-5.78382	-1.9046	-2.07256	-1.17711	7.24585	6.43336	9.07188	9.17682	9.22299	10.6489	10.2537	13.5459	8.78875	10.9345	-5.85211	-1.82265	-1.78366	-0.0173771	7.21526	5.83118	8.97484	9.20613	9.58638	9.5686	9.89736	13.2442	8.49663	10.8815	-5.85206	-1.76416	-2.35599	-1.25269	7.13631	6.41641	9.11791	9.19638	9.53431	10.7334	10.4962	13.8321	8.63874	11.4745	-5.86068	-1.87697	-1.83787	-1.17754	7.44779	6.70622	9.28552	9.32018	9.43705	10.502	10.2562	13.2577	9.73519	11.6521	-5.80848	-1.81742	-1.85269	-1.14307	6.96724	6.10124	9.17981	9.15378	9.42788	9.74611	10.1102	13.46	9.00309	10.2979	-5.76513	-1.64262	-1.90315	-0.476448	7.11315	5.62165	9.32339	9.44278	9.43322	10.2735	9.8176	13.5485	9.11937	10.9397	-5.99001	-1.8186	-2.44033	-4.606762e+00	8.148858e+01	7.688182e+01
19700	-0.886194	7.07101	6.32871	9.19198	9.17759	9.86188	10.3029	10.0426	12.4659	10.0416	10.8235	-5.09875	-1.65489	-2.1076	0.362126	0.190893	0.0589326	0.250001	0.0804185	0.216754	0.1051	0.162583	0.206987	0.104212	0.181345	0.471229	0.133181	0.116071	0.0303839	0.0318847	0.0112451	-0.659326	6.5634	6.10692	9.30227	8.93213	9.8069	11.223	9.83659	11.8673	10.0048	10.5534	-5.4938	-2.25227	-1.94005	-0.903542	6.7768	5.96088	9.03127	9.31092	9.70192	10.5679	9.76882	13.51	10.3647	10.9865	-5.09672	-1.92798	-2.09798	-1.40305	7.45847	6.54208	9.23854	9.16814	9.15805	10.5043	10.2142	13.0678	9.28625	11.0485	-5.41077	-1.95333	-1.71802	-0.0061853	7.34036	6.20201	9.26636	9.43441	9.57935	9.72586	10.2195	12.2734	9.92316	10.8474	-5.14551	-1.80008	-2.18735	-1.21712	6.92457	6.35567	9.22894	9.18482	9.27817	10.5648	9.83113	12.8705	10.1437	11.8634	-5.97009	-1.95551	-1.73767	-1.16916	7.50009	6.51942	9.25459	9.18904	9.71792	10.3928	9.48911	12.7822	10.8293	11.5345	-5.05397	-1.94755	-2.01141	-0.792406	6.97406	6.25287	9.25058	9.10498	10.1295	10.9098	9.44853	12.9747	10.5104	10.3737	-4.86263	-1.76545	-1.76845	-0.764638	7.34577	5.75498	9.14627	9.23374	9.52659	9.85771	9.44058	12.0531	10.1016	10.6621	-5.03941	-1.92461	-2.70667	-4.316488e+01	8.119264e+01	3.802776e+01
19800	-0.675486	7.03862	6.10842	9.34832	9.21455	10.453	10.8858	9.90931	12.4267	12.01	10.3957	-5.14327	-1.95157	-2.00441	0.372285	0.20265	0.211608	0.0643333	0.0588032	0.105881	0.238479	0.0617221	0.145483	0.105266	0.15466	0.184403	0.0769988	0.13651	0.0499984	0.0349822	0.0149759	-0.815759	6.81094	6.27997	9.25447	9.06269	10.4541	10.8192	9.46185	12.0322	11.9222	10.0377	-5.17847	-2.36223	-2.11839	-1.22048	6.49357	5.82732	9.09852	9.32842	10.0056	10.6278	10.3424	12.1593	12.3964	9.97299	-5.23568	-1.88855	-2.08402	-1.50652	7.20267	6.42772	9.18119	9.04118	10.2853	11.4842	10.135	12.2942	12.4025	10.3355	-5.81417	-2.01126	-1.49861	-0.00261248	7.15407	6.00412	9.14466	9.3891	10.3143	10.2133	10.0984	11.8589	11.7568	10.4852	-5.65013	-1.75918	-2.13309	-1.43102	6.5667	6.01252	9.24657	9.45375	10.0994	10.9196	10.1905	12.6563	11.6901	10.3173	-4.85297	-1.74035	-1.89489	-1.02479	7.31954	6.51362	9.29145	9.2033	10.489	11.4195	9.67002	12.7229	12.3462	10.2667	-4.91497	-1.78416	-1.87906	-1.42449	6.918	6.00888	9.24013	9.27041	10.5122	10.558	10.2755	12.4699	12.9146	10.9732	-5.12655	-1.55122	-1.97006	-0.582239	7.32832	5.82301	9.09671	9.20842	10.5031	10.6099	9.65406	12.2339	11.8202	10.1229	-5.87147	-2.02295	-2.72994	-1.822267e+01	8.666779e+01	6.844511e+01
19900	-1.17818	6.80035	6.02778	9.37031	9.26245	9.7965	10.7242	10.2422	12.6138	11.8207	10.1248	-4.82877	-1.83082	-2.10831	0.464894	0.213736	0.0491898	0.135702	0.233455	0.0885713	0.112619	0.534854	0.373292	0.515353	0.357901	0.264219	0.060412	0.196126	0.042367	0.0585211	0.0175018	-0.499345	6.54296	6.04022	9.32511	9.16469	10.0005	10.8017	9.81887	12.5148	10.9021	10.9129	-5.49391	-2.07124	-2.07394	-0.917922	6.95462	6.25309	9.28819	9.37834	9.87049	11.0718	9.8583	12.1905	12.6301	10.3966	-4.32364	-2.00319	-1.96658	-1.25661	6.88426	5.92661	9.27982	9.10205	9.66795	10.8992	9.50545	12.2987	11.0568	9.80965	-4.05966	-2.02054	-1.63722	-0.00536568	7.37965	6.07458	8.74661	9.14909	10.053	10.0654	10.5152	13.022	10.7159	10.2921	-4.43352	-1.6564	-2.56022	-1.42121	6.93653	6.13585	9.12472	8.95068	9.69455	10.5868	10.3405	13.9759	11.7857	9.79458	-3.4737	-1.8898	-1.89696	-1.39423	7.01483	6.2656	9.28944	9.24878	9.99045	10.9648	9.08557	12.4716	11.5542	10.3898	-4.94131	-1.93931	-1.9494	-1.68041	7.13763	6.25262	9.12831	9.06974	10.1608	10.5938	9.73357	12.3248	11.1057	10.0245	-4.31819	-1.70322	-2.00668	-0.818906	7.36274	5.58447	9.10485	9.1219	10.0439	10.6602	9.80035	14.2354	11.4937	9.83254	-5.16924	-1.90243	-2.78182	-5.022715e+01	6.969305e+01	1.946591e+01
20000	-0.928132	7.12387	6.28247	9.16232	9.17948	10.0942	10.7459	10.3826	12.7201	11.6105	11.9716	-5.15322	-1.83212	-2.02666	0.164138	0.171312	0.064706	0.128744	0.207885	0.560273	0.171082	0.197268	0.0877721	0.161514	0.566093	0.117267	0.12042	0.084666	0.0366837	0.0372247	0.0130894	-0.441209	6.34514	5.98805	9.19462	8.94562	9.71678	10.5183	10.3213	12.3854	11.2012	11.5309	-5.71687	-2.33507	-1.92005	-0.886213	7.01356	6.33041	9.21825	9.41198	9.38921	10.4028	10.1568	12.1676	11.5222	11.9352	-4.5446	-2.01379	-2.05134	-1.61424	7.11805	6.43686	9.2407	9.04664	10.1056	11.3337	10.3345	12.0275	11.0965	11.5029	-4.33442	-1.82897	-1.55525	-0.0240573	7.57501	6.33934	9.02202	9.33404	10.2325	10.0674	10.4195	12.6557	12.6233	11.993	-5.61436	-1.61459	-2.32671	-1.35491	6.89145	6.16493	9.38054	9.58041	9.7784	10.4392	9.8074	13.0144	11.9016	11.1679	-5.35788	-1.90459	-1.99413	-1.53244	7.00262	6.0564	9.388	9.25979	9.93467	10.5193	10.121	13.0506	11.7577	12.0666	-5.03207	-1.82943	-1.97477	-1.03577	7.39518	6.41902	9.27194	9.26565	10.4572	10.591	10.3065	13.0966	11.642	11.0159	-5.41718	-1.50321	-2.00308	-0.574368	6.7162	5.32679	8.98638	8.83474	9.69696	10.3204	10.1797	13.0571	12.149	12.6569	-5.07554	-2.08057	-2.40668	-4.390943e+01	8.511145e+01	4.120202e+01
20100	-0.839361	6.65423	5.97443	9.39028	8.91996	9.95195	10.8185	9.9932	12.6243	10.2999	12.7547	-5.4579	-1.80969	-2.19703	0.192987	0.123654	0.0925388	0.26138	0.0896057	0.254847	0.12397	0.134745	0.180785	0.196064	0.277812	0.0976196	0.0831976	0.231097	0.0433141	0.0320424	0.020277	-1.07036	6.34083	5.65685	9.35143	9.08272	9.9697	10.6449	9.8603	12.3672	10.6982	12.4206	-5.2269	-2.36612	-2.19024	-1.08729	7.17459	6.44335	9.24596	9.38481	9.65553	10.3404	9.48986	13.1163	11.2656	12.8057	-5.58563	-2.0255	-2.01572	-1.38044	7.33368	6.54131	9.03912	9.09299	9.73383	10.8303	9.98273	12.7324	10.548	12.5407	-5.92856	-1.83883	-1.62391	-0.120888	7.5904	6.35353	8.97645	9.22559	10.47	10.3718	9.83039	11.8045	10.6775	12.631	-5.77075	-1.68831	-2.21946	-1.22912	6.55527	6.07575	8.85097	8.83411	10.0177	11.0115	8.98612	13.19	11.1973	12.8345	-5.97377	-1.8078	-1.65878	-1.15617	7.00528	6.17749	9.14497	9.04686	10.475	11.5103	10.2344	13.2687	10.0101	12.5621	-5.36855	-1.92545	-1.87735	-1.22119	7.1652	6.11463	9.35076	9.42831	10.4372	10.5255	9.68877	12.8353	10.1132	12.4665	-5.06238	-1.56352	-2.03108	-0.882197	6.1835	5.23383	9.00425	8.92121	10.2895	10.6409	10.0227	12.4776	10.5757	12.6544	-5.48809	-1.87751	-2.25047	-3.869271e+01	8.113921e+01	4.244650e+01
20200	-1.14495	6.95519	6.28665	9.36311	9.0671	10.2761	10.887	10.1285	12.7053	10.995	12.1253	-5.9967	-2.06964	-2.03169	0.266879	0.0987142	0.0957951	0.132063	0.0645397	0.0730605	0.109204	0.178695	0.111782	0.0617587	0.0883385	0.173865	0.0563719	0.0695193	0.0354022	0.029774	0.0127271	-0.603982	6.3973	5.92889	9.25634	9.19501	10.3492	10.8414	10.2994	12.9412	10.662	12.0648	-5.77	-2.07898	-2.13303	-1.13303	6.93102	6.25958	9.19451	9.29342	10.065	11.2897	9.16205	12.6302	10.9127	12.0751	-5.98643	-2.04341	-1.9827	-1.50571	7.03478	6.25886	9.12983	9.05328	9.92147	10.9086	10.4774	12.6037	10.7402	12.4831	-5.92583	-2.03031	-1.52038	-0.0159147	7.22195	5.98112	8.90265	9.21638	10.3454	10.0926	10.2533	12.5353	10.9977	12.2985	-5.04636	-1.79324	-2.3217	-1.25253	7.11289	6.36354	8.76792	8.98855	10.074	10.7581	9.83792	12.826	11.04	12.2408	-5.74579	-1.98023	-1.96067	-1.56278	6.88044	6.02287	9.28005	9.12795	10.4312	10.9145	10.1793	13.1588	11.0984	12.214	-5.56735	-1.72713	-1.8161	-1.39868	7.17153	6.23206	9.15777	9.1158	10.255	10.6095	10.5138	12.4117	10.8814	12.3858	-5.49552	-1.6266	-1.9358	-0.385038	7.20207	5.84059	9.30564	9.27582	10.4418	10.9743	9.95199	13.0019	11.176	11.7601	-5.93377	-1.89803	-2.35603	5.976354e+00	8.487613e+01	9.085248e+01
20300	-0.926552	6.80505	5.94111	8.86683	9.09417	9.81023	10.2896	10.0559	12.5987	11.522	12.309	-5.84301	-1.90888	-2.01016	0.322712	0.167971	0.0754768	0.0646227	0.120641	0.0839905	0.11751	0.270935	0.0512147	0.115629	0.093589	0.206669	0.0731685	0.236908	0.0307295	0.0389113	0.0181375	-0.795346	6.44483	5.89786	8.791	8.66362	9.53387	10.1763	10.4454	12.3328	11.3835	12.1234	-5.7443	-2.20255	-2.11396	-0.951489	6.94902	6.34029	9.02624	9.18113	9.54543	10.4656	9.93473	12.6158	11.426	12.143	-5.47758	-1.94436	-2.06858	-1.57861	7.1201	6.21239	9.10352	9.15736	9.80933	10.5984	9.6458	12.6644	11.3518	12.6979	-5.63756	-1.95625	-1.7603	-0.0212397	7.48113	6.21978	8.8314	9.10776	10.1411	9.87356	9.98552	12.1448	11.4972	11.9201	-4.9787	-1.64848	-2.26925	-0.918826	6.17959	6.00484	8.95049	8.75984	9.44562	10.8443	10.0997	12.646	11.9423	12.5448	-5.14085	-2.31031	-1.36119	-1.22861	6.54106	5.74696	8.9102	8.79267	9.56583	10.3539	9.75216	12.9041	11.7158	11.7999	-5.69142	-1.84147	-1.87942	-0.980785	7.09739	6.04042	8.9512	9.04466	9.81958	10.3623	9.67544	12.8097	11.5192	12.8967	-5.2847	-1.52127	-2.07489	-0.507133	7.17043	5.73599	8.74011	8.99864	10.2709	10.409	10.2972	12.8524	11.533	12.4629	-5.48157	-1.81814	-2.67101	-1.384056e+01	8.046291e+01	6.662235e+01
20400	-1.53898	6.73986	5.98202	9.09445	8.8942	9.927	10.2454	10.017	12.7574	11.763	10.7116	-5.98724	-2.05977	-1.81456	1.23255	0.238833	0.0957604	0.132932	0.0228651	0.773432	0.0774134	0.533477	0.0858235	0.0521703	0.0660506	0.128972	0.0676614	0.0757835	0.0423754	0.0407903	0.0103921	-0.605503	6.27833	5.76166	9.2167	8.9922	9.1652	10.0274	10.2839	13.4532	11.4614	10.4741	-5.65326	-2.21014	-2.07209	-1.05725	6.69101	6.03435	8.85546	8.86029	9.51077	10.6899	9.19849	12.6045	11.8392	10.6867	-5.74573	-2.07429	-1.92992	-1.29272	6.64435	5.98071	9.03685	8.96383	9.0867	10.3874	10.3288	12.7525	11.6336	10.7709	-5.65861	-2.297	-1.49626	-0.0151478	7.23534	5.99929	8.73598	9.02709	10.4431	10.2574	10.4141	12.4958	11.9113	10.5527	-5.29155	-1.74541	-2.26467	-1.27471	6.1706	5.69078	8.93101	8.83868	8.5659	 9.88	9.4715	12.6308	11.6067	10.9995	-5.23675	-1.86048	-1.69026	-1.04711	6.09384	5.70221	8.80933	8.63259	9.32107	10.1599	9.67501	12.2351	11.7224	10.873	-5.47217	-2.10455	-1.62396	-0.804623	6.67695	5.9115	8.9701	8.85958	9.66301	10.1707	9.22127	12.9023	11.7628	10.517	-5.61668	-1.64701	-1.80267	-0.512745	7.07472	5.5955	8.74726	8.74505	10.0316	10.4795	9.12278	12.4325	12.2895	10.357	-5.98977	-2.00264	-2.50535	-2.919536e+01	9.320054e+01	6.400518e+01
20500	-1.06864	6.6484	5.98816	8.6134	8.66009	10.2176	10.5378	10.2841	13.4495	12.0016	11.5307	-5.22913	-2.05147	-1.61268	0.322526	0.430737	0.105133	0.172569	0.0779428	0.286477	0.181392	0.133837	0.570013	0.211915	0.102524	0.121288	0.089428	0.2812	0.0331757	0.0386139	0.0127229	-0.335265	6.06896	5.80933	9.11545	8.92119	9.33135	10.5752	10.2678	12.4874	11.788	12.0796	-5.36192	-2.37786	-1.86651	-0.831318	6.77588	6.31236	8.51802	8.63456	9.44388	10.1939	9.71028	13.188	11.714	11.1071	-5.19965	-1.99458	-1.90407	-1.29648	6.8971	6.18901	8.63786	8.50697	9.94127	10.992	10.1821	12.4776	12.6434	11.8955	-5.61791	-2.18392	-1.53935	-0.0229009	7.16959	6.12543	8.55452	8.76135	10.0998	10.0649	10.0984	11.6589	11.73	11.0818	-4.90455	-1.63691	-2.11293	-1.35442	6.60325	6.1003	9.00501	8.96556	9.99409	10.984	10.2101	13.307	11.831	11.3974	-5.38577	-1.97566	-1.7264	-1.39284	6.87819	6.08677	8.89827	8.68298	9.57901	10.7572	10.2042	13.3227	11.5137	10.9587	-5.34898	-1.95235	-1.72915	-1.20505	6.65184	5.81765	8.98388	9.02417	10.1872	10.6588	9.90073	13.9113	12.1414	11.6998	-4.81447	-1.65711	-1.97402	-0.967171	6.90531	5.48125	8.58168	8.49242	10.1878	10.4162	9.92773	13.2814	12.201	11.5647	-4.48922	-1.94878	-2.52279	-4.206056e+01	8.737840e+01	4.531784e+01
20600	-0.750371	6.46624	5.87755	8.80839	8.66362	9.85011	10.3576	10.2124	12.5217	12.6093	12.2926	-5.67531	-1.93905	-2.0693	2.72112	0.428896	0.124088	0.0909452	0.0497105	0.105446	0.231838	0.122605	0.252877	0.156053	0.0411643	0.54362	0.111267	0.107144	0.0353995	0.0431094	0.0128523	-0.558163	6.43694	5.97556	8.76309	8.46199	9.80621	10.463	9.57568	12.3244	12.6763	12.6396	-5.97338	-2.2614	-1.97035	-1.27825	6.78766	6.14947	8.57024	8.64929	9.86546	10.9304	9.91175	12.1603	12.5664	11.8938	-5.02306	-2.03084	-1.98513	-1.90159	7.29389	6.43997	9.21049	9.03733	9.5398	10.593	9.94856	12.1771	12.6442	12.166	-5.58842	-1.99216	-1.64661	-0.0269521	7.14203	6.08095	8.60228	8.9159	10.0544	9.67715	10.5221	12.3229	12.7747	12.2569	-4.45684	-1.633	-2.257	-1.63219	6.98688	6.25939	9.06394	8.99122	10.0435	10.8694	10.3128	12.919	12.248	12.4749	-3.74778	-1.8361	-1.90348	-1.11976	6.88028	6.12197	8.71419	8.57398	9.97803	11.1098	10.1489	12.1964	12.7316	12.5183	-4.76786	-1.81707	-1.8035	-2.22858	6.71355	5.88025	8.8742	8.74886	10.0954	10.1211	10.5013	12.4639	12.2891	12.3797	-5.00542	-1.68692	-1.8588	-0.537517	7.18168	5.70003	8.85226	8.8965	9.68631	10.0625	9.59207	13.1065	12.7793	12.1882	-5.53461	-1.84763	-2.51961	-3.872899e+01	9.022281e+01	5.149382e+01
20700	-0.82488	6.75379	5.68551	8.79456	8.88564	10.4796	10.7622	10.355	12.648	12.6845	10.6088	-5.88147	-1.96419	-2.07609	0.253644	0.133715	0.132812	0.0926453	0.0832162	0.0579905	0.12168	0.133625	0.296314	0.161003	0.335964	0.531279	0.108228	0.133566	0.0456697	0.0399338	0.018943	-0.681477	6.06176	5.58576	8.82428	8.55538	10.1614	11.1957	10.1218	12.7381	12.9883	10.6199	-5.35294	-2.34389	-1.98451	-1.25941	7.13753	6.35069	8.8193	9.02937	10.1928	10.7381	10.4011	12.9413	12.17	11.979	-5.81208	-2.02425	-2.09251	-1.66002	6.86033	6.24996	8.85192	8.75908	10.1719	11.087	10.2789	12.0706	12.9888	9.95974	-5.8695	-2.36402	-1.42849	-0.0042115	7.10914	6.08606	9.04686	9.19023	10.4227	10.3086	10.2949	12.0385	12.1228	10.6029	-5.05576	-1.7645	-2.09891	-1.36179	6.6805	6.14785	8.97357	8.95394	9.88766	10.765	9.88281	13.2229	12.724	11.2455	-5.98545	-2.00274	-1.7143	-1.9214	7.07197	6.13723	8.44282	8.39055	10.2263	11.0114	9.88136	12.5786	12.9762	11.1852	-5.96852	-1.75567	-1.93561	-1.40509	6.67139	5.62373	8.91211	8.85057	10.4507	10.6102	10.3227	13.6967	12.8318	9.88542	-4.92433	-1.6357	-2.09263	-0.68166	6.43451	5.28161	8.95472	8.74212	10.297	10.7017	9.94562	13.5073	12.9548	11.2672	-5.23584	-1.94708	-2.17465	-3.483280e+01	8.582801e+01	5.099521e+01
20800	-0.848212	6.61259	6.1123	8.91633	8.74113	10.2446	10.6883	10.0369	12.6943	11.9527	10.4618	-5.50702	-1.92133	-1.99442	0.0880271	0.126748	0.0887091	0.123709	0.159967	0.0930133	0.24454	0.105275	0.1186	0.183798	0.116415	0.211918	0.0778179	0.119591	0.0448374	0.050774	0.0148037	-0.312858	6.324	5.86428	8.88456	8.71304	9.86133	10.9363	10.1593	12.9196	11.9917	10.7244	-5.78339	-2.30625	-2.1613	-0.754291	6.52109	5.83037	8.74845	8.88352	10.1972	11.2566	9.79173	12.573	11.5631	10.5215	-5.47637	-1.95367	-1.96013	-1.24772	6.63483	6.07425	8.87029	8.61384	10.2013	11.5056	10.4508	12.6315	11.8502	9.92978	-5.9457	-2.21534	-1.41822	-0.0504448	7.30848	5.98403	8.87395	9.02088	10.3017	10.247	10.4273	12.7572	12.0826	10.5039	-5.84956	-1.89295	-2.23071	-1.0002	6.81084	6.28355	8.71083	8.70936	9.80579	10.8695	9.54951	12.4634	11.7076	10.13	-5.47348	-2.03881	-1.66267	-1.15324	6.8758	6.09685	8.77013	8.79849	10.0696	11.2998	9.8083	12.5441	11.9085	10.6425	-5.72289	-1.85517	-1.98808	-0.662117	6.7016	 5.93	8.9366	9.08617	10.0993	10.4322	9.85315	12.9784	12.6525	10.4624	-5.59352	-1.48635	-1.93819	-1.07202	6.88132	5.49297	8.48305	8.33754	10.4207	10.3912	10.0878	12.7119	12.238	9.94977	-5.67905	-1.89674	-2.3315	-1.224714e+01	6.809189e+01	5.584475e+01
20900	-0.859687	6.94137	6.02393	8.76907	8.80766	10.1394	10.5868	10.3419	13.3298	12.6261	10.8455	-5.84845	-2.01346	-2.1589	0.650183	0.0351246	0.144922	0.0937637	0.0437829	0.219798	0.127309	0.321781	0.0933954	0.0635332	0.0614411	0.103919	0.0524111	0.0876881	0.0339077	0.0440351	0.0128904	-0.971878	6.62283	6.15393	8.9017	8.68192	10.0964	10.7671	9.51342	13.1313	12.7558	11.12	-5.62144	-2.26292	-1.98555	-0.718333	6.89133	6.2351	8.67003	8.8982	10.1645	10.9147	9.29886	13.2525	12.2017	10.8533	-5.71476	-1.92608	-2.04853	-1.19094	6.97193	6.10217	8.685	8.64694	9.87898	11.2534	10.4586	13.1964	12.8449	11.17	-5.70743	-1.79059	-1.67961	-0.0434811	7.20544	5.91847	8.74843	9.12638	10.4757	10.188	10.2803	12.9257	12.3582	10.863	-5.84382	-1.60214	-2.35849	-1.15829	6.94526	6.34829	8.75222	8.78587	9.35164	10.2115	10.1039	13.3343	12.9327	10.8377	-5.69848	-1.88131	-1.83595	-1.62189	6.88725	5.91303	9.0262	8.97412	10.1744	10.8905	9.74837	13.3453	12.7068	10.6327	-5.57197	-1.71648	-2.02802	-1.03005	6.85371	6.00954	8.8398	8.74366	9.8602	10.2349	9.76916	12.9696	12.5564	10.9854	-5.84044	-1.55521	-1.83023	-0.802872	6.96238	5.45392	8.83734	8.83745	10.2094	10.3263	10.4852	13.3835	12.2226	10.7058	-5.73316	-1.90931	-2.60409	-4.420285e+00	8.452050e+01	8.010022e+01
